@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
13,0.8,41,5.666667,FALSE
13,0.8,41,5.666667,FALSE
0,2,1,0,FALSE
4,0.666667,26,5.25,FALSE
1,2,19,8.5,FALSE
6,0.916667,41,6.6,FALSE
6,0.916667,41,6.6,FALSE
45,1.111111,11,0,FALSE
1,0.75,499,69.714286,FALSE
8,0.5,92,17.2,FALSE
1,2,17,0,FALSE
67,0.873016,384,16.181818,FALSE
1,2,17,0,FALSE
1,2,17,0,FALSE
0,0.333333,240,58,FALSE
1,0.75,499,69.714286,FALSE
1,2,17,0,FALSE
1,2,19,8.5,FALSE
6,0.375,124,12.666667,FALSE
67,0.873016,384,16.181818,FALSE
16,0.571429,97,11,FALSE
0,2,1,0,FALSE
0,0.55,127,10.363636,FALSE
40,0.638889,352,25.846154,FALSE
3,2,281,45.833333,FALSE
6,2,113,27.25,FALSE
9,0.833333,134,20.333333,FALSE
8,0.5,92,17.2,FALSE
1,0.75,499,69.714286,FALSE
1,2,44,21,FALSE
0,2,4,0,FALSE
64,0.981818,586,47.416667,FALSE
1,2,44,21,FALSE
0,0.628571,212,24.875,FALSE
6,0.375,124,12.666667,FALSE
4,0.666667,26,5.25,FALSE
0,0.75,469,13.030303,FALSE
1,2,16,7,FALSE
0,0.55,127,10.363636,FALSE
561,2,34,0,FALSE
0,0.076923,174,11.357143,FALSE
5942,0.798319,1019,7.466667,FALSE
3,2,25,7.333333,FALSE
1,2,44,21,FALSE
6,2,113,27.25,FALSE
8,0.5,92,17.2,FALSE
6,2,113,27.25,FALSE
5942,0.798319,1019,7.466667,FALSE
6,1,30,6,FALSE
4,0.75,127,22.8,FALSE
1,2,44,21,FALSE
3,2,24,7,FALSE
64,0.981818,586,47.416667,FALSE
4,2,63,14.75,FALSE
16,0.75,79,7.444444,FALSE
0,0.840643,598,9.103448,FALSE
9,0.833333,134,20.333333,FALSE
3,2,50,15.666667,FALSE
3,2,50,15.666667,FALSE
0,0,41,7,FALSE
50,0.65625,569,32.235294,FALSE
36,2,9,0,FALSE
13,0.8,41,5.666667,FALSE
45,1.111111,11,0,FALSE
64,0.981818,586,47.416667,FALSE
3,2,30,9,FALSE
1,2,65,31.5,FALSE
50,0.65625,569,32.235294,FALSE
1,0.75,499,69.714286,FALSE
8,0.5,92,17.2,FALSE
1016,0.851307,665,11.557692,TRUE
0,2,28,21,TRUE
3,0.75,261,41.833333,TRUE
469,0.578947,198,4.051282,TRUE
0,0.45,286,24.636364,TRUE
3,0.75,261,41.833333,TRUE
151,0.941176,274,14.166667,TRUE
0,0.166667,121,16.142857,TRUE
0,0.166667,121,16.142857,TRUE
0,2,5,4,TRUE
0,0.45,286,24.636364,TRUE
15,0.825,168,13.909091,TRUE
0,0,23,10,TRUE
1,2,7,2.5,TRUE
6,0.375,124,12.666667,TRUE
0,0.125,212,22.444444,TRUE
2497,0.933784,3247,41.893333,TRUE
0,0,74,9.428571,TRUE
0,0,23,10,TRUE
0,2,1,0,TRUE
3,2,257,84.666667,TRUE
8,1.24359,1171,217.6,TRUE
0,2,1,0,TRUE
0,2,28,21,TRUE
6,0.375,124,12.666667,TRUE
0,0.5,199,27.142857,TRUE
0,2,5,4,TRUE
0,0.5,199,27.142857,TRUE
3,2,257,84.666667,TRUE
8,1.223684,424,80,TRUE
0,2,1,0,TRUE
0,0.333333,293,21.384615,TRUE
0,2,1,0,TRUE
0,0.125,212,22.444444,TRUE
1,0.5,26,7.333333,TRUE
0,0.166667,121,16.142857,TRUE
0,2,28,21,TRUE
1016,0.851307,665,11.557692,TRUE
1,2,7,2.5,TRUE
0,0.808333,1630,12.413223,TRUE
8,1.223684,424,80,TRUE
1016,0.851307,665,11.557692,TRUE
0,2,28,21,TRUE
0,0,74,9.428571,TRUE
1,0.5,26,7.333333,TRUE
0,0.125,212,22.444444,TRUE
0,0.7,183,28.5,TRUE
6,0.375,124,12.666667,TRUE
440,0.79321,804,20.243243,TRUE
0,0,74,9.428571,TRUE
0,2,1,0,TRUE
6,0.375,124,12.666667,TRUE
0,2,1,0,TRUE
375,0.780488,2044,47.380952,TRUE
6,0.375,124,12.666667,TRUE
0,2,1,0,TRUE
0,0.3375,516,23.380952,TRUE
0,0.333333,137,66,TRUE
0,0,74,9.428571,TRUE
2497,0.933784,3247,41.893333,TRUE
0,2,1,0,TRUE
0,2,1,0,TRUE
17,0.888889,133,17.571429,TRUE
3,0.75,261,41.833333,TRUE
0,0.333333,293,21.384615,TRUE
3,0.75,261,41.833333,TRUE
0,0.45,286,24.636364,TRUE
440,0.79321,804,20.243243,TRUE
1,0.5,314,103.333333,TRUE
8,0.607143,246,29.25,TRUE
