@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,0.666667,26,5.25,FALSE
0,1.269231,80,12.5,FALSE
0,2,4,0,FALSE
1,2,65,31.5,FALSE
3,2,50,15.666667,FALSE
0,0.840643,598,9.103448,FALSE
1,2,44,21,FALSE
67,0.873016,384,16.181818,FALSE
561,2,34,0,FALSE
0,2,1,0,FALSE
0,0.840643,598,9.103448,FALSE
64,0.981818,586,47.416667,FALSE
6,2,113,27.25,FALSE
4,2,63,14.75,FALSE
0,0.35,123,21.6,FALSE
1,2,19,8.5,FALSE
0,0.583333,262,24.8,FALSE
17,0.777778,106,9.1,FALSE
3,2,50,15.666667,FALSE
0,0.083333,282,39,FALSE
9,0.833333,134,20.333333,FALSE
67,0.873016,384,16.181818,FALSE
3,0.6,33,4.166667,FALSE
1,2,44,21,FALSE
3,2,24,7,FALSE
67,0.873016,384,16.181818,FALSE
36,2,82,8.111111,FALSE
1,0.75,499,69.714286,FALSE
36,2,9,0,FALSE
1,2,31,14.5,FALSE
39,0.826923,343,22.642857,FALSE
14,0.983516,460,53.25,FALSE
0,0.55,127,10.363636,FALSE
3,2,176,57.666667,FALSE
13,0.8,41,5.666667,FALSE
327,0.853968,3077,97.580645,FALSE
1,0.75,499,69.714286,FALSE
607,0.9,1852,47.473684,FALSE
0,2,1,0,FALSE
3,2,50,15.666667,FALSE
1,2,19,8.5,FALSE
39,0.826923,343,22.642857,FALSE
3,2,176,57.666667,FALSE
0,2,4,0,FALSE
1,2,13,5.5,FALSE
67,0.873016,384,16.181818,FALSE
3,2,24,7,FALSE
4,2,63,14.75,FALSE
0,2,0,0,FALSE
0,0.583333,262,24.8,FALSE
9,0.833333,134,20.333333,FALSE
1,1.3,875,289,FALSE
3,2,25,7.333333,FALSE
0,0.35,123,21.6,FALSE
1,0.75,499,69.714286,FALSE
0,0.076923,174,11.357143,FALSE
1,0.75,499,69.714286,FALSE
36,2,82,8.111111,FALSE
14,0.983516,460,53.25,FALSE
0,0.35,123,21.6,FALSE
1,2,16,7,FALSE
0,0.583333,262,24.8,FALSE
0,0,41,7,FALSE
16,0.75,79,7.444444,FALSE
3,2,24,7,FALSE
5942,0.798319,1019,7.466667,FALSE
4,0.75,127,22.8,FALSE
0,2,1,0,FALSE
0,0.35,123,21.6,FALSE
8,0.5,92,17.2,FALSE
151,0.941176,274,14.166667,TRUE
3,2,257,84.666667,TRUE
6,0.375,124,12.666667,TRUE
8,1.223684,424,80,TRUE
0,0.333333,293,21.384615,TRUE
151,0.941176,274,14.166667,TRUE
6,0.375,124,12.666667,TRUE
3,0.75,261,41.833333,TRUE
1,2,7,2.5,TRUE
8,0.607143,246,29.25,TRUE
8,1.223684,424,80,TRUE
1,2,7,2.5,TRUE
0,0.444444,146,34.75,TRUE
1,2,7,2.5,TRUE
0,0.7,183,28.5,TRUE
0,0.444444,146,34.75,TRUE
0,0.45,286,24.636364,TRUE
2497,0.933784,3247,41.893333,TRUE
0,0.125,212,22.444444,TRUE
20,0.571429,189,22.25,TRUE
8,1.24359,1171,217.6,TRUE
440,0.79321,804,20.243243,TRUE
1,0.5,26,7.333333,TRUE
0,0.333333,137,66,TRUE
327,0.853968,3124,99.096774,TRUE
0,2,28,21,TRUE
0,2,1,0,TRUE
3,0.75,261,41.833333,TRUE
8,1.247951,4275,805.2,TRUE
0,2,1,0,TRUE
1016,0.851307,665,11.557692,TRUE
17,0.888889,133,17.571429,TRUE
0,2,5,4,TRUE
8,0.607143,246,29.25,TRUE
0,0,23,10,TRUE
1,0.5,314,103.333333,TRUE
8,1.223684,424,80,TRUE
8,1.24359,1171,217.6,TRUE
375,0.780488,2044,47.380952,TRUE
440,0.79321,804,20.243243,TRUE
0,0.333333,137,66,TRUE
1016,0.851307,665,11.557692,TRUE
3,2,257,84.666667,TRUE
8,0.607143,246,29.25,TRUE
1,0.5,314,103.333333,TRUE
0,2,1,0,TRUE
1,0.5,26,7.333333,TRUE
1,0.5,314,103.333333,TRUE
0,2,28,21,TRUE
0,0.333333,137,66,TRUE
1,0.5,314,103.333333,TRUE
20,0.571429,189,22.25,TRUE
469,0.578947,198,4.051282,TRUE
0,0.166667,121,16.142857,TRUE
8,0.607143,246,29.25,TRUE
1,0.5,314,103.333333,TRUE
3,0.7875,2717,446.5,TRUE
0,0.125,212,22.444444,TRUE
151,0.941176,274,14.166667,TRUE
0,0.808333,1630,12.413223,TRUE
130,0.847953,1393,68.2,TRUE
0,2,1,0,TRUE
151,0.941176,274,14.166667,TRUE
15,0.825,168,13.909091,TRUE
3,0.75,261,41.833333,TRUE
0,0.444444,146,34.75,TRUE
0,2,1,0,TRUE
8,1.24359,1171,217.6,TRUE
375,0.780488,2044,47.380952,TRUE
0,0.444444,146,34.75,TRUE
