@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
24,2,161,12.416667,FALSE
0,0.2,49,7,FALSE
15,2,34,4.666667,FALSE
0,2,5,4,FALSE
71,0.538462,167,10.857143,FALSE
3,2,45,14,FALSE
0,0.5,498,22.47619,FALSE
0,0.5,199,27.142857,FALSE
309,0.84755,2953,96.8,FALSE
0,0,34,5.6,FALSE
3,2,37,11.333333,FALSE
0,2,20,15,FALSE
3,2,6,1,FALSE
19,0.75,244,12.333333,FALSE
0,2,2,0,FALSE
0,0.25,27,4.2,FALSE
1,0.5,614,203.333333,FALSE
0,2,338,3,FALSE
10,2,305,60,FALSE
1,0.5,614,203.333333,FALSE
309,0.84755,2953,96.8,FALSE
71,0.538462,167,10.857143,FALSE
0,0,35,15.5,FALSE
64,0.981818,586,47.416667,FALSE
24,2,161,12.416667,FALSE
3,2,37,11.333333,FALSE
0,2,1,0,FALSE
0,0.666667,84,19.5,FALSE
1,0.5,595,197,FALSE
0,0.2,49,7,FALSE
0,2,338,3,FALSE
3,2,10,2.333333,FALSE
0,2,2,0,FALSE
0,2,5,4,FALSE
0,0.2,94,14.5,FALSE
37,0.916667,141,10.727273,FALSE
0,0,155,21,FALSE
309,0.84755,2953,96.8,FALSE
21,1,30,3,FALSE
0,0,155,21,FALSE
0,0.1,97,14.833333,FALSE
0,2,20,15,FALSE
0,2,20,15,FALSE
0,0.5,498,22.47619,FALSE
34,0.826389,289,20.307692,FALSE
0,2,4,3,FALSE
309,0.84755,2953,96.8,FALSE
0,0.2,49,7,FALSE
21,1,30,3,FALSE
3,2,42,13,FALSE
3,0.56,424,68.833333,FALSE
0,0.166667,76,17.5,FALSE
0,2,20,15,FALSE
375,0.780488,2044,47.380952,FALSE
36,2,82,8.111111,FALSE
24,2,161,12.416667,FALSE
14,0.983516,460,53.25,FALSE
0,2,5,4,FALSE
0,2,1,0,FALSE
34,0.826389,289,20.307692,FALSE
53,0.9,90,7.090909,FALSE
3,2,42,13,FALSE
0,0,34,5.6,FALSE
21,1,30,3,FALSE
0,2,20,15,FALSE
37,0.916667,141,10.727273,FALSE
37,0.916667,141,10.727273,FALSE
0,0.25,27,4.2,FALSE
1,2,42,13,FALSE
53,0.9,90,7.090909,FALSE
12,0.625,581,63.222222,TRUE
1,0.5,314,103.333333,TRUE
3,2,6,1,TRUE
14,0.483333,680,50.153846,TRUE
0,2,4,3,TRUE
1,0.5,234,76.666667,TRUE
4,0.875,115,21.6,TRUE
0,0.7,183,28.5,TRUE
0,2,4,3,TRUE
0,2,4,3,TRUE
58,0.666667,260,18.923077,TRUE
0,0.3,113,9.181818,TRUE
50,0.746667,356,20.9375,TRUE
8,1.24359,1171,217.6,TRUE
0,0.25,32,5.2,TRUE
8,1.24359,1171,217.6,TRUE
0,0.5,172,20.25,TRUE
1,0.5,314,103.333333,TRUE
552,0.919872,899,22.594595,TRUE
3,1,183,58.666667,TRUE
0,2,28,21,TRUE
1,0.5,426,140.666667,TRUE
0,2,28,21,TRUE
552,0.919872,899,22.594595,TRUE
15,0.93311,405,26.285714,TRUE
0,0.342105,497,23.65,TRUE
300,0.879252,782,25.241379,TRUE
716,0.930233,683,14.5,TRUE
1,2,17,7.5,TRUE
8,1.246296,2125,397,TRUE
0,2,28,21,TRUE
0,2,4,3,TRUE
58,0.666667,260,18.923077,TRUE
716,0.930233,683,14.5,TRUE
8,1.24359,1171,217.6,TRUE
0,2,4,3,TRUE
3,1,183,58.666667,TRUE
0,2,4,3,TRUE
3,2,31,9.333333,TRUE
0,2,4,3,TRUE
50,0.746667,356,20.9375,TRUE
8,1.24359,1171,217.6,TRUE
219,0.972789,2461,110.227273,TRUE
0,0.166667,156,21.142857,TRUE
188,0.947368,312,14.25,TRUE
0,2,28,21,TRUE
3,2,6,1,TRUE
581,0.869779,1628,41.552632,TRUE
552,0.919872,899,22.594595,TRUE
0,2,28,21,TRUE
14,0.483333,680,50.153846,TRUE
1,0.5,426,140.666667,TRUE
714,0.739394,839,13.875,TRUE
8,1.24359,1171,217.6,TRUE
232,0.901042,807,30.96,TRUE
15,0.93311,405,26.285714,TRUE
8,1.246296,2125,397,TRUE
232,0.901042,807,30.96,TRUE
552,0.919872,899,22.594595,TRUE
8,1.24359,1171,217.6,TRUE
232,0.901042,807,30.96,TRUE
12,0.625,581,63.222222,TRUE
1,2,17,7.5,TRUE
188,0.947368,312,14.25,TRUE
219,0.972789,2461,110.227273,TRUE
58,0.666667,260,18.923077,TRUE
0,2,4,3,TRUE
1,1.3,875,289,TRUE
12,0.625,581,63.222222,TRUE
1,2,17,7.5,TRUE
