@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
36,2,82,8.111111,FALSE
6,1,30,6,FALSE
0,0.583333,262,24.8,FALSE
3,2,50,15.666667,FALSE
67,0.873016,384,16.181818,FALSE
16,0.571429,97,11,FALSE
0,0.333333,240,58,FALSE
13,0.8,41,5.666667,FALSE
28,0.5,207,21.888889,FALSE
36,2,9,0,FALSE
1,1.3,875,289,FALSE
4,2,63,14.75,FALSE
6,0.375,124,12.666667,FALSE
0,0.083333,282,39,FALSE
1,2,19,8.5,FALSE
1,2,65,31.5,FALSE
9,0.833333,134,20.333333,FALSE
14,0.983516,460,53.25,FALSE
17,0.777778,106,9.1,FALSE
36,2,9,0,FALSE
6,1,30,6,FALSE
0,0.333333,240,58,FALSE
50,0.65625,569,32.235294,FALSE
45,1.111111,11,0,FALSE
16,0.75,79,7.444444,FALSE
4,0.666667,26,5.25,FALSE
8,0.5,92,17.2,FALSE
0,0,101,15.666667,FALSE
3,2,24,7,FALSE
67,0.873016,384,16.181818,FALSE
1,0.75,499,69.714286,FALSE
67,0.873016,384,16.181818,FALSE
40,0.638889,352,25.846154,FALSE
0,0.333333,240,58,FALSE
6,0.375,124,12.666667,FALSE
17,0.777778,106,9.1,FALSE
1,1.3,875,289,FALSE
1,2,31,14.5,FALSE
0,0.35,123,21.6,FALSE
1,0.75,499,69.714286,FALSE
607,0.9,1852,47.473684,FALSE
0,2,0,0,FALSE
2,0.666667,29,5.75,FALSE
1,2,13,5.5,FALSE
0,0.333333,240,58,FALSE
28,0.5,207,21.888889,FALSE
8,0.5,92,17.2,FALSE
0,0.55,127,10.363636,FALSE
9,0.833333,134,20.333333,FALSE
0,0.083333,282,39,FALSE
6,2,113,27.25,FALSE
0,0.392857,357,22.666667,FALSE
0,2,1,0,FALSE
0,2,0,0,FALSE
1,2,16,7,FALSE
36,2,9,0,FALSE
0,2,1,0,FALSE
67,0.873016,384,16.181818,FALSE
28,0.5,207,21.888889,FALSE
1,2,16,7,FALSE
45,1.111111,11,0,FALSE
1,2,16,7,FALSE
0,0.35,123,21.6,FALSE
1,2,13,5.5,FALSE
1,2,13,5.5,FALSE
16,0.571429,97,11,FALSE
0,0,41,7,FALSE
0,0.840643,598,9.103448,FALSE
0,2,4,0,FALSE
1,2,16,7,FALSE
1016,0.851307,665,11.557692,TRUE
0,0.125,212,22.444444,TRUE
0,0.808333,1630,12.413223,TRUE
0,0.3375,516,23.380952,TRUE
20,0.571429,189,22.25,TRUE
3,2,257,84.666667,TRUE
3,0.75,261,41.833333,TRUE
0,0.166667,121,16.142857,TRUE
440,0.79321,804,20.243243,TRUE
0,0.333333,137,66,TRUE
17,0.888889,133,17.571429,TRUE
0,0,23,10,TRUE
0,0.3375,516,23.380952,TRUE
1,2,7,2.5,TRUE
8,1.223684,424,80,TRUE
0,0.3375,516,23.380952,TRUE
3,0.75,261,41.833333,TRUE
1016,0.851307,665,11.557692,TRUE
2497,0.933784,3247,41.893333,TRUE
0,0,74,9.428571,TRUE
1,0.5,26,7.333333,TRUE
0,2,1,0,TRUE
0,0.166667,121,16.142857,TRUE
1,2,7,2.5,TRUE
0,2,5,4,TRUE
3,2,257,84.666667,TRUE
8,0.607143,246,29.25,TRUE
2497,0.933784,3247,41.893333,TRUE
8,1.223684,424,80,TRUE
0,0.125,212,22.444444,TRUE
0,0.444444,146,34.75,TRUE
0,0.45,286,24.636364,TRUE
1016,0.851307,665,11.557692,TRUE
3,0.75,261,41.833333,TRUE
0,0.166667,121,16.142857,TRUE
0,0.7,183,28.5,TRUE
1016,0.851307,665,11.557692,TRUE
20,0.571429,189,22.25,TRUE
0,0.7,183,28.5,TRUE
0,2,28,21,TRUE
0,2,1,0,TRUE
0,0.808333,1630,12.413223,TRUE
0,0,23,10,TRUE
0,0.444444,146,34.75,TRUE
440,0.79321,804,20.243243,TRUE
130,0.847953,1393,68.2,TRUE
8,0.607143,246,29.25,TRUE
20,0.571429,189,22.25,TRUE
1,0.5,314,103.333333,TRUE
0,0,74,9.428571,TRUE
0,0.125,212,22.444444,TRUE
0,2,1,0,TRUE
1,0.5,314,103.333333,TRUE
0,0.125,212,22.444444,TRUE
0,0,74,9.428571,TRUE
375,0.780488,2044,47.380952,TRUE
3,0.7875,2717,446.5,TRUE
0,2,1,0,TRUE
0,0.333333,293,21.384615,TRUE
716,0.930233,683,14.5,TRUE
440,0.79321,804,20.243243,TRUE
17,0.888889,133,17.571429,TRUE
3,2,257,84.666667,TRUE
8,1.24359,1171,217.6,TRUE
1,0.5,26,7.333333,TRUE
0,2,1,0,TRUE
327,0.853968,3124,99.096774,TRUE
6,0.375,124,12.666667,TRUE
0,2,5,4,TRUE
0,2,1,0,TRUE
