@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,0.6,289,46.833333,FALSE
0,0.238095,152,5.863636,FALSE
8,0.875,198,38.2,FALSE
55,0.807692,140,8.571429,FALSE
3,2,24,7,FALSE
36,2,82,8.111111,FALSE
3,2,6,1,FALSE
0,0.333333,23,4.5,FALSE
1,2,39,18.5,FALSE
0,2,1,0,FALSE
221,0.964286,385,16.318182,FALSE
0,2,218,0,FALSE
22,0.75,214,22.444444,FALSE
0,2,1,0,FALSE
3,2,19,5.333333,FALSE
3,2,8,1.666667,FALSE
6,0.916667,41,6.6,FALSE
0,2,14,0,FALSE
3,2,24,7,FALSE
1,0.5,107,34,FALSE
0,0.25,129,24.6,FALSE
3,2,19,5.333333,FALSE
1,0.5,107,34,FALSE
0,0,171,54.666667,FALSE
4,0.625,157,30,FALSE
8,0.875,198,38.2,FALSE
3,2,30,9,FALSE
1,0.5,37,11,FALSE
36,2,82,8.111111,FALSE
0,0,35,15.5,FALSE
0,2,1,0,FALSE
0,0,35,15.5,FALSE
1,2,39,18.5,FALSE
1,0.5,599,198.333333,FALSE
0,2,14,0,FALSE
6,0.916667,41,6.6,FALSE
1,0.5,575,190.333333,FALSE
53,0.9,90,7.090909,FALSE
0,0,74,9.428571,FALSE
0,2,218,0,FALSE
3,2,24,7,FALSE
0,2,14,0,FALSE
0,0,74,9.428571,FALSE
28,2,31,2.875,FALSE
6,2,121,29.25,FALSE
3,2,24,7,FALSE
0,0.583333,508,55.111111,FALSE
0,0.25,129,24.6,FALSE
3,1.5,124,40,FALSE
1,2,10,4,FALSE
3,2,30,9,FALSE
1,0.5,599,198.333333,FALSE
4,1,61,10,FALSE
1,2,10,4,FALSE
36,2,82,8.111111,FALSE
1,0.5,599,198.333333,FALSE
36,2,82,8.111111,FALSE
0,0,74,9.428571,FALSE
3,2,19,5.333333,FALSE
22,0.75,214,22.444444,FALSE
36,2,82,8.111111,FALSE
1,0.5,37,11,FALSE
53,0.9,90,7.090909,FALSE
1,0.5,37,11,FALSE
3,2,30,9,FALSE
22,0.75,214,22.444444,FALSE
10,2,85,16,FALSE
30,0.583333,388,28.692308,FALSE
10,2,19,2.8,FALSE
3,2,19,5.333333,FALSE
0,0.6875,276,29,TRUE
1,0.5,234,76.666667,TRUE
8,0.75,122,23.2,TRUE
10,2,52,9.4,TRUE
69,0.804545,948,39.782609,TRUE
1,0.5,234,76.666667,TRUE
0,2,203,0,TRUE
10,2,57,10.4,TRUE
0,2,203,0,TRUE
0,0.6875,276,29,TRUE
9,0.722222,609,85.142857,TRUE
0,2,203,0,TRUE
784,2,223,4.439024,TRUE
0,0.847619,734,88.875,TRUE
0,0.68254,476,20.363636,TRUE
0,2,353,3,TRUE
0,0.833333,84,25,TRUE
58,0.666667,260,18.923077,TRUE
8,0.75,122,23.2,TRUE
6,2,468,116,TRUE
9,0.722222,609,85.142857,TRUE
8,1.24359,1171,217.6,TRUE
3,0.4,60,8.833333,TRUE
1,0.5,234,76.666667,TRUE
10,2,69,12.8,TRUE
9,0.722222,609,85.142857,TRUE
50,0.831579,1167,56.85,TRUE
0,0.25,432,60.142857,TRUE
6,2,1490,371.5,TRUE
58,0.666667,260,18.923077,TRUE
0,0.25,32,5.2,TRUE
10,2,57,10.4,TRUE
0,2,353,3,TRUE
0,2,203,0,TRUE
1287,0.948889,1928,33.6,TRUE
1,1,67,19,TRUE
15,0.93311,405,26.285714,TRUE
784,2,223,4.439024,TRUE
6,2,1490,371.5,TRUE
0,0.75,100,31.666667,TRUE
3,0.4,60,8.833333,TRUE
0,0.5,176,33.8,TRUE
0,2,203,0,TRUE
15,1,80,12.166667,TRUE
58,0.666667,260,18.923077,TRUE
15,1,80,12.166667,TRUE
8,1.24359,1171,217.6,TRUE
6,2,468,116,TRUE
0,0.5,176,33.8,TRUE
1,0.5,1248,414.666667,TRUE
15,1,80,12.166667,TRUE
8,0.75,122,23.2,TRUE
8,1.24359,1171,217.6,TRUE
8,0.75,122,23.2,TRUE
0,2,353,3,TRUE
0,2,4,3,TRUE
1,2,65,31.5,TRUE
0,0.847619,734,88.875,TRUE
1,2,65,31.5,TRUE
0,0,74,9.428571,TRUE
10,2,69,12.8,TRUE
784,2,223,4.439024,TRUE
6,2,468,116,TRUE
0,0.25,432,60.142857,TRUE
0,0.5,176,33.8,TRUE
15,0.5,166,22.571429,TRUE
50,0.831579,1167,56.85,TRUE
1,2,65,31.5,TRUE
1,2,65,31.5,TRUE
0,2,4,3,TRUE
