@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z44.07583-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,17,8,5,0.666667,1.8,FALSE
10,2,1,2,0,1,FALSE
10,37,14,8,0.714286,3.3333,FALSE
22,66,4,20,1,0.6,FALSE
14,33,6,14,0.8,1.4,FALSE
8,17,0,6,1,3,FALSE
11,36,17,9,0.833333,1.9091,FALSE
13,60,12,10,0,5.125,FALSE
11,33,6,11,0.666667,4.2,FALSE
10,28,9,9,0.5,0.6667,FALSE
10,12,26,3,0.428571,0.7778,FALSE
12,30,322,0,1,0.9655,FALSE
15,35,13,15,0.333333,2,FALSE
10,27,4,10,1,2.75,FALSE
10,27,0,8,1,2.6667,FALSE
12,30,13,12,0.333333,2.1667,FALSE
11,13,15,11,0,0.8333,FALSE
6,26,0,3,1,4.2,FALSE
14,30,0,12,1,4.75,FALSE
10,13,1,6,0.666667,0.6667,FALSE
20,59,2,20,0.75,0.6,FALSE
9,44,5,9,0.75,3.4286,FALSE
0,2,0,0,0,0,FALSE
24,18,10,7,1,1.4,FALSE
2,8,3,1,0,0,FALSE
8,24,3,8,0,2.6667,FALSE
13,32,0,6,0.666667,0.9,FALSE
7,19,2,7,1,1,FALSE
8,27,35,5,1,1.5714,FALSE
10,8,28,3,0,1,FALSE
10,8,28,3,0,1,FALSE
6,33,2,5,1,1.6,FALSE
8,19,9,1,1,1.2,FALSE
7,15,3,7,0,1.3333,FALSE
16,50,59,15,0.875,1.0667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
18,70,143,17,0,2.2174,FALSE
13,60,34,9,0.375,2.4375,FALSE
13,28,3,13,0,3.3333,FALSE
7,16,3,5,0,3.3333,FALSE
11,34,2,11,1,3.5,FALSE
17,62,103,15,0.909091,2.0556,FALSE
28,84,99,28,1,2.6,TRUE
14,35,0,7,1,1.5,TRUE
11,2,1,3,0,1,TRUE
10,44,47,8,0.7,2.6,TRUE
7,19,4,7,1,1.5,TRUE
16,46,87,12,1,1.5,TRUE
18,52,37,15,1,2.0667,TRUE
34,52,60,12,1,2.8125,TRUE
29,92,213,27,0.714286,2.3704,TRUE
5,30,1,3,0,4.5,TRUE
26,77,99,26,1,2.6,TRUE
30,103,48,28,0.833333,4.0625,TRUE
11,28,6,11,0.666667,3.2,TRUE
10,36,2,10,1,4.5,TRUE
29,64,38,28,1,2.0833,TRUE
13,5,10,3,0,1,TRUE
15,14,1,10,0,3.5,TRUE
18,58,43,16,0.666667,2.6667,TRUE
31,96,28,27,0,2.875,TRUE
28,87,150,26,0.727273,2.9167,TRUE
39,96,30,38,1,2.3333,TRUE
34,96,9,32,0.75,4.2857,TRUE
45,147,490,29,0.909091,1.4667,TRUE
10,16,3,10,0,1.6667,TRUE
15,37,2,14,1,5.4,TRUE
14,19,1,12,1,2.3333,TRUE
14,65,20,13,1,5.875,TRUE
13,26,0,6,1,1.4,TRUE
26,63,20,26,1,1,TRUE
38,102,30,37,1,2.2222,TRUE
7,16,4,6,1,1.5,TRUE
8,47,13,8,0.5,1.5,TRUE
19,15,1,15,0,3.5,TRUE
23,33,7,5,1,2.3333,TRUE
9,27,3,9,0,2.6667,TRUE
20,25,2,20,1,2.25,TRUE
35,101,3,33,1,1.6667,TRUE
31,36,22,14,1,1.75,TRUE
8,27,35,5,1,1.5714,TRUE
8,13,2,8,1,1,TRUE
15,58,100,13,1,2.0588,TRUE
13,1,0,2,0,1,TRUE
11,38,81,10,1,0.8667,TRUE
38,108,39,37,0.5,2.2,TRUE
9,49,4,7,1,3,TRUE
17,57,2,16,1,7.75,TRUE
11,58,28,10,0.666667,4.5556,TRUE
12,60,0,11,1,8.2,TRUE
12,37,2,7,1,2.5833,TRUE
11,8,0,10,1,1.5,TRUE
13,26,2,11,1,3.5,TRUE
15,61,234,11,1,2.08,TRUE
42,105,589,20,0.9,2.0426,TRUE
10,29,20,10,1,1.25,TRUE
15,38,7,14,0.666667,4,TRUE
4,22,2,3,1,1.75,TRUE
12,14,0,12,1,2,TRUE
17,38,20,17,1,1.625,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
20,62,0,20,1,1.625,TRUE
5,8,1,5,1,0.3333,TRUE
13,35,20,13,1,1.5,TRUE
20,51,0,16,1,6.4,TRUE
15,38,2,14,1,5.6,TRUE
31,107,104,29,0.833333,3.5,TRUE
12,36,3,12,0.666667,3.7143,TRUE
7,22,11,4,1,1.9,TRUE
18,71,1,16,0.857143,2.7273,TRUE
11,56,20,10,1,5.125,TRUE
8,8,4,7,1,0.75,TRUE
25,9,36,4,0,1,TRUE
15,53,25,7,1,2.9,TRUE
17,32,11,16,0.777778,2.8333,TRUE
11,6,1,3,0,0,TRUE
14,16,0,14,1,3,TRUE
14,53,78,10,1,2.5882,TRUE
17,39,30,16,0.75,1.3333,TRUE
4,29,58,3,1,1.5625,TRUE
14,58,100,12,1,2.0588,TRUE
10,30,4,10,1,1.75,TRUE
20,33,8,18,1,2,TRUE
15,1,0,3,0,1,TRUE
4,13,1,4,0,0.6667,TRUE
13,36,493,0,1,0.9714,TRUE
17,68,43,15,0.777778,1.8,TRUE
13,48,63,10,0.875,2,TRUE
10,32,3,10,1,4.3333,TRUE
9,17,13,8,1,0.8571,TRUE
14,74,299,12,1,2.0333,TRUE
25,44,32,25,1,1.8889,TRUE
6,6,3,5,0,0.3333,TRUE
12,38,27,9,1,2,TRUE
71,45,13,21,1,2.1667,TRUE
