@relation jeditA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z151.7241379

@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
32,0,8,9,3,0.766234,356,0,1,0.375,0,0,1,FALSE
7,0,1,1,3,0,59,1,0,0.666667,0,0,3,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
34,2,3,6,1,0.8,202,1,2,0.35,0,0,1,FALSE
6,1,5,5,1,2,30,0,0,0.625,0,0,1,FALSE
2,1,5,1,2,2,2,0,0,1,0,0,1,FALSE
3,1,2,2,2,2,8,0,0,0.625,0,0,1,FALSE
64,29,2,10,4,0.814286,396,1,0,0.363636,0,0,4,FALSE
5,1,0,1,2,2,14,0,0,0.75,0,0,1,FALSE
96,51,2,13,4,0.782051,774,1,0,0.214286,0,0,6,FALSE
20,0,4,2,9,0.5,112,1,0,0.259259,0,0,3,FALSE
14,1,2,10,2,0.875,134,0,2,0.555556,1,3,1,FALSE
7,1,3,6,1,1,30,0,0,0.666667,1,2,1,FALSE
9,12,13,2,0,0.761905,66,1,2,0.354167,0,0,3,FALSE
49,82,14,5,9,0.85625,658,0.6875,5,0.169312,0,0,14,FALSE
64,29,2,10,4,0.814286,396,1,0,0.363636,0,0,4,FALSE
7,3,0,3,3,2,33,0,0,0.75,0,0,0,FALSE
57,8,4,12,3,0.285714,429,1,1,0.3,4,11,36,FALSE
12,0,2,1,3,0.46875,273,1,0,0.6,0,0,10,FALSE
52,2,1,8,4,0.5,372,1,1,0.466667,0,0,5,FALSE
2,1,5,1,2,2,2,0,0,1,0,0,1,FALSE
11,0,1,4,0,0,87,0,1,0.444444,1,2,7,FALSE
12,0,2,1,3,0.53125,251,1,0,0.6,0,0,10,FALSE
7,3,0,3,3,2,33,0,0,0.75,0,0,0,FALSE
23,43,53,1,11,0.5,154,0,1,0.577778,1,2,3,FALSE
32,0,8,9,3,0.766234,356,0,1,0.375,0,0,1,FALSE
16,91,7,2,14,2,38,0,0,0.414286,0,0,1,FALSE
79,102,7,19,8,0.77193,1578,0.555556,1,0.252632,0,0,5,FALSE
3,3,29,0,3,1.5,4,0,0,0.833333,0,0,1,FALSE
14,3,3,8,2,1,61,0,0,0.466667,1,3,1,FALSE
52,2,1,8,4,0.5,372,1,1,0.466667,0,0,5,FALSE
5,1,2,5,2,1,22,0,0,0.625,1,1,1,FALSE
64,29,2,10,4,0.814286,396,1,0,0.363636,0,0,4,FALSE
4,1,18,1,1,1,72,0,0,1,0,0,0,FALSE
52,2,1,8,4,0.5,372,1,1,0.466667,0,0,5,FALSE
25,6,3,8,2,2,208,0,0,0.625,1,1,1,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
80,133,3,4,5,0.79798,646,1,0,0.180556,3,5,5,FALSE
9,12,13,2,0,0.761905,66,1,2,0.354167,0,0,3,FALSE
1,0,5,0,1,2,1,0,0,1,0,0,1,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
8,4,1,0,4,1,83,0,0,0.35,2,2,1,FALSE
13,1,2,3,2,0.5,54,1,1,0.4,1,1,1,FALSE
32,0,8,9,3,0.766234,356,0,1,0.375,0,0,1,FALSE
5,6,1,2,3,1,15,0,1,0.533333,0,0,1,FALSE
138,1259,37,18,38,0.938904,1694,0.809524,4,0.110988,0,0,6,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
22,4,1,6,3,0.625,93,1,0,0.6,0,0,4,FALSE
29,2,1,4,4,0.5625,198,0.75,0,0.466667,1,7,8,FALSE
31,3,2,12,3,2,153,0,0,0.666667,0,0,10,FALSE
31,3,2,12,3,2,153,0,0,0.666667,0,0,10,FALSE
37,290,7,3,22,0.888889,161,1,1,0.157407,0,0,3,FALSE
80,133,3,4,5,0.79798,646,1,0,0.180556,3,5,5,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
37,290,7,3,22,0.888889,161,1,1,0.157407,0,0,3,FALSE
29,0,4,10,3,0.619048,207,0.857143,4,0.6,0,0,9,FALSE
59,52,1,7,10,0.709091,284,1,2,0.277778,0,0,3,FALSE
15,1,2,10,2,0.875,132,0,2,0.555556,1,3,1,FALSE
83,105,8,17,4,0.822222,477,1,3,0.336842,2,5,10,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
29,0,2,8,3,0.625,879,0.666667,2,0.25,0,0,3,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
72,32,2,9,3,0.872727,720,1,3,0.291667,1,1,8,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
20,0,1,6,4,0.736111,392,1,2,0.404762,0,0,11,TRUE
205,1652,26,37,27,0.941761,1871,0.878788,5,0.115385,3,12,12,TRUE
52,16,4,20,2,0.770833,398,1,4,0.246914,0,0,7,TRUE
205,1652,26,37,27,0.941761,1871,0.878788,5,0.115385,3,12,12,TRUE
29,0,2,8,3,0.625,879,0.666667,2,0.25,0,0,3,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
20,0,1,6,4,0.736111,392,1,2,0.404762,0,0,11,TRUE
65,34,3,9,1,0.784091,448,1,0,0.5,3,5,8,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
65,30,5,13,7,0.796875,1525,0.9375,4,0.215385,0,0,42,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
30,152,7,4,20,0.935223,212,1,5,0.155,0,0,3,TRUE
23,1,3,11,2,2,100,0,0,0.75,1,2,7,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
65,30,5,13,7,0.796875,1525,0.9375,4,0.215385,0,0,42,TRUE
35,3,3,4,3,2,161,0,0,0.555556,0,0,1,TRUE
30,152,7,4,20,0.935223,212,1,5,0.155,0,0,3,TRUE
31,20,4,4,1,0.761905,123,0.666667,1,0.5,4,12,2,TRUE
39,28,3,6,1,0.397727,573,1,2,0.5,1,3,2,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
205,1652,26,37,27,0.941761,1871,0.878788,5,0.115385,3,12,12,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
23,1,3,11,2,2,100,0,0,0.75,1,2,7,TRUE
205,1652,26,37,27,0.941761,1871,0.878788,5,0.115385,3,12,12,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
39,46,3,6,21,0.902778,1223,1,3,0.254464,0,0,16,TRUE
67,55,10,16,8,0.820513,361,0.833333,1,0.257143,3,12,10,TRUE
31,20,4,4,1,0.761905,123,0.666667,1,0.5,4,12,2,TRUE
55,14,3,9,4,0.675,607,0.2,1,0.138889,0,0,12,TRUE
52,16,4,20,2,0.770833,398,1,4,0.246914,0,0,7,TRUE
20,0,1,6,4,0.736111,392,1,2,0.404762,0,0,11,TRUE
59,18,5,9,6,0.741259,1572,1,4,0.1875,0,0,45,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
59,18,5,9,6,0.741259,1572,1,4,0.1875,0,0,45,TRUE
39,46,3,6,21,0.902778,1223,1,3,0.254464,0,0,16,TRUE
65,34,3,9,1,0.784091,448,1,0,0.5,3,5,8,TRUE
39,87,3,6,19,0.873932,1342,1,3,0.230453,0,0,15,TRUE
55,14,3,9,4,0.675,607,0.2,1,0.138889,0,0,12,TRUE
39,87,3,6,19,0.873932,1342,1,3,0.230453,0,0,15,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
39,46,3,6,21,0.902778,1223,1,3,0.254464,0,0,16,TRUE
39,46,3,6,21,0.902778,1223,1,3,0.254464,0,0,16,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
31,20,4,4,1,0.761905,123,0.666667,1,0.5,4,12,2,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
67,55,10,16,8,0.820513,361,0.833333,1,0.257143,3,12,10,TRUE
35,3,3,4,3,2,161,0,0,0.555556,0,0,1,TRUE
28,3,7,2,8,0.666667,230,1,1,0.35,0,0,5,TRUE
65,34,3,9,1,0.784091,448,1,0,0.5,3,5,8,TRUE
83,105,8,17,4,0.822222,477,1,3,0.336842,2,5,10,TRUE
29,0,2,8,3,0.625,879,0.666667,2,0.25,0,0,3,TRUE
30,152,7,4,20,0.935223,212,1,5,0.155,0,0,3,TRUE
59,18,5,9,6,0.741259,1572,1,4,0.1875,0,0,45,TRUE
39,28,3,6,1,0.397727,573,1,2,0.5,1,3,2,TRUE
59,18,5,9,6,0.741259,1572,1,4,0.1875,0,0,45,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
60,378,43,2,24,2,950,0,0,0.183673,0,0,14,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
33,9,1,4,4,0.74,439,0.6,0,0.5,2,3,13,TRUE
23,3,4,4,5,0.68,128,0,1,0.458333,0,0,2,TRUE
23,3,4,4,5,0.68,128,0,1,0.458333,0,0,2,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
23,1,3,11,2,2,100,0,0,0.75,1,2,7,TRUE
28,3,7,2,8,0.666667,230,1,1,0.35,0,0,5,TRUE
72,32,2,9,3,0.872727,720,1,3,0.291667,1,1,8,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
31,20,4,4,1,0.761905,123,0.666667,1,0.5,4,12,2,TRUE
65,30,5,13,7,0.796875,1525,0.9375,4,0.215385,0,0,42,TRUE
62,38,4,12,1,0.8,334,1,1,0.25,4,12,4,TRUE
39,46,3,6,21,0.902778,1223,1,3,0.254464,0,0,16,TRUE
52,16,4,20,2,0.770833,398,1,4,0.246914,0,0,7,TRUE
59,18,5,9,6,0.741259,1572,1,4,0.1875,0,0,45,TRUE
65,34,3,9,1,0.784091,448,1,0,0.5,3,5,8,TRUE
31,20,4,4,1,0.761905,123,0.666667,1,0.5,4,12,2,TRUE
65,146,13,16,7,0.861244,352,1,5,0.191667,1,1,5,TRUE
