@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,6,0,1,2,22,0,1,FALSE
2,0,9,159,4,15,105,3,1,FALSE
2,0,14,0,8,6,69,1,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,6,36,0,8,49,0,1,FALSE
2,0,20,75,2,10,218,1,6,FALSE
1,0,1,9,1,7,47,0,1,FALSE
1,0,6,10,3,4,60,0,2,FALSE
3,0,17,0,2,3,133,1,2,FALSE
2,0,20,89,6,15,123,1,1,FALSE
3,0,6,0,2,6,86,1,1,FALSE
0,0,5,1,1,2,58,0,1,FALSE
0,0,5,1,1,2,32,0,1,FALSE
3,0,8,24,2,8,95,1,1,FALSE
1,0,7,35,2,7,380,0,5,FALSE
1,6,8,6,6,3,37,0,2,FALSE
3,0,7,13,1,4,78,1,2,FALSE
6,0,4,0,0,2,27,0,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
3,0,17,69,5,14,142,0,2,FALSE
1,0,2,1,2,2,2,0,1,FALSE
5,0,4,0,2,2,25,0,1,FALSE
1,0,0,0,0,0,9,0,0,FALSE
3,0,2,4,2,4,34,3,2,FALSE
1,1,10,0,5,24,236,0,2,FALSE
2,0,1,0,1,6,52,0,1,FALSE
2,0,7,6,2,4,27,1,1,FALSE
3,0,4,6,1,3,62,1,1,FALSE
1,0,12,3,10,3,3,0,1,FALSE
3,0,8,16,3,7,108,3,1,FALSE
5,0,2,1,0,1,15,1,1,FALSE
1,0,12,2,2,3,154,1,1,FALSE
5,0,2,0,1,1,7,0,0,FALSE
1,0,8,1,6,2,2,0,1,FALSE
2,0,7,2,3,3,112,0,1,FALSE
0,0,7,1,1,2,48,0,1,FALSE
2,0,3,1,0,2,12,0,1,FALSE
1,0,7,60,0,12,63,0,1,FALSE
3,0,4,1,0,1,11,1,1,FALSE
2,9,15,49,10,9,87,1,2,FALSE
0,2,16,9,2,2,161,0,1,FALSE
3,1,11,18,3,7,61,2,1,FALSE
5,0,3,0,2,2,25,0,1,FALSE
1,0,4,1,0,1,68,0,8,FALSE
3,0,8,0,2,1,161,1,6,FALSE
3,0,1,0,0,3,21,2,1,FALSE
3,0,5,0,1,3,21,1,1,FALSE
1,0,12,1,8,1,23,0,1,FALSE
3,0,5,71,1,13,113,6,2,FALSE
1,0,4,0,4,6,57,0,2,FALSE
0,0,14,29,0,11,101,0,1,FALSE
3,0,5,0,2,1,30,1,2,FALSE
2,0,8,163,5,15,124,2,1,FALSE
1,0,2,8,0,5,57,0,2,FALSE
5,0,1,0,0,3,33,0,1,FALSE
2,0,9,84,4,11,304,1,4,FALSE
1,0,0,2,0,5,29,0,1,FALSE
5,1,9,2,1,4,68,0,3,FALSE
1,0,2,0,1,1,7,0,0,FALSE
1,0,4,0,3,1,1,0,1,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,1,0,1,0,0,0,0,FALSE
3,0,8,16,3,7,108,3,1,FALSE
5,0,4,0,1,2,22,0,1,FALSE
2,0,4,1,2,2,31,0,1,FALSE
2,1,15,142,1,12,292,2,3,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,17,0,17,1,1,0,1,FALSE
3,2,2,6,2,4,20,0,0,FALSE
2,0,10,81,1,15,119,0,1,FALSE
2,0,12,21,3,4,180,1,3,FALSE
1,0,3,0,1,3,21,0,1,FALSE
2,0,6,0,1,6,51,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
5,0,2,3,1,3,17,0,0,FALSE
3,0,8,48,1,14,188,7,4,FALSE
4,2,3,0,3,1,7,0,0,FALSE
0,0,10,4,1,3,81,0,6,FALSE
1,0,27,0,26,0,0,0,0,FALSE
2,0,10,132,3,14,596,1,8,FALSE
1,0,4,1,4,2,2,0,1,FALSE
0,0,6,0,4,1,9,0,0,FALSE
1,0,1,1,0,2,26,0,1,FALSE
4,0,6,10,1,5,28,1,1,FALSE
3,0,5,36,1,11,129,7,3,FALSE
5,0,4,0,2,3,32,0,1,FALSE
2,0,6,0,3,1,11,0,0,FALSE
2,24,36,48,26,7,139,1,2,TRUE
1,1,7,79,2,12,118,0,3,TRUE
1,0,18,188,14,12,739,0,11,TRUE
2,0,7,14,1,7,101,0,1,TRUE
1,2,10,39,4,8,108,0,2,TRUE
3,0,13,129,3,16,157,1,3,TRUE
3,0,2,1,1,3,15,0,1,TRUE
2,0,6,62,1,15,190,4,2,TRUE
3,0,5,1,1,2,47,0,1,TRUE
3,0,15,39,4,5,177,0,5,TRUE
1,0,111,253,105,23,23,0,1,TRUE
1,0,18,0,18,1,1,0,1,TRUE
2,0,10,0,1,9,92,0,1,TRUE
4,0,2,0,1,2,20,0,1,TRUE
3,0,22,814,7,39,555,2,7,TRUE
4,0,7,10,1,5,34,4,1,TRUE
2,0,23,161,14,20,295,6,3,TRUE
1,0,2,1,1,2,121,0,13,TRUE
2,0,9,6,3,4,28,1,1,TRUE
1,1,14,8,2,2,380,0,11,TRUE
4,0,18,291,3,24,303,3,2,TRUE
1,0,3,27,1,10,69,0,1,TRUE
2,0,13,0,2,5,142,1,3,TRUE
4,0,15,1,3,14,209,1,2,TRUE
3,0,8,0,2,1,161,1,6,TRUE
1,3,4,58,3,10,112,0,2,TRUE
1,0,17,105,2,15,123,0,1,TRUE
4,0,14,72,3,7,396,1,10,TRUE
1,0,5,132,1,18,341,0,30,TRUE
1,1,15,46,7,16,444,0,8,TRUE
1,0,9,85,1,10,242,0,5,TRUE
3,0,8,4,1,9,92,2,2,TRUE
2,0,2,0,1,1,5,0,0,TRUE
4,0,14,151,3,11,603,1,15,TRUE
1,0,3,0,2,1,1,0,1,TRUE
3,0,11,6,3,4,43,0,1,TRUE
3,0,5,318,1,29,342,3,1,TRUE
1,0,4,10,4,5,5,0,1,TRUE
3,0,12,6,3,5,111,0,4,TRUE
