@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,22,1,97,0,0.4,FALSE
17,28,8,127,0.3,0.25,FALSE
8,7,3,28,0,0.444444,FALSE
16,29,3,149,0,0.193878,FALSE
6,1,2,1,0,1,FALSE
4,2,3,9,1,1,FALSE
6,1,2,1,0,1,FALSE
17,28,8,127,0.3,0.25,FALSE
5,20,4,110,0.583333,0.333333,FALSE
16,74,12,610,0,0.147826,FALSE
22,2,0,2,0,0.75,FALSE
3,21,1,97,0,0.4,FALSE
5,24,5,140,0.880435,0.25,FALSE
2,59,1,682,0,0.4375,FALSE
2,20,0,67,0.910448,0.571429,FALSE
4,13,0,41,0.8125,0.583333,FALSE
5,31,0,223,0,0.555556,FALSE
10,2,1,2,0,0.666667,FALSE
8,1,1,1,0,1,FALSE
2,4,1,11,0.666667,0.666667,FALSE
10,2,1,2,0,0.666667,FALSE
5,9,4,29,0,0.5,FALSE
2,8,2,24,0,0.5,FALSE
11,12,0,45,0,0.333333,FALSE
20,71,20,476,0.631579,0.296296,FALSE
5,5,0,12,0.991935,1,FALSE
7,23,7,121,0.847222,0.708333,FALSE
3,6,2,48,0.833333,0.666667,FALSE
9,21,5,141,0,0.3125,FALSE
2,4,1,11,0.666667,0.666667,FALSE
8,18,4,114,0.272727,0.444444,FALSE
3,6,2,48,0.833333,0.666667,FALSE
5,20,4,110,0.583333,0.333333,FALSE
8,8,5,8,0,0.458333,FALSE
4,6,0,6,0,0.75,FALSE
16,59,15,354,0.752941,0.162879,FALSE
11,22,0,101,0,0.416667,FALSE
9,21,5,141,0,0.3125,FALSE
13,5,2,5,0,0.666667,FALSE
5,31,0,223,0,0.555556,FALSE
2,22,0,97,0,0.4,FALSE
5,32,5,222,0.416667,0.4,FALSE
5,32,5,222,0.416667,0.4,FALSE
16,52,0,336,0.740741,0.46875,FALSE
6,11,2,41,0,0.466667,FALSE
9,4,0,4,0,0.75,FALSE
9,4,0,4,0,0.75,FALSE
16,74,12,610,0,0.147826,FALSE
6,31,0,133,0,0.333333,FALSE
5,41,3,173,0,0.466667,FALSE
20,71,20,476,0.631579,0.296296,FALSE
2,19,1,97,0,0.285714,FALSE
41,17,0,148,0,0.407407,FALSE
26,8,3,8,0,1,FALSE
3,6,2,48,0.833333,0.666667,FALSE
5,24,5,140,0.880435,0.25,FALSE
6,10,5,27,0.714286,0.5,FALSE
9,21,5,141,0,0.3125,FALSE
6,11,2,41,0,0.466667,FALSE
8,1,0,1,0,1,FALSE
7,26,7,138,0.890909,0.357143,FALSE
13,34,11,152,0.977011,1,FALSE
6,5,3,12,0.994118,1,FALSE
6,22,1,145,0,0.541667,FALSE
20,71,20,476,0.631579,0.296296,FALSE
2,22,0,97,0,0.4,FALSE
41,17,0,148,0,0.407407,FALSE
6,7,3,28,0,0.444444,FALSE
5,5,4,22,0.933333,0.625,FALSE
52,8,3,8,0,1,FALSE
2,4,1,11,0.666667,0.666667,FALSE
4,16,1,130,0,0.45,FALSE
4,21,0,144,0.636364,0.533333,FALSE
1,4,0,14,0,0.666667,FALSE
4,1,1,1,0,1,FALSE
5,31,0,223,0,0.555556,FALSE
22,2,0,2,0,0.75,FALSE
8,36,6,214,0,0.25,FALSE
4,2,3,4,0,1,FALSE
37,20,6,20,0,0.3625,FALSE
4,16,1,130,0,0.45,FALSE
5,8,0,20,1,0.666667,FALSE
41,17,0,148,0,0.407407,FALSE
4,2,3,4,0,1,FALSE
29,103,29,1168,0,0.285714,FALSE
2,15,0,95,0,0.727273,FALSE
6,11,2,41,0,0.466667,FALSE
5,5,0,12,0.991935,1,FALSE
4,21,0,144,0.636364,0.533333,FALSE
3,9,0,27,0.777778,0.833333,FALSE
28,7,2,7,0,1,FALSE
4,2,3,9,1,1,FALSE
6,11,2,41,0,0.466667,FALSE
3,20,0,61,0.963768,0.833333,FALSE
12,51,10,451,0.717647,0.35,TRUE
14,4,0,4,0,1,TRUE
5,22,3,138,0,0.5,TRUE
12,51,10,451,0.717647,0.35,TRUE
14,4,0,4,0,1,TRUE
4,19,3,82,0,0.31746,TRUE
18,52,18,489,0,0.25,TRUE
8,42,7,329,0,0.263158,TRUE
4,19,3,82,0,0.31746,TRUE
14,58,13,478,0,0.307692,TRUE
8,51,8,255,0.777778,0.366667,TRUE
16,103,0,824,0.663366,0.314286,TRUE
14,58,13,478,0,0.307692,TRUE
16,103,0,824,0.663366,0.314286,TRUE
6,33,0,179,0,0.444444,TRUE
14,4,0,4,0,1,TRUE
6,37,4,172,0,0.666667,TRUE
4,19,3,82,0,0.31746,TRUE
5,5,3,9,0,0.666667,TRUE
14,4,0,4,0,1,TRUE
4,14,3,89,0.714286,0.444444,TRUE
8,42,7,329,0,0.263158,TRUE
8,6,2,6,0,1,TRUE
32,104,29,955,0,0.3125,TRUE
32,104,29,955,0,0.3125,TRUE
12,51,10,451,0.717647,0.35,TRUE
32,104,29,955,0,0.3125,TRUE
8,51,8,255,0.777778,0.366667,TRUE
4,14,3,89,0.714286,0.444444,TRUE
12,55,12,320,0.592593,0.212963,TRUE
5,5,3,9,0,0.666667,TRUE
6,14,1,105,0,0.311111,TRUE
6,63,6,435,0.809524,0.4,TRUE
6,33,0,179,0,0.444444,TRUE
12,51,10,451,0.717647,0.35,TRUE
8,6,2,6,0,1,TRUE
16,103,0,824,0.663366,0.314286,TRUE
16,103,0,824,0.663366,0.314286,TRUE
6,63,6,435,0.809524,0.4,TRUE
6,63,6,435,0.809524,0.4,TRUE
12,51,10,451,0.717647,0.35,TRUE
18,52,18,489,0,0.25,TRUE
12,55,12,320,0.592593,0.212963,TRUE
4,19,3,82,0,0.31746,TRUE
14,58,13,478,0,0.307692,TRUE
6,14,1,105,0,0.311111,TRUE
32,104,29,955,0,0.3125,TRUE
5,79,0,948,0,0.292857,TRUE
6,63,6,435,0.809524,0.4,TRUE
5,79,0,948,0,0.292857,TRUE
32,104,29,955,0,0.3125,TRUE
32,104,29,955,0,0.3125,TRUE
12,55,12,320,0.592593,0.212963,TRUE
15,68,14,472,0.676471,0.180124,TRUE
4,14,3,89,0.714286,0.444444,TRUE
8,42,7,329,0,0.263158,TRUE
6,33,4,229,0,0.48,TRUE
5,5,3,9,0,0.666667,TRUE
5,22,3,138,0,0.5,TRUE
14,4,0,4,0,1,TRUE
14,4,0,4,0,1,TRUE
15,68,14,472,0.676471,0.180124,TRUE
4,14,3,89,0.714286,0.444444,TRUE
16,103,0,824,0.663366,0.314286,TRUE
32,104,29,955,0,0.3125,TRUE
8,51,8,255,0.777778,0.366667,TRUE
4,14,3,89,0.714286,0.444444,TRUE
6,33,0,179,0,0.444444,TRUE
6,33,0,179,0,0.444444,TRUE
6,63,6,435,0.809524,0.4,TRUE
12,55,12,320,0.592593,0.212963,TRUE
18,52,18,489,0,0.25,TRUE
18,52,18,489,0,0.25,TRUE
12,51,10,451,0.717647,0.35,TRUE
6,63,6,435,0.809524,0.4,TRUE
12,55,12,320,0.592593,0.212963,TRUE
8,42,7,329,0,0.263158,TRUE
4,14,3,89,0.714286,0.444444,TRUE
5,22,3,138,0,0.5,TRUE
4,19,3,82,0,0.31746,TRUE
14,58,13,478,0,0.307692,TRUE
16,103,0,824,0.663366,0.314286,TRUE
11,78,10,564,0.642105,0.371429,TRUE
6,33,0,179,0,0.444444,TRUE
16,103,0,824,0.663366,0.314286,TRUE
12,51,10,451,0.717647,0.35,TRUE
6,37,4,172,0,0.666667,TRUE
8,51,8,255,0.777778,0.366667,TRUE
12,51,10,451,0.717647,0.35,TRUE
7,17,4,69,0,0.28,TRUE
8,6,2,6,0,1,TRUE
7,17,4,69,0,0.28,TRUE
6,14,1,105,0,0.311111,TRUE
4,14,3,89,0.714286,0.444444,TRUE
