@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z144.0

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-37,59,TRUE
0,-6,90,TRUE
0,-25,81,TRUE
0,-1,27,TRUE
95,17,39,TRUE
52,8,44,TRUE
0,-10,34,TRUE
0,-25,46,TRUE
0,-28,81,TRUE
0,-37,59,TRUE
0,-24,39,TRUE
0,-7,88,TRUE
0,-5,19,TRUE
91,24,70,TRUE
0,-25,61,TRUE
0,-7,61,TRUE
20,9,56,TRUE
28,26,16,TRUE
20,9,38,TRUE
52,9,9,TRUE
47,7,34,TRUE
52,8,44,TRUE
28,26,16,TRUE
0,27,56,TRUE
23,24,23,TRUE
0,-24,44,TRUE
9,25,25,TRUE
95,17,39,TRUE
46,8,17,TRUE
0,-37,59,TRUE
0,-10,34,TRUE
0,-6,46,TRUE
0,-24,39,TRUE
87,10,86,TRUE
0,0,78,TRUE
0,-28,52,TRUE
0,0,56,TRUE
26,6,33,TRUE
0,-6,46,TRUE
0,44,137,TRUE
0,-24,39,TRUE
91,24,70,TRUE
0,-28,81,TRUE
0,-6,90,TRUE
9,25,25,TRUE
0,-7,81,TRUE
12,9,28,TRUE
0,-28,121,TRUE
0,44,137,TRUE
39,26,49,TRUE
0,-37,59,TRUE
38,27,63,TRUE
35,45,13,TRUE
33,8,32,TRUE
6,7,28,TRUE
0,0,35,TRUE
0,-8,57,TRUE
35,45,13,TRUE
3,45,21,TRUE
0,-7,22,TRUE
0,-6,44,TRUE
29,6,29,TRUE
35,7,43,TRUE
0,44,137,TRUE
39,26,49,TRUE
87,10,86,TRUE
38,45,10,TRUE
0,-23,28,TRUE
0,0,25,TRUE
47,7,34,TRUE
0,-6,46,TRUE
26,6,33,TRUE
0,-10,111,TRUE
49,24,33,TRUE
0,-25,81,TRUE
0,0,192,TRUE
0,-28,52,TRUE
39,26,49,TRUE
0,27,56,TRUE
8,23,41,TRUE
0,-28,121,TRUE
0,-5,19,TRUE
10,45,78,TRUE
0,-7,55,TRUE
0,20,51,TRUE
0,-28,121,TRUE
6,7,28,TRUE
0,0,78,TRUE
0,0,78,TRUE
0,0,25,TRUE
0,0,35,TRUE
38,45,10,TRUE
0,-39,42,TRUE
8,23,41,TRUE
52,9,9,TRUE
0,25,43,TRUE
0,-6,39,TRUE
0,-6,46,TRUE
0,0,56,TRUE
52,9,9,TRUE
52,8,44,TRUE
0,25,43,TRUE
35,45,13,TRUE
39,26,49,TRUE
0,0,35,TRUE
88,24,26,TRUE
23,24,23,TRUE
38,45,10,TRUE
0,-10,121,TRUE
0,-6,90,TRUE
38,18,25,TRUE
2,25,28,TRUE
0,-6,39,TRUE
95,17,39,TRUE
23,27,23,TRUE
0,-7,40,TRUE
0,-8,126,TRUE
0,27,56,TRUE
19,6,22,TRUE
0,-6,28,TRUE
12,9,28,TRUE
0,25,43,TRUE
20,9,38,TRUE
0,27,56,TRUE
2,2,51,TRUE
0,-28,121,TRUE
0,-19,59,TRUE
49,24,33,TRUE
0,-19,59,TRUE
38,45,10,TRUE
52,8,44,TRUE
10,45,78,TRUE
0,-6,44,TRUE
46,8,17,TRUE
0,44,137,TRUE
0,-7,88,TRUE
47,7,34,TRUE
0,-8,126,TRUE
0,27,38,TRUE
9,25,25,TRUE
0,-24,39,TRUE
2,2,51,TRUE
38,27,63,TRUE
0,27,56,TRUE
0,-7,120,TRUE
0,-6,44,TRUE
0,-28,48,TRUE
0,-5,84,TRUE
0,-10,38,TRUE
0,-7,88,TRUE
0,-6,46,TRUE
0,-8,126,TRUE
0,-7,88,TRUE
0,-7,46,TRUE
0,0,56,TRUE
3,6,55,TRUE
47,7,34,TRUE
49,24,33,TRUE
0,-39,42,TRUE
0,-7,40,TRUE
0,-6,28,TRUE
0,-25,46,TRUE
0,-10,111,TRUE
46,8,17,TRUE
38,27,63,TRUE
52,8,44,TRUE
0,20,51,TRUE
49,24,33,TRUE
0,-10,111,TRUE
28,26,16,TRUE
0,-6,12,TRUE
0,-28,52,TRUE
0,-28,55,TRUE
0,25,43,TRUE
0,0,35,TRUE
23,24,23,TRUE
0,-10,38,TRUE
23,27,23,TRUE
0,-25,19,FALSE
0,-44,1279,FALSE
0,-63,20,FALSE
0,-45,20,FALSE
0,-39,53,FALSE
2,25,21,FALSE
0,-44,1279,FALSE
14,18,7,FALSE
7,45,7,FALSE
0,-7,35,FALSE
0,-62,1279,FALSE
0,-24,39,FALSE
19,18,2,FALSE
0,-6,29,FALSE
0,-62,652,FALSE
12,18,64,FALSE
0,-62,1279,FALSE
0,-7,19,FALSE
0,-28,53,FALSE
0,-5,149,FALSE
0,-25,48,FALSE
0,-23,42,FALSE
49,18,2,FALSE
0,-44,1279,FALSE
0,-45,45,FALSE
0,-11,49,FALSE
0,-62,649,FALSE
0,-40,5,FALSE
20,10,23,FALSE
0,-16,50,FALSE
19,18,2,FALSE
0,-39,100,FALSE
0,-25,35,FALSE
0,-62,689,FALSE
6,43,10,FALSE
0,-16,50,FALSE
15,44,9,FALSE
3,27,15,FALSE
0,-39,53,FALSE
8,18,13,FALSE
0,-63,23,FALSE
0,-10,36,FALSE
0,-44,1279,FALSE
0,0,44,FALSE
0,-62,1279,FALSE
0,-38,149,FALSE
22,9,71,FALSE
0,-62,1279,FALSE
0,-62,1279,FALSE
0,-63,45,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
0,-7,53,FALSE
6,43,10,FALSE
20,10,23,FALSE
0,-62,693,FALSE
2,9,7,FALSE
16,26,15,FALSE
0,-6,60,FALSE
0,-7,53,FALSE
0,-11,26,FALSE
0,-11,57,FALSE
0,-62,1279,FALSE
0,-44,652,FALSE
0,-44,1279,FALSE
0,-10,29,FALSE
0,-44,1279,FALSE
0,-10,55,FALSE
36,13,13,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
0,-28,36,FALSE
0,-39,3,FALSE
22,9,71,FALSE
0,-4,53,FALSE
0,-29,94,FALSE
0,-62,1279,FALSE
0,-16,15,FALSE
0,-11,83,FALSE
0,-89,9,FALSE
0,25,29,FALSE
0,-11,83,FALSE
1,9,7,FALSE
13,8,16,FALSE
0,-39,100,FALSE
0,-5,103,FALSE
0,-6,21,FALSE
0,-62,1279,FALSE
0,-26,56,FALSE
12,18,64,FALSE
0,-5,103,FALSE
0,-20,92,FALSE
0,-22,5,FALSE
12,18,64,FALSE
0,0,37,FALSE
0,-25,48,FALSE
0,-23,37,FALSE
5,8,31,FALSE
32,12,20,FALSE
0,27,7,FALSE
0,-24,43,FALSE
0,-25,61,FALSE
9,26,17,FALSE
0,-7,61,FALSE
20,10,23,FALSE
0,-24,39,FALSE
18,9,42,FALSE
0,-63,54,FALSE
30,9,17,FALSE
0,-6,39,FALSE
15,44,9,FALSE
0,-23,35,FALSE
0,-62,1279,FALSE
0,-10,29,FALSE
0,0,37,FALSE
0,-21,17,FALSE
0,-24,43,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
0,-44,1279,FALSE
0,27,7,FALSE
0,-25,22,FALSE
0,-16,24,FALSE
14,18,7,FALSE
0,-6,39,FALSE
20,11,12,FALSE
0,-16,15,FALSE
0,-45,44,FALSE
0,-41,2,FALSE
0,-4,15,FALSE
13,8,16,FALSE
0,-21,20,FALSE
0,-10,36,FALSE
0,-5,17,FALSE
0,-21,17,FALSE
31,27,32,FALSE
18,9,22,FALSE
0,45,7,FALSE
4,7,21,FALSE
0,25,29,FALSE
0,-45,44,FALSE
0,-11,57,FALSE
0,-6,39,FALSE
0,-45,20,FALSE
0,-62,1279,FALSE
0,45,7,FALSE
5,9,11,FALSE
12,9,23,FALSE
29,27,14,FALSE
0,-44,1279,FALSE
0,-63,45,FALSE
0,26,58,FALSE
0,-26,56,FALSE
0,-11,57,FALSE
0,-62,1279,FALSE
0,-5,44,FALSE
0,-21,53,FALSE
0,-26,56,FALSE
0,-24,21,FALSE
0,-39,35,FALSE
0,-17,5,FALSE
0,45,7,FALSE
0,-10,62,FALSE
12,18,64,FALSE
0,45,7,FALSE
0,-62,1279,FALSE
0,-24,89,FALSE
5,8,31,FALSE
36,13,13,FALSE
0,-62,1279,FALSE
0,-25,48,FALSE
20,11,12,FALSE
0,-45,20,FALSE
21,12,30,FALSE
0,-41,2,FALSE
3,27,15,FALSE
0,-37,31,FALSE
0,-24,89,FALSE
8,9,16,FALSE
15,7,40,FALSE
49,18,2,FALSE
0,-16,50,FALSE
0,-4,15,FALSE
0,-6,29,FALSE
0,-39,20,FALSE
0,-22,22,FALSE
0,-44,652,FALSE
0,-3,36,FALSE
0,-20,21,FALSE
39,18,9,FALSE
0,-16,15,FALSE
0,-44,1279,FALSE
0,0,57,FALSE
0,-44,1279,FALSE
33,10,51,FALSE
0,-16,24,FALSE
0,-39,53,FALSE
0,-39,35,FALSE
0,-39,53,FALSE
0,-44,1279,FALSE
29,27,14,FALSE
0,-4,15,FALSE
0,-10,29,FALSE
0,-44,1279,FALSE
0,-44,1279,FALSE
0,-44,1279,FALSE
33,10,51,FALSE
0,45,7,FALSE
0,-6,60,FALSE
0,-62,1279,FALSE
0,-45,44,FALSE
0,-7,48,FALSE
15,45,17,FALSE
9,26,17,FALSE
0,-44,1279,FALSE
0,-62,693,FALSE
0,-62,650,FALSE
9,26,17,FALSE
29,24,15,FALSE
33,10,51,FALSE
8,18,13,FALSE
0,-5,149,FALSE
0,-25,19,FALSE
0,-24,39,FALSE
0,-11,57,FALSE
0,-25,35,FALSE
0,-7,35,FALSE
0,-28,53,FALSE
0,-44,650,FALSE
0,-62,693,FALSE
0,-24,89,FALSE
18,27,21,FALSE
29,9,7,FALSE
9,27,12,FALSE
0,-10,29,FALSE
18,9,22,FALSE
3,27,15,FALSE
0,-38,92,FALSE
0,0,37,FALSE
0,-89,9,FALSE
0,-39,100,FALSE
0,-62,1279,FALSE
15,45,17,FALSE
0,-44,680,FALSE
0,-2,12,FALSE
0,-21,20,FALSE
0,-3,53,FALSE
4,27,7,FALSE
0,-10,29,FALSE
0,-28,53,FALSE
0,-10,62,FALSE
0,-41,2,FALSE
