@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
16,77,69,16,10,0.826531,504,0,0.233333,32.133333,FALSE
5,37,4,5,2,0.5,250,0,0.5,48.8,FALSE
4,22,0,4,6,0.428571,169,0,0.625,19.875,FALSE
9,20,1,8,2,2,132,0,1,65,FALSE
2,15,0,0,3,0.166667,100,0,0.666667,31.333333,FALSE
13,25,0,9,7,0.458333,201,2,0.392857,27.142857,FALSE
3,22,44,2,5,0.805195,156,1,0.261905,11.416667,FALSE
6,33,65,6,14,0.910256,404,1,0.595238,27,FALSE
2,1,0,1,1,2,1,0,1,0,FALSE
3,9,3,2,2,2,43,0,0.666667,13.333333,FALSE
5,13,0,1,5,0,69,0,0.533333,12.6,FALSE
2,6,0,2,4,0.333333,19,0,0.625,3.5,FALSE
6,37,0,5,7,0.69697,308,0,0.3,24.166667,FALSE
14,23,68,2,12,0.697917,308,0,0.708333,22.076923,FALSE
13,25,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
3,22,0,1,6,0.555556,112,0,0.47619,14.571429,FALSE
22,24,19,4,5,0.666667,146,1,0.266667,13.3,FALSE
5,32,70,2,9,0.833333,158,1,0.083333,10.846154,FALSE
5,14,91,0,14,2,14,0,0.271429,0,FALSE
39,96,0,28,40,0,328,1,0.073413,6.785714,FALSE
10,59,103,5,14,0.77451,466,0,0.3,24.555556,FALSE
5,53,0,4,9,0.819444,396,1,0.238095,42,FALSE
2,5,6,1,4,2,16,0,0.875,3,FALSE
8,33,28,8,6,0.8125,163,0,0.4,16.888889,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
12,38,3,11,2,1.5,182,0,0.833333,59.333333,FALSE
11,23,1,7,5,0.8,95,2,0.6,14.333333,FALSE
3,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
4,39,22,3,6,0.785714,377,0,0.166667,45.875,FALSE
4,24,5,4,5,0.733333,153,0,0.5,24,FALSE
12,22,3,10,2,1.5,72,0,1,22.666667,FALSE
3,13,1,2,2,2,48,0,0.75,23,FALSE
11,38,1,7,11,0.84,391,0,0.215909,33.636364,FALSE
2,52,19,2,2,0.944444,412,0,0.166667,57.428571,FALSE
3,19,8,1,9,0.53125,119,0,0.518519,11.777778,FALSE
59,7,0,1,5,0,33,1,0.45,5.4,FALSE
9,26,0,4,7,0.666667,263,0,0.342857,36,FALSE
16,21,23,2,5,0.666667,149,1,0.228571,13.7,FALSE
2,29,0,2,5,0.64,1260,0,0.555556,208.166667,FALSE
2,7,4,0,0,0.5,39,0,0.7,6.2,FALSE
10,5,10,0,5,2,5,0,0.533333,0,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
19,74,741,13,40,0.94835,550,4,0.210884,11.690476,FALSE
5,19,1,4,5,0.52381,285,0,0.47619,38.714286,FALSE
3,37,41,2,14,0.696429,437,1,0.311111,27.333333,FALSE
9,23,1,8,2,2,204,0,1,101,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
30,46,65,3,17,0.416667,448,0,0.289474,22.473684,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
1,18,0,1,1,1.242424,274,0,0.5,79.333333,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
9,25,1,2,3,0,277,1,0.666667,91,FALSE
12,37,32,12,12,0.858586,310,1,0.458333,24.083333,FALSE
4,13,78,0,13,2,13,0,0.326923,0,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
3,14,5,1,4,0.8,131,0,0.2,20.166667,FALSE
3,16,0,3,4,0.333333,59,0,0.875,13.5,FALSE
9,92,129,9,16,0.849817,837,3,0.309091,36.454545,TRUE
19,66,112,8,19,0.8,502,1,0.180952,22.380952,TRUE
5,22,6,1,6,0.678571,185,0,0.625,21.125,TRUE
14,35,11,13,8,0.711111,216,1,0.32,20.1,TRUE
7,15,3,6,1,2,112,0,0.444444,36.333333,TRUE
7,19,3,6,2,1,96,0,0.5,30.666667,TRUE
9,47,48,8,21,0.68,277,4,0.309524,11.952381,TRUE
8,52,119,8,9,0.869048,523,2,0.169591,25.789474,TRUE
31,85,218,20,18,0.776812,708,6,0.13834,27.875,TRUE
7,34,0,7,8,0.75,298,0,0.592593,31.666667,TRUE
9,1,0,1,1,2,1,0,1,0,TRUE
5,12,0,5,4,0.333333,48,0,0.75,10.75,TRUE
14,45,25,10,16,0.488889,458,0,0.298246,22.578947,TRUE
17,73,151,15,14,0.848485,618,0,0.221591,26.590909,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
19,93,317,19,23,0.912972,949,5,0.238095,29.933333,TRUE
10,82,184,9,10,0.683333,719,2,0.22619,33.095238,TRUE
18,89,219,18,18,0.896842,881,4,0.221154,32.153846,TRUE
11,18,0,10,9,0.583333,78,1,0.161538,4.846154,TRUE
17,83,11,17,9,0.916667,671,2,0.25,58.909091,TRUE
8,28,0,8,6,0.678571,128,1,0.5,14.5,TRUE
