@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.55844156-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,2,1,1,3,15,0,1,FALSE
3,0,12,0,1,5,130,1,2,FALSE
1,0,4,3,0,3,18,0,1,FALSE
1,3,8,46,6,8,102,0,2,FALSE
1,0,6,516,5,41,507,0,1,FALSE
5,0,2,0,1,2,25,0,1,FALSE
1,0,7,35,2,7,380,0,5,FALSE
1,0,1,6,0,4,36,0,2,FALSE
1,0,10,15,1,1,112,2,4,FALSE
1,0,4,0,1,3,31,0,1,FALSE
3,0,5,3,0,5,141,2,3,FALSE
0,0,16,74,2,9,223,0,2,FALSE
4,0,15,15,4,5,69,0,1,FALSE
1,0,2,0,1,8,146,0,4,FALSE
2,0,6,0,2,2,14,0,1,FALSE
1,1,10,23,3,3,107,0,1,FALSE
3,0,5,1,1,1,9,1,1,FALSE
4,0,18,22,4,7,141,0,1,FALSE
1,0,2,1,1,2,2,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
3,0,4,3,1,2,23,2,1,FALSE
1,0,27,7,3,3,198,0,1,FALSE
1,0,10,0,10,1,1,0,1,FALSE
0,0,16,0,1,2,154,0,6,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,13,131,9,16,144,0,2,FALSE
1,0,2,1,2,2,2,0,1,FALSE
5,1,3,0,1,1,44,1,2,FALSE
3,0,10,0,2,2,88,1,1,FALSE
1,0,3,1,1,1,88,0,5,FALSE
1,0,272,210,270,21,21,0,1,TRUE
3,0,7,3,1,3,31,0,1,TRUE
1,1,4,1,2,2,5,0,1,TRUE
3,0,18,263,11,24,278,2,3,TRUE
4,0,9,0,3,9,94,3,1,TRUE
2,0,11,25,3,8,73,0,1,TRUE
4,0,9,73,1,13,236,15,6,TRUE
1,0,4,3,1,3,21,0,1,TRUE
1,0,2,5,2,5,166,0,1,TRUE
4,0,4,7,1,9,120,2,1,TRUE
3,0,2,1,1,3,15,0,1,TRUE
2,0,11,26,3,6,57,0,1,TRUE
1,0,23,48,1,5,614,0,8,TRUE
1,0,17,864,8,38,523,0,4,TRUE
5,0,5,6,3,3,67,0,2,TRUE
2,0,2,4,1,4,24,2,1,TRUE
1,0,12,3,11,3,3,0,1,TRUE
3,0,10,8,2,4,61,1,3,TRUE
2,0,6,4,1,3,50,0,1,TRUE
2,0,21,916,8,38,461,1,5,TRUE
2,1,16,68,2,11,537,1,12,TRUE
1,0,10,0,2,2,49,0,1,TRUE
3,0,9,6,6,4,25,2,1,TRUE
1,0,6,1,5,2,2,0,1,TRUE
1,0,10,1,1,2,157,0,6,TRUE
1,0,28,0,28,1,1,0,1,TRUE
2,0,1,3,0,3,12,2,1,TRUE
1,3,12,41,10,10,91,0,1,TRUE
1,0,7,1116,2,47,729,0,2,TRUE
3,0,20,151,5,15,401,1,10,TRUE
1,0,6,4,1,2,121,0,6,TRUE
3,0,8,4,1,9,92,2,2,TRUE
1,0,111,253,105,23,23,0,1,TRUE
2,0,4,0,1,5,68,5,3,TRUE
4,0,2,0,1,1,5,0,0,TRUE
2,1,9,4,4,6,103,5,3,TRUE
1,2,6,15,2,5,50,0,2,TRUE
2,0,7,14,1,7,101,0,1,TRUE
3,0,4,30,1,9,50,5,1,TRUE
1,0,39,231,24,21,358,0,4,TRUE
4,0,14,151,3,11,603,1,15,TRUE
4,6,8,0,6,2,23,0,1,TRUE
3,2,5,3,3,2,17,1,1,TRUE
1,0,9,1,4,3,26,0,1,TRUE
1,0,9,15,8,5,102,0,5,TRUE
3,0,22,814,7,39,555,2,7,TRUE
1,0,25,22,22,6,176,0,1,TRUE
2,0,8,3,2,2,165,3,15,TRUE
1,0,3,0,2,1,1,0,1,TRUE
1,0,5,20,1,7,94,0,4,TRUE
1,0,7,28,0,4,237,0,11,TRUE
1,0,2,1,1,2,121,0,13,TRUE
1,0,6,112,4,14,301,0,1,TRUE
1,0,3,66,2,11,112,0,1,TRUE
2,12,22,17,13,7,90,1,2,TRUE
3,0,5,318,1,29,342,3,1,TRUE
4,0,7,13,1,10,82,1,2,TRUE
1,0,8,2,1,2,131,0,3,TRUE
3,0,4,8,1,4,36,2,1,TRUE
1,0,7,0,2,4,31,0,1,TRUE
1,0,4,3,1,3,21,0,1,TRUE
1,13,31,100,24,16,167,0,3,TRUE
2,0,1,0,1,7,83,0,1,TRUE
1,0,9,85,1,10,242,0,5,TRUE
3,0,8,37,1,10,212,14,6,TRUE
1,0,12,349,9,24,292,0,1,TRUE
1,0,8,82,3,13,162,0,3,TRUE
1,0,6,1,4,2,7,0,1,TRUE
1,0,6,15,1,6,14,0,1,TRUE
1,0,11,105,10,14,214,0,4,TRUE
3,0,3,1,0,2,11,0,0,TRUE
2,0,5,1,1,1,9,1,1,TRUE
1,0,4,1,1,2,9,0,1,TRUE
2,0,1,3,0,3,12,2,1,TRUE
2,13,20,181,15,17,196,2,3,TRUE
4,0,14,52,7,10,91,5,2,TRUE
2,0,8,123,2,18,123,1,2,TRUE
3,0,8,21,2,4,66,0,2,TRUE
1,0,26,136,14,16,275,0,4,TRUE
1,0,3,1,1,2,54,0,6,TRUE
2,0,23,943,9,38,1056,0,6,TRUE
1,0,4,10,4,5,5,0,1,TRUE
1,0,11,45,1,9,52,0,1,TRUE
2,1,8,8,2,5,82,1,1,TRUE
2,2,12,56,2,11,257,1,2,TRUE
1,0,2,189,1,22,180,0,7,TRUE
1,0,16,3,11,3,47,0,5,TRUE
1,11,63,4361,28,86,1012,0,2,TRUE
3,0,9,4,0,1,62,1,4,TRUE
3,0,4,30,1,9,50,5,1,TRUE
1,1,15,46,7,16,444,0,8,TRUE
1,0,9,257,4,25,216,0,2,TRUE
1,2,4,0,2,4,28,0,1,TRUE
1,0,3,1,1,2,7,0,1,TRUE
2,0,16,218,3,20,275,4,4,TRUE
1,0,18,188,14,12,739,0,11,TRUE
