@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.55844156-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,1,3,0,1,221,0,1,FALSE
2,0,12,85,3,14,139,1,3,FALSE
1,0,13,26,2,6,162,0,3,FALSE
3,0,4,3,0,2,24,2,1,FALSE
3,0,4,1,0,1,18,2,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
3,0,8,19,2,5,59,1,2,FALSE
1,0,16,85,3,13,258,0,5,FALSE
1,0,17,0,17,1,1,0,1,FALSE
0,0,16,74,2,9,223,0,2,FALSE
1,0,0,6,0,5,24,0,1,FALSE
2,0,25,339,3,23,315,2,2,FALSE
2,0,5,4,4,2,45,1,1,FALSE
3,0,19,2,3,3,157,1,1,FALSE
1,3,3,0,3,4,31,0,1,FALSE
3,0,1,0,0,1,4,0,0,FALSE
1,0,4,1,1,3,47,0,2,FALSE
1,0,6,0,1,2,48,0,1,FALSE
3,0,4,0,1,3,28,1,1,FALSE
5,1,5,0,3,3,33,0,1,FALSE
2,0,7,46,0,11,83,0,2,FALSE
3,0,7,3,1,4,46,1,1,FALSE
2,0,16,30,5,9,89,1,1,FALSE
1,2,6,6,2,1,96,0,3,FALSE
3,0,6,3,0,2,21,0,1,FALSE
3,0,3,1,0,2,11,0,0,TRUE
1,0,3,0,2,1,1,0,1,TRUE
1,0,35,378,14,27,183,0,1,TRUE
4,0,14,72,3,7,396,1,10,TRUE
3,0,8,0,1,4,56,0,1,TRUE
2,2,12,83,2,12,297,1,2,TRUE
3,3,5,6,5,4,20,0,0,TRUE
1,0,5,20,1,7,94,0,4,TRUE
4,0,9,0,3,9,94,3,1,TRUE
1,0,11,230,0,22,316,0,3,TRUE
2,0,2,0,1,1,5,0,0,TRUE
1,0,31,100,5,7,741,0,10,TRUE
1,0,4,91,0,13,105,0,2,TRUE
1,0,9,825,4,35,785,0,1,TRUE
1,0,11,105,10,14,214,0,4,TRUE
4,0,18,291,3,24,303,3,2,TRUE
1,0,4,9,1,6,75,0,4,TRUE
1,0,9,85,1,10,242,0,5,TRUE
1,4,4,1,4,3,14,0,1,TRUE
1,0,3,1,1,2,7,0,1,TRUE
1,0,3,0,3,0,0,0,0,TRUE
2,0,7,0,3,1,12,0,0,TRUE
1,0,4,10,4,5,5,0,1,TRUE
4,0,2,0,1,2,20,0,1,TRUE
1,0,176,78,171,13,13,0,1,TRUE
3,0,8,2,1,3,122,0,3,TRUE
5,0,5,0,1,2,27,0,1,TRUE
4,0,4,7,1,9,120,2,1,TRUE
2,0,15,5,2,3,88,1,1,TRUE
2,0,1,3,0,3,12,2,1,TRUE
1,0,12,3,11,3,3,0,1,TRUE
4,0,7,10,1,5,41,3,1,TRUE
1,0,4,55,1,10,86,0,1,TRUE
1,0,4,1,1,2,9,0,1,TRUE
1,0,6,351,1,27,27,0,1,TRUE
3,0,5,14,1,7,118,2,3,TRUE
1,0,4,3,1,3,21,0,1,TRUE
1,0,2,1,1,1,22,0,3,TRUE
2,1,36,1166,4,38,993,1,7,TRUE
1,0,2,8,0,5,57,0,2,TRUE
1,2,10,39,4,8,108,0,2,TRUE
4,0,14,52,7,10,91,5,2,TRUE
1,0,0,1,0,2,2,0,1,TRUE
2,0,13,4,12,2,89,1,1,TRUE
1,13,31,100,24,16,167,0,3,TRUE
4,0,6,0,1,4,85,2,1,TRUE
3,0,8,37,1,10,212,14,6,TRUE
3,0,9,14,1,5,295,0,5,TRUE
1,1,7,79,2,12,118,0,3,TRUE
4,0,2,0,1,1,5,0,0,TRUE
3,0,5,3,0,5,141,2,3,TRUE
3,0,15,39,4,5,177,0,5,TRUE
2,0,10,0,1,3,224,1,2,TRUE
2,6,27,30,13,20,207,3,2,TRUE
1,0,3,0,1,2,12,0,1,TRUE
5,0,4,0,1,3,37,0,1,TRUE
2,0,23,161,14,20,295,6,3,TRUE
2,1,50,1723,12,48,1182,1,7,TRUE
2,0,1,0,1,7,83,0,1,TRUE
1,0,16,3,11,3,47,0,5,TRUE
3,0,5,6,1,4,25,2,1,TRUE
1,0,18,0,18,1,1,0,1,TRUE
1,31,35,49,33,7,200,0,3,TRUE
1,0,66,78,66,13,13,0,1,TRUE
2,1,16,68,2,11,537,1,12,TRUE
3,0,8,26,1,13,161,2,5,TRUE
1,0,10,171,8,12,720,0,11,TRUE
2,1,7,0,1,7,66,1,1,TRUE
1,0,4,1,2,2,2,0,1,TRUE
2,1,9,4,4,6,103,5,3,TRUE
2,0,16,66,2,8,236,1,2,TRUE
2,0,11,15,4,6,44,0,1,TRUE
2,0,5,1,1,1,9,1,1,TRUE
3,0,22,145,6,16,434,1,13,TRUE
3,0,20,151,5,15,401,1,10,TRUE
1,0,8,74,3,12,154,0,3,TRUE
2,0,4,31,1,14,140,4,1,TRUE
1,0,8,1,6,2,2,0,1,TRUE
3,0,18,210,5,20,280,2,4,TRUE
3,0,8,10,2,5,46,2,1,TRUE
1,0,9,1,4,3,26,0,1,TRUE
1,0,7,0,2,4,31,0,1,TRUE
1,0,4,10,4,5,5,0,1,TRUE
4,0,9,21,3,7,45,4,1,TRUE
1,0,7,4,5,5,57,0,1,TRUE
1,0,4,3,1,3,21,0,1,TRUE
2,10,15,9,11,5,68,5,3,TRUE
2,0,3,6,1,4,14,4,1,TRUE
3,0,9,15,3,6,42,3,1,TRUE
3,0,8,0,2,1,161,1,6,TRUE
1,0,4,1,4,2,2,0,1,TRUE
3,0,21,598,8,34,335,1,6,TRUE
1,0,39,231,24,21,358,0,4,TRUE
1,0,3,3,1,3,14,0,1,TRUE
1,0,9,112,5,14,273,0,1,TRUE
1,1,15,407,1,27,251,0,2,TRUE
