@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.55844156-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,23,161,14,20,295,6,3,TRUE
2,0,7,1,0,2,48,1,4,TRUE
2,0,1,3,0,3,12,2,1,TRUE
1,0,109,697,105,36,923,0,8,TRUE
1,0,8,2,1,2,131,0,3,TRUE
2,2,18,42,7,8,340,1,2,TRUE
2,0,13,4,12,2,89,1,1,TRUE
1,0,149,300,141,25,25,0,1,TRUE
5,0,3,0,1,2,21,0,1,TRUE
1,0,6,15,1,6,14,0,1,TRUE
3,0,8,10,2,5,36,2,1,TRUE
1,3,12,21,3,6,151,0,1,TRUE
2,0,21,916,8,38,461,1,5,TRUE
1,0,10,1,6,1,23,0,1,TRUE
3,0,4,35,1,10,62,5,1,TRUE
2,1,9,4,4,6,103,5,3,TRUE
1,0,4,10,4,5,5,0,1,TRUE
1,0,0,1,0,2,2,0,1,TRUE
3,0,5,318,1,29,342,3,1,TRUE
4,0,4,5,0,1,99,2,2,TRUE
4,0,8,15,2,6,39,3,1,TRUE
1,1,15,46,7,16,444,0,8,TRUE
2,13,20,181,15,17,196,2,3,TRUE
1,0,4,1,2,2,2,0,1,TRUE
4,0,14,151,3,11,603,1,15,TRUE
2,0,11,0,2,3,115,2,2,TRUE
1,0,10,171,8,12,720,0,11,TRUE
2,0,8,3,2,2,165,3,15,TRUE
5,0,5,0,1,2,27,0,1,TRUE
3,0,6,61,1,14,168,2,2,TRUE
4,0,6,3,3,3,12,2,1,TRUE
2,0,7,0,3,15,315,1,3,TRUE
1,0,176,78,171,13,13,0,1,TRUE
1,0,3,1,1,2,7,0,1,TRUE
1,0,3,0,3,0,0,0,0,TRUE
2,0,11,15,4,6,44,0,1,TRUE
1,0,14,66,1,11,74,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
1,0,1,0,0,1,1,0,1,TRUE
1,0,4,9,0,5,41,0,2,TRUE
3,0,12,6,3,5,111,0,4,TRUE
5,0,3,0,1,3,33,0,1,TRUE
1,0,4,1,1,2,9,0,1,TRUE
1,0,12,349,9,24,292,0,1,TRUE
1,0,20,6,1,8,147,0,2,TRUE
4,0,7,10,1,5,41,3,1,TRUE
1,0,4,91,0,13,105,0,2,TRUE
2,0,5,1,1,1,9,1,1,TRUE
4,15,49,6,49,4,21,0,0,TRUE
3,0,9,14,1,5,295,0,5,TRUE
1,0,2,5,2,5,166,0,1,TRUE
1,0,19,3,17,3,3,0,1,TRUE
1,0,31,100,5,7,741,0,10,TRUE
