@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z157.8378378

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,4,1,2,2,2,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
1,0,389,325,387,26,26,0,1,TRUE
3,0,8,10,2,5,36,2,1,TRUE
2,0,6,4,1,3,50,0,1,TRUE
1,0,4,1,1,2,9,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
2,0,6,4,1,3,50,0,1,TRUE
2,6,27,30,13,20,207,3,2,TRUE
4,0,9,6,4,4,47,0,4,TRUE
2,7,17,31,11,6,156,0,3,TRUE
3,0,8,10,2,5,36,2,1,TRUE
1,0,8,43,4,11,163,0,4,TRUE
2,0,9,0,1,3,84,1,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
3,0,6,0,1,2,24,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
2,17,27,17,18,7,90,1,2,TRUE
3,0,6,0,1,2,24,0,1,TRUE
5,0,1,0,0,3,33,0,1,TRUE
2,0,6,4,1,3,50,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
3,0,8,10,2,5,36,2,1,TRUE
1,0,8,1,6,2,2,0,1,TRUE
4,0,9,6,4,4,47,0,4,TRUE
1,0,4,1,2,2,2,0,1,TRUE
5,0,8,0,7,2,21,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
4,0,12,52,4,12,115,3,2,TRUE
1,0,4,3,1,3,21,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
2,0,13,0,2,5,142,1,3,TRUE
1,0,4,3,1,3,21,0,1,TRUE
3,0,6,0,1,2,24,0,1,TRUE
1,0,5,1,4,2,2,0,1,TRUE
1,0,8,1,6,2,2,0,1,TRUE
2,0,8,3,2,2,165,3,15,TRUE
3,0,8,10,2,5,36,2,1,TRUE
4,0,9,6,4,4,47,0,4,TRUE
1,0,6,3,0,3,41,0,2,TRUE
4,0,9,6,4,4,47,0,4,TRUE
1,0,389,325,387,26,26,0,1,TRUE
3,0,21,598,8,34,335,1,6,TRUE
1,0,8,43,4,11,163,0,4,TRUE
2,0,17,289,1,25,279,0,3,TRUE
1,0,8,43,4,11,163,0,4,TRUE
2,3,17,55,7,15,168,3,2,TRUE
2,0,17,289,1,25,279,0,3,TRUE
4,0,12,52,4,12,115,3,2,TRUE
3,0,8,1,2,2,31,0,2,TRUE
2,0,6,4,1,3,50,0,1,TRUE
2,6,27,30,13,20,207,3,2,TRUE
1,0,5,0,1,3,54,0,2,TRUE
1,0,6,3,0,3,41,0,2,TRUE
1,0,6,3,0,3,41,0,2,TRUE
1,0,389,325,387,26,26,0,1,TRUE
1,0,8,43,4,11,163,0,4,TRUE
2,0,23,943,9,38,1056,0,6,TRUE
2,0,23,943,9,38,1056,0,6,TRUE
1,0,5,0,1,3,54,0,2,TRUE
1,0,6,3,0,3,41,0,2,TRUE
2,0,8,3,2,2,165,3,15,TRUE
2,0,11,25,3,8,73,0,1,TRUE
1,0,5,0,1,3,54,0,2,TRUE
1,0,9,1,8,2,2,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
1,0,389,325,387,26,26,0,1,TRUE
1,0,9,1,8,2,2,0,1,TRUE
1,5,8,0,5,3,38,0,2,TRUE
4,0,12,52,4,12,115,3,2,TRUE
1,0,4,3,1,3,21,0,1,TRUE
1,5,8,0,5,3,38,0,2,TRUE
1,0,8,0,2,2,59,0,1,TRUE
2,0,8,3,2,2,165,3,15,TRUE
3,0,8,10,2,5,36,2,1,TRUE
1,0,5,1,1,5,160,0,14,TRUE
2,0,8,3,2,2,165,3,15,TRUE
3,0,21,598,8,34,335,1,6,TRUE
2,7,17,31,11,6,156,0,3,TRUE
2,0,13,0,2,5,142,1,3,TRUE
2,0,17,289,1,25,279,0,3,TRUE
2,17,27,17,18,7,90,1,2,TRUE
1,0,8,1,6,2,2,0,1,TRUE
2,0,11,25,3,8,73,0,1,TRUE
1,0,72,171,67,19,19,0,1,TRUE
3,0,21,598,8,34,335,1,6,TRUE
1,0,6,3,0,3,41,0,2,TRUE
1,0,8,43,4,11,163,0,4,TRUE
1,0,4,1,1,2,9,0,1,TRUE
1,0,4,1,2,2,2,0,1,TRUE
2,0,13,0,2,5,142,1,3,TRUE
2,6,27,30,13,20,207,3,2,TRUE
3,2,5,3,3,2,17,1,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
2,7,17,31,11,6,156,0,3,TRUE
1,0,8,0,2,2,59,0,1,TRUE
1,0,5,1,4,2,2,0,1,TRUE
4,0,9,6,4,4,47,0,4,TRUE
1,0,6,3,0,3,41,0,2,TRUE
1,0,4,3,1,3,21,0,1,TRUE
