@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,22,3,9,0,3.3333,FALSE
7,19,2,7,1,1,FALSE
22,21,4,9,1,2.25,FALSE
14,48,33,7,0.5,1.4,FALSE
10,23,13,10,0.333333,1.1667,FALSE
14,35,0,7,1,1.5,FALSE
11,28,8,10,1,1.8,FALSE
2,3,1,0,0,0,FALSE
8,11,1,6,1,0.3333,FALSE
10,16,3,10,0,1.6667,FALSE
5,5,1,4,0,0.5,FALSE
6,6,3,5,0,0.3333,FALSE
7,16,3,5,0,3.3333,FALSE
15,21,4,8,0.5,1,FALSE
10,41,20,9,0.666667,2.375,FALSE
15,39,7,14,0.666667,4.1667,FALSE
14,22,15,9,0,2.3333,FALSE
7,4,1,2,0,0.5,FALSE
6,16,2,6,1,2,FALSE
11,26,13,11,0.333333,1.3333,FALSE
56,47,1081,9,0,1,FALSE
10,27,0,8,1,2.6667,FALSE
12,31,6,12,0.666667,2.4,FALSE
43,7,21,1,0,1,FALSE
4,2,0,0,0,0,FALSE
6,8,1,4,0,1.5,FALSE
6,11,35,3,0.666667,0.9,FALSE
12,14,1,5,0,1.5,FALSE
2,4,0,1,1,0.6667,FALSE
9,36,11,7,0.833333,1.9,FALSE
8,27,35,5,1,1.5714,FALSE
12,73,67,12,1,2.4,FALSE
11,24,3,11,0,3,FALSE
5,9,4,5,1,0.5,FALSE
8,18,0,6,1,3,FALSE
7,15,3,7,0,1.3333,FALSE
6,26,0,3,1,4.2,FALSE
1,13,0,0,0,0.5,FALSE
10,2,1,2,0,1,FALSE
6,22,0,3,1,3,FALSE
14,30,0,12,1,4.75,FALSE
17,31,245,4,0.666667,1.3462,FALSE
13,24,13,13,0.333333,1.3333,FALSE
5,2,1,2,0,1,FALSE
8,19,9,1,1,1.2,FALSE
17,57,2,16,1,7.75,TRUE
13,26,0,6,1,1.4,TRUE
8,27,35,5,1,1.5714,TRUE
20,62,0,20,1,1.625,TRUE
7,16,4,6,1,1.5,TRUE
31,36,22,14,1,1.75,TRUE
17,39,30,16,0.75,1.3333,TRUE
14,58,100,12,1,2.0588,TRUE
8,47,13,8,0.5,1.5,TRUE
12,36,3,12,0.666667,3.7143,TRUE
12,14,0,12,1,2,TRUE
15,61,234,11,1,2.08,TRUE
10,44,47,8,0.7,2.6,TRUE
12,37,2,7,1,2.5833,TRUE
8,13,2,8,1,1,TRUE
26,63,20,26,1,1,TRUE
15,53,25,7,1,2.9,TRUE
13,35,20,13,1,1.5,TRUE
6,6,3,5,0,0.3333,TRUE
12,38,27,9,1,2,TRUE
20,51,0,16,1,6.4,TRUE
15,14,1,10,0,3.5,TRUE
13,26,2,11,1,3.5,TRUE
14,35,0,7,1,1.5,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
20,25,2,20,1,2.25,TRUE
31,107,104,29,0.833333,3.5,TRUE
8,8,4,7,1,0.75,TRUE
15,58,100,13,1,2.0588,TRUE
17,38,20,17,1,1.625,TRUE
10,32,3,10,1,4.3333,TRUE
18,52,37,15,1,2.0667,TRUE
9,17,13,8,1,0.8571,TRUE
26,77,99,26,1,2.6,TRUE
20,33,8,18,1,2,TRUE
71,45,13,21,1,2.1667,TRUE
28,84,99,28,1,2.6,TRUE
25,9,36,4,0,1,TRUE
13,48,63,10,0.875,2,TRUE
7,22,11,4,1,1.9,TRUE
23,33,7,5,1,2.3333,TRUE
42,105,589,20,0.9,2.0426,TRUE
10,30,4,10,1,1.75,TRUE
14,65,20,13,1,5.875,TRUE
15,38,7,14,0.666667,4,TRUE
