@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,17,10,2,0,2,FALSE
8,29,4,8,1,1.75,FALSE
9,1,0,1,0,1,FALSE
7,15,3,7,0,1.3333,FALSE
17,34,1,13,0.75,2.5,FALSE
21,44,24,21,0.8,1.125,FALSE
13,24,13,13,0.333333,1.3333,FALSE
16,34,257,4,0.615385,1.2692,FALSE
18,70,143,17,0,2.2174,FALSE
2,7,1,1,0,1.3333,FALSE
16,31,245,4,0.666667,1.3462,FALSE
21,64,0,21,1,1.625,FALSE
14,1,0,3,0,1,FALSE
15,39,7,14,0.666667,4.1667,FALSE
6,33,2,5,1,1.6,FALSE
2,4,0,1,1,0.6667,FALSE
10,29,2,10,1,5,FALSE
6,34,19,5,0.5,2,FALSE
11,16,1,6,0,2.5,FALSE
9,32,30,6,0.857143,1.4615,FALSE
10,13,1,6,0.666667,0.6667,FALSE
5,8,1,5,1,0.3333,FALSE
22,21,4,9,1,2.25,FALSE
10,21,13,10,0.333333,1.1667,FALSE
7,4,1,2,0,0.5,FALSE
2,28,87,1,1,0.9444,FALSE
6,10,22,3,0.666667,0.8889,FALSE
10,1,0,1,0,1,FALSE
10,37,14,8,0.714286,3.3333,FALSE
8,27,35,5,1,1.5714,FALSE
12,39,6,12,0.666667,3,FALSE
12,31,0,12,0.25,0.6,FALSE
11,23,2,10,1,1.25,FALSE
2,12,22,1,1,1.2222,FALSE
14,45,10,12,1,1.4615,FALSE
11,6,15,1,0,1,FALSE
4,1,0,2,0,1,FALSE
12,34,13,12,0.333333,2.3333,FALSE
15,21,4,8,0.5,1,FALSE
9,22,3,9,0,3.3333,FALSE
8,18,0,6,1,3,FALSE
6,26,0,3,1,4.2,FALSE
11,33,6,11,0.666667,4.2,FALSE
7,9,1,7,0,0.5,FALSE
14,16,0,14,1,3,FALSE
5,30,1,3,0,4.5,TRUE
10,16,3,10,0,1.6667,TRUE
10,32,3,10,1,4.3333,TRUE
17,32,11,16,0.777778,2.8333,TRUE
7,19,4,7,1,1.5,TRUE
10,29,20,10,1,1.25,TRUE
17,57,2,16,1,7.75,TRUE
13,48,63,10,0.875,2,TRUE
18,58,43,16,0.666667,2.6667,TRUE
14,58,100,12,1,2.0588,TRUE
20,51,0,16,1,6.4,TRUE
13,26,2,11,1,3.5,TRUE
13,36,493,0,1,0.9714,TRUE
9,27,3,9,0,2.6667,TRUE
34,96,9,32,0.75,4.2857,TRUE
7,22,11,4,1,1.9,TRUE
31,107,104,29,0.833333,3.5,TRUE
11,28,6,11,0.666667,3.2,TRUE
26,63,20,26,1,1,TRUE
15,53,25,7,1,2.9,TRUE
38,108,39,37,0.5,2.2,TRUE
10,44,47,8,0.7,2.6,TRUE
29,64,38,28,1,2.0833,TRUE
15,37,2,14,1,5.4,TRUE
8,27,35,5,1,1.5714,TRUE
28,84,99,28,1,2.6,TRUE
9,49,4,7,1,3,TRUE
19,15,1,15,0,3.5,TRUE
10,36,2,10,1,4.5,TRUE
10,30,4,10,1,1.75,TRUE
8,8,4,7,1,0.75,TRUE
38,102,30,37,1,2.2222,TRUE
71,45,13,21,1,2.1667,TRUE
12,38,27,9,1,2,TRUE
26,77,99,26,1,2.6,TRUE
11,58,28,10,0.666667,4.5556,TRUE
15,38,2,14,1,5.6,TRUE
17,68,43,15,0.777778,1.8,TRUE
4,22,2,3,1,1.75,TRUE
15,61,234,11,1,2.08,TRUE
13,5,10,3,0,1,TRUE
30,103,48,28,0.833333,4.0625,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
13,1,0,2,0,1,TRUE
7,16,4,6,1,1.5,TRUE
