@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
12,31,6,12,0.666667,2.4,FALSE
6,4,1,0,0,0,FALSE
9,22,3,9,0,3.3333,FALSE
11,27,6,10,0.8,1.2,FALSE
18,46,14,16,1,2.25,FALSE
17,79,1,15,0.857143,2.7273,FALSE
7,13,3,7,0,1.3333,FALSE
8,4,6,2,0,1,FALSE
6,8,1,4,0,1.5,FALSE
8,19,3,8,0,3,FALSE
11,26,4,11,1,2.75,FALSE
15,35,13,15,0.333333,2,FALSE
17,62,103,15,0.909091,2.0556,FALSE
7,2,1,2,0,1,FALSE
9,32,0,7,1,2.625,FALSE
7,4,1,2,0,0.5,FALSE
5,5,1,4,0,0.5,FALSE
4,3,3,2,0,1,FALSE
2,8,3,1,0,0,FALSE
9,13,6,9,0,0.75,FALSE
13,22,2,12,1,1.75,FALSE
13,60,34,9,0.375,2.4375,FALSE
14,41,0,10,1,1.7,FALSE
11,24,6,11,1,1.75,FALSE
17,42,28,17,0.666667,1.5556,FALSE
7,12,1,2,0,0.8333,FALSE
8,20,8,8,0.857143,1.8,FALSE
8,18,0,6,1,3,FALSE
11,18,10,9,1,0.6,FALSE
0,2,0,0,0,0,FALSE
17,31,245,4,0.666667,1.3462,FALSE
10,2,1,2,0,1,FALSE
5,9,4,5,1,0.5,FALSE
8,18,4,6,0.666667,1.5,FALSE
74,4,6,1,0,1,FALSE
8,14,1,8,0,0.5,FALSE
7,23,16,4,0.75,1,FALSE
13,60,65,10,0.454545,1.8889,FALSE
6,16,2,6,1,2,FALSE
10,28,9,9,0.5,0.6667,FALSE
10,29,2,10,1,5,FALSE
7,11,6,6,0.5,0.5,FALSE
7,15,3,7,0,1.3333,FALSE
12,31,13,12,0.333333,1.6667,FALSE
55,4,6,1,0,1,FALSE
18,58,43,16,0.666667,2.6667,TRUE
4,22,2,3,1,1.75,TRUE
14,58,100,12,1,2.0588,TRUE
12,60,0,11,1,8.2,TRUE
8,13,2,8,1,1,TRUE
14,16,0,14,1,3,TRUE
29,92,213,27,0.714286,2.3704,TRUE
15,38,7,14,0.666667,4,TRUE
16,46,87,12,1,1.5,TRUE
15,14,1,10,0,3.5,TRUE
12,36,3,12,0.666667,3.7143,TRUE
14,35,0,7,1,1.5,TRUE
7,16,4,6,1,1.5,TRUE
29,64,38,28,1,2.0833,TRUE
11,38,81,10,1,0.8667,TRUE
13,35,20,13,1,1.5,TRUE
15,61,234,11,1,2.08,TRUE
38,102,30,37,1,2.2222,TRUE
11,56,20,10,1,5.125,TRUE
5,30,1,3,0,4.5,TRUE
35,101,3,33,1,1.6667,TRUE
15,38,2,14,1,5.6,TRUE
71,45,13,21,1,2.1667,TRUE
10,30,4,10,1,1.75,TRUE
12,38,27,9,1,2,TRUE
8,8,4,7,1,0.75,TRUE
8,47,13,8,0.5,1.5,TRUE
18,71,1,16,0.857143,2.7273,TRUE
13,1,0,2,0,1,TRUE
11,8,0,10,1,1.5,TRUE
17,32,11,16,0.777778,2.8333,TRUE
19,15,1,15,0,3.5,TRUE
7,22,11,4,1,1.9,TRUE
20,33,8,18,1,2,TRUE
20,62,0,20,1,1.625,TRUE
17,57,2,16,1,7.75,TRUE
15,53,25,7,1,2.9,TRUE
11,28,6,11,0.666667,3.2,TRUE
4,29,58,3,1,1.5625,TRUE
10,16,3,10,0,1.6667,TRUE
15,37,2,14,1,5.4,TRUE
13,5,10,3,0,1,TRUE
6,6,3,5,0,0.3333,TRUE
7,19,4,7,1,1.5,TRUE
23,33,7,5,1,2.3333,TRUE
