@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,26,5,6,0.25,1.3333,FALSE
5,5,1,4,0,0.5,FALSE
9,22,5,9,1,1.4286,FALSE
12,39,6,12,0.666667,3,FALSE
6,16,2,6,1,2,FALSE
11,3,0,3,0,0,FALSE
7,16,3,5,0,3.3333,FALSE
11,29,3,11,0,4,FALSE
2,22,231,0,0,1,FALSE
14,16,0,14,1,3,FALSE
6,7,0,3,1,1.6667,FALSE
8,21,16,5,0.875,1.75,FALSE
10,29,0,8,1,2.125,FALSE
6,31,13,5,1,2.1667,FALSE
10,21,13,10,0.333333,1.1667,FALSE
16,24,8,7,0.5,1.2,FALSE
18,70,143,17,0,2.2174,FALSE
21,47,0,19,1,1.6,FALSE
4,8,4,4,1,0.5,FALSE
11,32,13,10,0.5,1.6667,FALSE
18,40,4,16,0.5,0.5,FALSE
24,61,30,24,0.75,0.8889,FALSE
7,42,9,4,1,3.2857,FALSE
19,32,9,4,1,2.8571,FALSE
2,4,0,0,1,0.6667,FALSE
14,14,1,10,0,3.5,FALSE
7,9,1,7,0,0.5,FALSE
8,27,35,5,1,1.5714,FALSE
7,15,3,7,0,1.3333,FALSE
18,15,1,15,0,3.5,FALSE
13,24,13,13,0.333333,1.3333,FALSE
25,79,66,24,0.5,2.7692,FALSE
7,29,11,6,0.2,1.2857,FALSE
12,34,13,12,0.333333,2.3333,FALSE
22,33,7,5,1,2.3333,FALSE
4,3,3,2,0,1,FALSE
6,11,35,3,0.666667,0.9,FALSE
11,13,15,11,0,0.8333,FALSE
12,28,3,12,0,3,FALSE
10,13,1,6,0.666667,0.6667,FALSE
12,31,0,12,0.25,0.6,FALSE
23,54,76,13,0.888889,2.2353,FALSE
5,9,4,5,1,0.5,FALSE
18,70,143,17,0,2.2174,FALSE
2,4,0,0,1,0.6667,FALSE
38,102,30,37,1,2.2222,TRUE
11,28,6,11,0.666667,3.2,TRUE
18,71,1,16,0.857143,2.7273,TRUE
17,39,30,16,0.75,1.3333,TRUE
17,32,11,16,0.777778,2.8333,TRUE
10,44,47,8,0.7,2.6,TRUE
10,36,2,10,1,4.5,TRUE
15,37,2,14,1,5.4,TRUE
26,77,99,26,1,2.6,TRUE
13,35,20,13,1,1.5,TRUE
13,26,0,6,1,1.4,TRUE
14,35,0,7,1,1.5,TRUE
13,26,2,11,1,3.5,TRUE
5,8,1,5,1,0.3333,TRUE
4,22,2,3,1,1.75,TRUE
17,57,2,16,1,7.75,TRUE
14,53,78,10,1,2.5882,TRUE
39,96,30,38,1,2.3333,TRUE
8,47,13,8,0.5,1.5,TRUE
10,29,20,10,1,1.25,TRUE
35,101,3,33,1,1.6667,TRUE
18,58,43,16,0.666667,2.6667,TRUE
17,68,43,15,0.777778,1.8,TRUE
15,14,1,10,0,3.5,TRUE
14,19,1,12,1,2.3333,TRUE
20,51,0,16,1,6.4,TRUE
13,36,493,0,1,0.9714,TRUE
31,36,22,14,1,1.75,TRUE
14,16,0,14,1,3,TRUE
8,13,2,8,1,1,TRUE
12,37,2,7,1,2.5833,TRUE
20,33,8,18,1,2,TRUE
29,64,38,28,1,2.0833,TRUE
9,49,4,7,1,3,TRUE
18,52,37,15,1,2.0667,TRUE
42,105,589,20,0.9,2.0426,TRUE
12,38,27,9,1,2,TRUE
15,38,7,14,0.666667,4,TRUE
23,33,7,5,1,2.3333,TRUE
5,30,1,3,0,4.5,TRUE
4,13,1,4,0,0.6667,TRUE
15,1,0,3,0,1,TRUE
30,103,48,28,0.833333,4.0625,TRUE
11,2,1,3,0,1,TRUE
29,92,213,27,0.714286,2.3704,TRUE
