@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,17,0,6,1,3,FALSE
5,11,3,2,1,1.1429,FALSE
7,11,6,6,0.5,0.5,FALSE
2,1,0,0,0,1,FALSE
2,12,22,1,1,1.2222,FALSE
11,65,41,11,1,2.7273,FALSE
10,3,3,1,0,1,FALSE
12,31,13,12,0.333333,1.6667,FALSE
11,34,2,11,1,3.5,FALSE
22,21,4,9,1,2.25,FALSE
8,4,6,2,0,1,FALSE
21,73,110,19,1,2.4286,FALSE
11,3,0,3,0,0,FALSE
21,47,0,19,1,1.6,FALSE
15,35,13,15,0.333333,2,FALSE
74,4,6,1,0,1,FALSE
10,29,0,8,1,2.125,FALSE
6,4,1,0,0,0,FALSE
24,18,10,7,1,1.4,FALSE
8,21,16,5,0.875,1.75,FALSE
5,5,1,4,0,0.5,FALSE
9,36,11,7,0.833333,1.9,FALSE
9,38,4,9,1,5.4,FALSE
7,9,1,7,0,0.5,FALSE
11,13,15,11,0,0.8333,FALSE
7,4,6,1,0,1,FALSE
16,50,105,12,0.888889,1.4737,FALSE
33,10,45,5,0,1,FALSE
13,26,6,12,0.8,1.6,FALSE
5,9,4,5,1,0.5,FALSE
11,28,8,10,1,1.8,FALSE
1,13,0,0,0,0.5,FALSE
29,76,172,17,0.714286,1.875,FALSE
9,13,6,9,0,0.75,FALSE
12,29,2,12,1,2.25,FALSE
0,2,0,0,0,0,FALSE
8,27,35,5,1,1.5714,FALSE
22,33,7,5,1,2.3333,FALSE
5,1,0,2,0,1,FALSE
5,12,3,4,0,1,FALSE
17,61,6,16,0.8,6.4,FALSE
11,28,1,11,1,2.6667,FALSE
2,4,0,0,1,0.6667,FALSE
8,8,4,7,1,0.75,FALSE
13,35,7,13,0.857143,1.8571,FALSE
18,71,1,16,0.857143,2.7273,TRUE
25,9,36,4,0,1,TRUE
15,1,0,3,0,1,TRUE
13,48,63,10,0.875,2,TRUE
35,101,3,33,1,1.6667,TRUE
12,14,0,12,1,2,TRUE
10,32,3,10,1,4.3333,TRUE
34,52,60,12,1,2.8125,TRUE
10,36,2,10,1,4.5,TRUE
11,8,0,10,1,1.5,TRUE
4,13,1,4,0,0.6667,TRUE
20,25,2,20,1,2.25,TRUE
5,30,1,3,0,4.5,TRUE
11,2,1,3,0,1,TRUE
31,107,104,29,0.833333,3.5,TRUE
10,44,47,8,0.7,2.6,TRUE
15,38,2,14,1,5.6,TRUE
14,16,0,14,1,3,TRUE
18,58,43,16,0.666667,2.6667,TRUE
14,65,20,13,1,5.875,TRUE
42,105,589,20,0.9,2.0426,TRUE
14,58,100,12,1,2.0588,TRUE
11,38,81,10,1,0.8667,TRUE
25,44,32,25,1,1.8889,TRUE
17,68,43,15,0.777778,1.8,TRUE
12,36,3,12,0.666667,3.7143,TRUE
20,33,8,18,1,2,TRUE
17,57,2,16,1,7.75,TRUE
38,108,39,37,0.5,2.2,TRUE
11,56,20,10,1,5.125,TRUE
8,27,35,5,1,1.5714,TRUE
28,87,150,26,0.727273,2.9167,TRUE
11,6,1,3,0,0,TRUE
10,16,3,10,0,1.6667,TRUE
13,5,10,3,0,1,TRUE
20,62,0,20,1,1.625,TRUE
28,84,99,28,1,2.6,TRUE
10,29,20,10,1,1.25,TRUE
38,102,30,37,1,2.2222,TRUE
16,46,87,12,1,1.5,TRUE
13,35,20,13,1,1.5,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
9,17,13,8,1,0.8571,TRUE
5,8,1,5,1,0.3333,TRUE
13,1,0,2,0,1,TRUE
