@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.60189573-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,22,3,9,0,3.3333,FALSE
15,39,7,14,0.666667,4.1667,FALSE
11,27,13,11,0.333333,2,FALSE
4,3,3,2,0,1,FALSE
9,29,0,6,1,1.1429,FALSE
18,70,143,17,0,2.2174,FALSE
14,30,0,12,1,4.75,FALSE
7,23,16,4,0.75,1,FALSE
24,18,10,7,1,1.4,FALSE
15,22,8,8,0.5,1,FALSE
14,48,33,7,0.5,1.4,FALSE
10,2,1,2,0,1,FALSE
9,36,11,7,0.833333,1.9,FALSE
2,25,87,1,1,0.9444,FALSE
2,7,1,1,0,1.3333,FALSE
2,4,0,0,1,0.6667,FALSE
29,76,172,17,0.714286,1.875,FALSE
13,31,4,9,0.5,3,FALSE
11,38,0,9,1,1.3636,FALSE
6,22,0,3,1,3,FALSE
9,32,0,7,1,2.625,FALSE
2,8,3,1,0,0,FALSE
18,46,14,16,1,2.25,FALSE
12,28,3,12,0,3,FALSE
11,45,22,11,1,0.7778,FALSE
10,12,66,3,0,1,FALSE
6,10,22,3,0.666667,0.8889,FALSE
13,28,3,13,0,3.3333,FALSE
2,4,0,1,1,0.6667,FALSE
11,48,7,9,0.666667,1.8,FALSE
16,50,105,12,0.888889,1.4737,FALSE
31,48,37,11,1,2.9286,FALSE
16,24,8,7,0.5,1.2,FALSE
10,35,3,9,1,1,FALSE
13,28,2,13,1,1.5,FALSE
11,8,0,10,1,1.5,FALSE
7,15,3,7,0,1.3333,FALSE
8,21,16,5,0.875,1.75,FALSE
10,28,9,9,0.5,0.6667,FALSE
9,13,6,9,0,0.75,FALSE
10,27,0,8,1,2.6667,FALSE
55,4,6,1,0,1,FALSE
14,67,0,13,1,10.4,FALSE
12,39,6,12,0.666667,3,FALSE
10,2,1,2,0,1,FALSE
4,13,1,4,0,0.6667,TRUE
16,46,87,12,1,1.5,TRUE
13,26,2,11,1,3.5,TRUE
13,36,493,0,1,0.9714,TRUE
7,16,4,6,1,1.5,TRUE
11,6,1,3,0,0,TRUE
11,28,6,11,0.666667,3.2,TRUE
35,101,3,33,1,1.6667,TRUE
17,38,20,17,1,1.625,TRUE
15,58,100,13,1,2.0588,TRUE
8,47,13,8,0.5,1.5,TRUE
14,19,1,12,1,2.3333,TRUE
10,36,2,10,1,4.5,TRUE
17,39,30,16,0.75,1.3333,TRUE
11,56,20,10,1,5.125,TRUE
23,33,7,5,1,2.3333,TRUE
9,17,13,8,1,0.8571,TRUE
25,9,36,4,0,1,TRUE
19,15,1,15,0,3.5,TRUE
13,35,20,13,1,1.5,TRUE
8,27,35,5,1,1.5714,TRUE
10,30,4,10,1,1.75,TRUE
20,62,0,20,1,1.625,TRUE
15,37,2,14,1,5.4,TRUE
29,64,38,28,1,2.0833,TRUE
29,92,213,27,0.714286,2.3704,TRUE
18,58,43,16,0.666667,2.6667,TRUE
14,53,78,10,1,2.5882,TRUE
38,108,39,37,0.5,2.2,TRUE
31,36,22,14,1,1.75,TRUE
9,49,4,7,1,3,TRUE
17,32,11,16,0.777778,2.8333,TRUE
15,1,0,3,0,1,TRUE
20,33,8,18,1,2,TRUE
8,13,2,8,1,1,TRUE
14,16,0,14,1,3,TRUE
12,38,27,9,1,2,TRUE
13,1,0,2,0,1,TRUE
13,5,10,3,0,1,TRUE
4,22,2,3,1,1.75,TRUE
31,96,28,27,0,2.875,TRUE
26,77,99,26,1,2.6,TRUE
12,36,3,12,0.666667,3.7143,TRUE
11,8,0,10,1,1.5,TRUE
17,68,43,15,0.777778,1.8,TRUE
