@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z42.16216216-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,4,0,2,2,33,0,2,FALSE
2,0,3,0,1,3,45,1,1,FALSE
1,0,14,23,1,7,413,0,15,FALSE
3,0,4,1,0,1,9,1,1,FALSE
1,0,3,0,1,3,21,0,1,FALSE
1,0,5,3,2,3,18,0,1,FALSE
0,0,16,74,2,9,223,0,2,FALSE
3,0,4,0,1,3,28,1,1,FALSE
2,0,11,0,2,3,94,2,3,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,2,3,2,3,3,0,1,FALSE
1,0,6,0,5,1,1,0,1,FALSE
3,0,15,0,2,2,105,1,3,FALSE
2,9,20,3,16,7,73,1,1,FALSE
1,0,14,1436,1,45,650,0,6,FALSE
1,0,5,0,1,2,39,0,1,FALSE
0,0,6,0,4,1,9,0,0,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,2,237,0,22,230,0,2,FALSE
1,0,27,121,4,8,299,0,5,FALSE
1,0,21,225,11,22,114,0,1,FALSE
1,0,4,7,3,6,73,0,3,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,6,12,22,6,3,55,0,2,FALSE
3,0,23,21,1,2,213,2,4,FALSE
1,0,8,15,1,6,37,0,1,FALSE
1,0,21,136,4,16,138,0,1,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,22,247,11,23,118,0,1,FALSE
1,0,3,0,2,3,17,0,1,FALSE
3,7,13,79,7,11,163,1,2,FALSE
3,0,14,93,1,8,217,2,2,FALSE
3,0,4,0,1,2,16,1,1,FALSE
6,0,2,0,1,2,25,0,1,FALSE
1,0,6,10,3,4,60,0,2,FALSE
3,0,8,0,2,2,44,0,2,FALSE
3,0,13,44,3,8,121,1,2,FALSE
1,0,6,10,6,5,82,0,4,FALSE
2,6,27,30,13,20,207,3,2,TRUE
3,0,4,3,1,7,73,2,3,TRUE
2,0,13,0,2,5,142,1,3,TRUE
5,0,1,0,0,3,33,0,1,TRUE
1,0,5,1,4,2,2,0,1,TRUE
1,5,8,0,5,3,38,0,2,TRUE
2,17,27,17,18,7,90,1,2,TRUE
1,0,8,1,6,2,2,0,1,TRUE
4,0,9,6,4,4,47,0,4,TRUE
1,0,8,43,4,11,163,0,4,TRUE
2,0,23,943,9,38,1056,0,6,TRUE
1,0,9,825,4,35,785,0,1,TRUE
1,0,5,0,1,3,54,0,2,TRUE
1,0,389,325,387,26,26,0,1,TRUE
1,0,4,1,1,2,9,0,1,TRUE
3,0,8,1,2,2,31,0,2,TRUE
3,0,6,0,1,2,24,0,1,TRUE
2,3,17,55,7,15,168,3,2,TRUE
2,0,11,25,3,8,73,0,1,TRUE
4,0,12,52,4,12,115,3,2,TRUE
1,0,9,1,8,2,2,0,1,TRUE
1,0,6,3,0,3,41,0,2,TRUE
3,2,5,3,3,2,17,1,1,TRUE
2,0,17,289,1,25,279,0,3,TRUE
5,0,8,0,7,2,21,0,1,TRUE
5,0,5,0,1,2,27,0,1,TRUE
2,0,8,3,2,2,165,3,15,TRUE
1,0,4,3,1,3,21,0,1,TRUE
1,0,8,0,2,2,59,0,1,TRUE
1,0,12,3,11,3,3,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
2,0,9,0,1,3,84,1,1,TRUE
1,0,72,171,67,19,19,0,1,TRUE
2,7,17,31,11,6,156,0,3,TRUE
2,0,6,4,1,3,50,0,1,TRUE
1,0,5,1,1,5,160,0,14,TRUE
1,0,4,1,2,2,2,0,1,TRUE
3,0,21,598,8,34,335,1,6,TRUE
