@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
82,6,3,0,1,0,FALSE
55,154,540,30,1,1.5574,FALSE
11,36,17,9,0.833333,1.9091,FALSE
13,39,28,13,0.666667,1.4444,FALSE
55,154,540,30,1,1.5574,FALSE
9,1,0,1,0,1,FALSE
8,18,0,6,1,3,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
6,31,13,5,1,2.1667,FALSE
13,34,2,13,1,4.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
7,4,6,1,0,1,FALSE
12,32,0,10,1,2,FALSE
8,18,0,6,1,3,FALSE
15,22,8,8,0.5,1,FALSE
17,61,6,16,0.8,6.4,FALSE
5,9,4,5,1,0.5,FALSE
4,8,4,4,1,0.5,FALSE
11,23,2,10,1,1.25,FALSE
6,7,0,3,1,1.6667,FALSE
10,1,0,1,0,1,FALSE
5,28,1,3,0,2.5,FALSE
6,7,0,3,1,1.6667,FALSE
6,8,1,4,0,1.5,FALSE
9,26,3,9,0,3.6667,FALSE
9,26,3,9,0,3.6667,FALSE
2,1,0,0,0,1,FALSE
12,32,0,10,1,2,FALSE
15,39,7,14,0.666667,4.1667,FALSE
6,7,0,3,1,1.6667,FALSE
8,20,8,8,0.857143,1.8,FALSE
13,22,2,12,1,1.75,FALSE
12,30,13,12,0.333333,2.5,FALSE
12,30,13,12,0.333333,2.5,FALSE
17,61,6,16,0.8,6.4,FALSE
14,17,10,2,0,2,FALSE
10,23,13,10,0.333333,1.1667,FALSE
13,60,65,10,0.454545,1.8889,FALSE
12,30,13,12,0.333333,2.5,FALSE
7,42,9,4,1,3.2857,FALSE
5,9,4,5,1,0.5,FALSE
15,59,203,12,0.916667,1.6957,FALSE
7,9,1,7,0,0.5,FALSE
8,14,1,8,0,0.5,FALSE
7,14,0,5,0,3,FALSE
12,1,0,2,0,1,FALSE
6,31,13,5,1,2.1667,FALSE
4,8,4,4,1,0.5,FALSE
6,5,1,4,0,0.5,FALSE
16,34,257,4,0.615385,1.2692,FALSE
13,60,12,10,0,5.125,FALSE
17,61,6,16,0.8,6.4,FALSE
17,62,103,15,0.909091,2.0556,FALSE
11,23,2,10,1,1.25,FALSE
13,34,2,13,1,4.5,FALSE
1,8,0,0,1,1.4286,FALSE
13,44,7,10,0.181818,1.5455,FALSE
20,59,2,20,0.75,0.6,FALSE
9,12,26,3,0.428571,0.7778,FALSE
14,48,33,7,0.5,1.4,FALSE
8,17,9,5,1,1.8571,FALSE
11,45,22,11,1,0.7778,FALSE
5,1,0,2,0,1,FALSE
15,35,13,15,0.333333,2,FALSE
13,39,28,13,0.666667,1.4444,FALSE
