@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z109.8901099

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
21,38,122,19,0.94,334,0.4,0.301587,6,14.190476,TRUE
8,20,4,7,0.8,148,0.6,0.375,2,16.875,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
12,24,36,10,0.772727,143,0.5,0.4,6,10.75,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
11,26,53,6,1.033333,226,1,0.157143,0,19.272727,TRUE
10,18,45,8,1.111111,87,0,0.525,6,7.6,TRUE
8,17,0,7,0.571429,134,1,0.458333,0,15.375,TRUE
15,23,105,12,2,84,0,0.483333,0,4.6,TRUE
21,38,122,19,0.94,334,0.4,0.301587,6,14.190476,TRUE
11,22,49,9,0.933333,106,0.333333,0.418182,6,8.363636,TRUE
21,38,122,19,0.94,334,0.4,0.301587,6,14.190476,TRUE
9,13,36,9,1.125,59,0,0.333333,0,5.333333,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
15,25,87,13,0.803571,143,0.75,0.483333,6,8.266667,TRUE
11,21,43,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
12,26,48,10,0.890909,171,0.6,0.35,2,12.833333,TRUE
14,24,69,12,0.769231,155,0.666667,0.482143,6,9.857143,TRUE
19,30,119,17,0.824074,281,0.833333,0.460526,6,13.473684,TRUE
18,35,1,16,0.670588,276,0.8,0.366667,6,14.055556,TRUE
11,21,43,9,0.85,117,0,0.418182,6,9.454545,TRUE
22,35,169,20,0.946779,316,0.352941,0.443182,6,12.590909,TRUE
22,41,159,18,0.702381,325,0.75,0.266234,6,13.590909,TRUE
10,19,5,8,0.740741,223,1,0.228571,2,21,TRUE
9,32,0,9,0.125,172,0,0.351852,1,18,FALSE
16,28,72,14,0.933333,254,0.333333,0.46875,6,14.3125,FALSE
3,5,3,2,2,43,0,0.5,0,13.333333,FALSE
2,36,1,2,2,137,0,0.5,0,67.5,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
17,19,84,16,0.994048,152,0,0.317647,0,6.705882,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
18,35,1,16,0.670588,276,0.8,0.366667,6,14.055556,FALSE
3,5,3,2,2,43,0,0.5,0,13.333333,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
11,21,49,9,0.933333,107,0.333333,0.522727,6,8.454545,FALSE
10,12,3,10,0.333333,69,1,0.34,0,5.8,FALSE
18,19,107,18,0.382353,170,1,0.433333,0,8.333333,FALSE
6,22,0,0,0.333333,163,1,0.5,0,25.666667,FALSE
18,19,107,18,0.382353,170,1,0.433333,0,8.333333,FALSE
10,12,3,10,0.333333,69,1,0.34,0,5.8,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
11,21,49,9,0.975,108,0.25,0.522727,6,8.454545,FALSE
6,56,15,6,1.2,923,1,0.666667,0,152.5,FALSE
25,29,0,24,0.388889,629,1,0.36,1,24.04,FALSE
18,19,107,18,0.382353,170,1,0.433333,0,8.333333,FALSE
9,20,0,9,0.25,294,1,0.311111,1,31.444444,FALSE
11,25,43,9,0.8,182,0,0.418182,6,15.363636,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
11,21,49,9,0.975,108,0.25,0.522727,6,8.454545,FALSE
11,25,43,9,0.8,182,0,0.418182,6,15.363636,FALSE
6,22,0,0,0.333333,163,1,0.5,0,25.666667,FALSE
25,29,0,24,0.388889,629,1,0.36,1,24.04,FALSE
17,19,84,16,0.994048,152,0,0.317647,0,6.705882,FALSE
11,21,43,9,0.85,117,0.5,0.418182,6,9.454545,FALSE
25,29,0,24,0.388889,629,1,0.36,1,24.04,FALSE
9,32,0,9,0.125,172,0,0.351852,1,18,FALSE
24,42,0,22,0.818182,423,0.636364,0.291667,6,16.166667,FALSE
10,14,45,10,1.111111,52,0.5,0.32,0,4,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
3,5,3,2,2,43,0,0.5,0,13.333333,FALSE
17,19,84,16,0.994048,152,0,0.317647,0,6.705882,FALSE
6,22,0,0,0.333333,163,1,0.5,0,25.666667,FALSE
15,33,43,15,0.833333,258,0.666667,0.333333,5,15.8,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
4,5,0,3,0.666667,28,1,0.4375,0,5.25,FALSE
25,29,0,24,0.388889,629,1,0.36,1,24.04,FALSE
4,6,6,1,2,15,0,0.666667,0,2.75,FALSE
0,0,0,0,2,4,0,0,0,0,FALSE
4,6,6,1,2,15,0,0.666667,0,2.75,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
5,12,10,5,2,32,0,0.5,0,5.4,FALSE
10,13,3,10,0.722222,73,0.5,0.4,2,6.1,FALSE
11,21,49,9,0.933333,107,0.333333,0.522727,6,8.454545,FALSE
7,29,1,1,0,257,1,0.514286,0,35.571429,FALSE
