@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z158.4415584

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,1,25,220,8,16,444,1,5,FALSE
3,0,7,137,3,21,230,6,4,FALSE
1,0,6,9,1,6,25,0,1,FALSE
1,2,4,11,2,7,37,0,1,FALSE
3,0,5,16,1,7,75,2,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
5,0,4,0,2,3,32,0,1,FALSE
1,6,8,6,6,3,37,0,2,FALSE
1,0,6,6,5,4,5,0,1,FALSE
2,0,7,0,1,4,78,0,2,FALSE
1,0,0,0,0,1,22,0,0,FALSE
1,0,4,0,2,2,33,0,2,FALSE
3,0,13,44,3,8,121,1,2,FALSE
3,0,14,0,1,2,129,1,5,FALSE
3,0,4,1,0,1,9,1,1,FALSE
1,0,22,81,2,14,218,0,2,FALSE
3,0,16,43,5,5,229,0,5,FALSE
1,0,0,45,0,9,66,0,2,FALSE
3,0,4,10,1,2,25,2,1,FALSE
2,0,8,28,1,1,396,1,7,FALSE
3,2,9,3,2,1,24,0,1,FALSE
4,0,5,15,1,5,43,0,1,FALSE
3,0,6,0,4,4,52,0,2,FALSE
1,0,6,3,2,2,23,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,22,81,2,14,218,0,2,FALSE
3,0,4,3,1,2,16,1,1,FALSE
3,4,10,0,4,3,52,0,2,FALSE
1,0,1,0,1,1,1,0,1,FALSE
3,0,8,19,2,5,59,1,2,FALSE
1,0,5,21,4,6,112,0,4,FALSE
3,14,19,4,15,3,53,3,3,FALSE
1,0,9,12,3,7,224,0,4,FALSE
1,0,27,119,3,6,356,0,6,FALSE
5,0,2,3,1,3,16,0,0,FALSE
3,0,5,3,1,2,28,1,1,FALSE
3,0,13,8,1,2,66,0,1,FALSE
3,0,7,0,1,4,43,2,1,FALSE
2,0,7,0,1,4,78,0,2,FALSE
1,1,22,2897,4,77,935,0,26,FALSE
1,0,2,1,1,2,121,0,13,FALSE
2,0,8,144,2,20,148,0,2,FALSE
4,17,66,6,66,4,21,0,0,FALSE
2,0,8,28,1,1,396,1,7,FALSE
1,0,2,4,0,4,25,0,1,FALSE
3,0,5,3,0,5,141,2,3,FALSE
5,0,6,6,4,3,67,0,2,FALSE
3,0,2,0,1,1,5,0,0,FALSE
1,0,5,0,4,1,1,0,1,FALSE
3,0,4,1,0,1,9,1,1,FALSE
2,0,8,144,2,20,148,0,2,FALSE
5,0,2,0,1,2,22,0,1,FALSE
1,0,5,33,0,5,235,0,4,FALSE
1,0,4,3,1,3,20,0,1,FALSE
1,0,1,3,0,1,221,0,1,FALSE
1,0,4,1,0,1,68,0,8,FALSE
1,0,3,484,1,21,651,0,7,FALSE
3,0,13,34,0,5,95,2,2,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,0,5,3,2,3,65,0,4,FALSE
0,0,10,2,1,1,71,0,2,FALSE
3,0,13,34,0,5,95,2,2,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,3,0,1,3,29,0,1,FALSE
5,2,6,1,4,2,13,0,0,FALSE
2,1,15,142,1,12,292,2,3,FALSE
1,0,4,1,2,6,50,0,2,FALSE
2,0,5,7,1,2,59,1,2,FALSE
2,1,25,220,8,16,444,1,5,FALSE
5,0,2,0,1,2,22,0,1,FALSE
3,0,5,16,1,7,75,2,1,FALSE
3,0,7,9,3,4,68,4,2,FALSE
3,0,6,1,0,1,39,2,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,15,103,2,11,287,1,3,FALSE
4,0,15,28,4,7,73,0,1,FALSE
2,1,25,220,8,16,444,1,5,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,12,0,1,5,114,0,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,29,119,4,6,350,0,6,FALSE
1,0,17,1,16,2,2,0,1,FALSE
3,0,13,34,0,5,95,2,2,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,16,4,11,4,22,0,1,FALSE
3,0,4,1,0,1,17,1,1,FALSE
5,0,3,6,1,3,67,0,2,FALSE
1,3,4,6,3,3,24,0,1,FALSE
1,0,3,59,0,13,125,0,1,FALSE
2,0,2,9,1,6,41,0,2,FALSE
5,0,2,1,0,1,15,1,1,FALSE
6,0,13,18,1,6,161,0,1,FALSE
1,0,6,9,1,6,25,0,1,FALSE
3,0,3,1,0,1,24,1,1,FALSE
1,2,4,11,2,7,37,0,1,FALSE
3,0,17,69,5,14,142,0,2,FALSE
1,0,135,0,134,1,1,0,1,FALSE
1,0,6,10,6,5,82,0,4,FALSE
2,0,5,0,1,1,42,0,3,FALSE
1,0,6,9,1,6,25,0,1,FALSE
5,0,3,6,1,3,67,0,2,FALSE
3,0,8,35,3,13,98,8,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,3,0,0,22,199,0,1,FALSE
4,0,9,8,0,3,91,5,1,FALSE
3,0,8,19,2,5,59,1,2,FALSE
3,0,7,0,1,4,43,2,1,FALSE
1,2,11,30,2,4,195,0,10,FALSE
2,0,20,73,2,10,243,1,6,FALSE
3,1,6,0,2,6,46,1,1,FALSE
2,0,7,0,1,4,78,0,2,FALSE
1,0,8,62,2,11,184,0,4,FALSE
1,0,3,9,1,7,59,0,1,FALSE
3,0,3,1,0,1,24,1,1,FALSE
3,0,12,0,1,5,114,0,2,FALSE
1,0,1,1,1,2,2,0,1,FALSE
2,0,2,1,1,3,15,0,1,FALSE
4,1,22,168,11,21,175,1,3,FALSE
2,0,7,0,2,4,64,1,1,FALSE
1,0,5,0,1,3,54,0,2,FALSE
1,3,4,6,3,3,24,0,1,FALSE
1,0,3,3,1,3,127,0,13,FALSE
2,0,14,56,1,7,327,3,7,FALSE
3,0,35,8,1,3,571,1,10,FALSE
5,0,3,0,2,3,44,0,1,FALSE
3,0,7,9,3,4,68,4,2,FALSE
4,0,8,3,0,1,50,2,1,FALSE
1,0,6,10,6,5,82,0,4,FALSE
3,0,5,4,0,3,29,1,1,FALSE
3,0,4,6,1,3,62,1,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
3,0,7,9,3,4,68,4,2,FALSE
1,0,16,4,14,5,30,0,1,FALSE
3,0,16,43,2,8,93,1,1,FALSE
1,0,3,0,1,3,29,0,1,FALSE
3,0,13,8,1,2,66,0,1,FALSE
3,0,2,0,1,1,5,0,0,FALSE
3,0,3,0,1,2,16,1,1,FALSE
1,0,0,0,0,0,15,0,0,FALSE
1,0,5,0,5,1,1,0,1,FALSE
5,1,9,2,1,4,68,0,3,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,3,0,2,3,17,0,1,FALSE
1,1,22,2897,4,77,935,0,26,FALSE
2,0,5,0,1,4,80,1,3,FALSE
1,0,11,21,4,3,167,0,3,FALSE
4,0,6,0,1,4,85,2,1,FALSE
1,0,16,58,3,14,131,0,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,6,3,2,2,19,0,1,FALSE
2,0,13,85,3,14,141,1,3,FALSE
1,0,16,4,14,5,30,0,1,FALSE
4,1,22,168,11,21,175,1,3,FALSE
1,0,6,3,5,3,3,0,1,FALSE
1,0,22,81,2,14,218,0,2,FALSE
4,17,66,6,66,4,21,0,0,FALSE
1,0,2,1,1,2,16,0,3,FALSE
1,0,5,0,5,1,1,0,1,FALSE
6,0,13,18,1,6,161,0,1,FALSE
2,2,7,4,3,3,37,0,2,FALSE
1,0,6,3,2,2,23,0,1,FALSE
1,0,6,0,5,1,1,0,1,FALSE
2,0,8,28,1,1,396,1,7,FALSE
1,0,5,0,3,1,1,0,1,FALSE
1,0,3,1,1,2,10,0,1,FALSE
5,2,6,1,4,2,13,0,0,FALSE
1,0,4,39,0,13,231,0,1,FALSE
1,0,14,23,1,7,413,0,15,FALSE
1,0,11,9,1,3,189,0,5,FALSE
1,0,135,0,134,1,1,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,14,23,1,7,413,0,15,FALSE
3,0,4,10,1,2,25,2,1,FALSE
3,1,11,8,5,7,127,0,2,FALSE
4,0,5,15,1,5,43,0,1,FALSE
5,2,6,1,4,2,13,0,0,FALSE
2,0,6,8,0,9,87,0,1,FALSE
3,0,7,137,3,21,230,6,4,FALSE
3,0,4,111,0,16,200,2,5,FALSE
1,0,11,21,4,3,167,0,3,FALSE
3,0,13,8,1,2,66,0,1,FALSE
3,0,6,0,4,4,52,0,2,FALSE
2,1,5,8,3,4,29,0,1,FALSE
3,4,11,10,4,1,33,0,1,FALSE
1,0,104,0,103,1,1,0,1,FALSE
5,0,4,0,1,3,32,0,1,FALSE
2,3,6,3,3,2,47,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,6,4,1,3,27,0,1,FALSE
3,0,6,3,0,2,21,0,1,FALSE
2,9,15,49,10,9,87,1,2,FALSE
3,0,7,24,1,6,131,0,1,FALSE
3,0,21,15,1,2,176,2,1,FALSE
2,0,14,56,1,7,327,3,7,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,0,0,0,1,4,0,0,FALSE
3,0,4,10,1,3,31,1,1,FALSE
3,2,2,6,2,4,20,0,0,FALSE
3,0,6,0,4,4,52,0,2,FALSE
3,3,6,3,3,2,47,0,1,FALSE
3,0,35,8,1,3,571,1,10,FALSE
1,0,43,0,43,1,1,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,3,30,1,8,82,0,1,FALSE
3,0,13,0,1,5,115,0,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
1,0,1,0,1,1,1,0,1,FALSE
3,0,4,0,0,10,114,0,1,FALSE
1,0,9,25,0,10,71,0,1,FALSE
0,0,5,3,2,3,65,0,4,FALSE
2,0,7,1,0,2,48,1,4,FALSE
2,0,6,18,1,6,166,1,1,FALSE
1,6,8,6,6,3,37,0,2,FALSE
3,0,8,19,2,5,59,1,2,FALSE
3,0,17,69,5,14,142,0,2,FALSE
1,0,3,30,1,8,79,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
3,0,7,137,3,21,230,6,4,FALSE
1,0,4,0,4,1,1,0,1,FALSE
1,0,6,3,5,3,3,0,1,FALSE
1,0,3,484,1,21,651,0,7,FALSE
3,0,14,0,1,2,129,1,5,FALSE
3,0,9,0,5,4,41,0,1,FALSE
3,0,7,24,1,6,131,0,1,FALSE
1,0,7,0,1,2,60,0,1,FALSE
3,0,7,0,1,4,43,2,1,FALSE
4,0,8,26,3,8,43,1,1,FALSE
3,4,11,10,4,1,33,0,1,FALSE
6,0,12,11,1,5,87,0,1,FALSE
0,0,10,2,1,1,71,0,2,FALSE
2,0,4,4,3,2,100,1,1,FALSE
1,2,11,30,2,4,195,0,10,FALSE
4,3,5,8,4,1,44,3,4,FALSE
2,0,1,3,0,3,12,2,1,FALSE
5,1,9,1,2,1,26,1,1,FALSE
2,0,7,6,2,4,27,1,1,FALSE
1,0,8,300,3,27,248,0,4,FALSE
1,6,8,6,6,3,37,0,2,FALSE
1,0,0,0,0,1,22,0,0,FALSE
3,0,5,0,2,1,30,1,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,2,11,30,2,4,195,0,10,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,3,3,1,3,10,0,1,FALSE
1,0,31,0,30,0,0,0,0,FALSE
1,0,3,188,0,20,168,0,2,FALSE
3,0,16,43,5,5,229,0,5,FALSE
0,0,13,32,0,10,138,0,8,FALSE
1,0,4,0,4,1,1,0,1,FALSE
1,2,11,30,2,4,195,0,10,FALSE
1,0,3,0,0,22,199,0,1,FALSE
1,1,1,0,1,4,27,0,1,FALSE
3,0,14,13,5,3,95,1,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,2,1,1,3,15,0,1,FALSE
6,0,12,0,1,2,109,1,2,FALSE
3,0,4,0,1,3,28,1,1,FALSE
4,0,4,6,1,8,89,1,3,FALSE
4,0,8,26,3,8,43,1,1,FALSE
1,0,6,516,5,41,507,0,1,FALSE
3,0,35,8,1,3,571,1,10,FALSE
3,0,6,0,4,4,52,0,2,FALSE
1,0,3,188,0,20,168,0,2,FALSE
3,0,6,35,1,13,132,8,2,FALSE
1,0,0,3,0,3,57,0,1,FALSE
1,0,3,1,3,2,7,0,1,FALSE
1,0,28,0,28,1,1,0,1,FALSE
2,1,15,142,1,12,292,2,3,FALSE
1,11,23,687,13,31,405,0,4,TRUE
1,0,2,1,1,2,121,0,13,TRUE
3,0,13,37,3,14,154,0,1,TRUE
1,0,4,0,2,2,33,0,2,TRUE
5,0,3,0,1,3,33,0,1,TRUE
1,0,3,0,2,1,1,0,1,TRUE
1,0,2,1,2,2,2,0,1,TRUE
1,0,9,122,3,16,275,0,9,TRUE
4,0,6,0,1,4,85,2,1,TRUE
1,0,12,3,11,3,3,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
1,4,4,1,4,3,14,0,1,TRUE
2,2,10,0,5,2,86,0,2,TRUE
1,0,126,0,125,1,1,0,1,TRUE
1,0,9,257,4,25,216,0,2,TRUE
1,0,4,0,1,4,35,0,1,TRUE
3,0,5,1,1,2,47,0,1,TRUE
1,1,7,3,1,2,96,0,3,TRUE
2,0,6,62,1,15,190,4,2,TRUE
1,0,127,36,122,9,9,0,1,TRUE
2,2,18,42,7,8,340,1,2,TRUE
2,2,10,0,5,2,86,0,2,TRUE
2,0,1,3,0,3,12,2,1,TRUE
1,0,19,3,17,3,3,0,1,TRUE
1,0,31,100,5,7,741,0,10,TRUE
1,1,14,8,2,2,380,0,11,TRUE
2,2,12,83,2,12,297,1,2,TRUE
3,0,4,3,1,7,73,2,3,TRUE
5,0,5,6,3,3,67,0,2,TRUE
4,0,7,13,1,10,82,1,2,TRUE
3,0,2,1,1,3,15,0,1,TRUE
1,0,7,4,5,5,57,0,1,TRUE
1,31,35,49,33,7,200,0,3,TRUE
2,0,22,44,6,10,248,1,2,TRUE
2,0,7,0,3,1,12,0,0,TRUE
1,0,4,1,1,2,9,0,1,TRUE
5,0,3,0,1,3,33,0,1,TRUE
4,0,7,13,1,10,82,1,2,TRUE
1,0,24,78,15,12,218,0,2,TRUE
3,0,2,1,1,3,15,0,1,TRUE
2,0,22,44,6,10,248,1,2,TRUE
2,0,5,318,1,29,304,4,1,TRUE
1,0,9,15,8,5,102,0,5,TRUE
2,0,1,3,0,3,12,2,1,TRUE
1,1,4,1,2,2,5,0,1,TRUE
1,4,4,1,4,3,14,0,1,TRUE
1,0,4,0,1,4,35,0,1,TRUE
1,31,35,49,33,7,200,0,3,TRUE
5,0,8,0,7,2,21,0,1,TRUE
1,0,6,112,4,14,301,0,1,TRUE
1,0,9,85,1,10,242,0,5,TRUE
5,0,3,0,1,2,25,0,1,TRUE
1,1,13,12,2,2,388,0,11,TRUE
1,0,11,105,10,14,214,0,4,TRUE
4,0,6,0,1,4,85,2,1,TRUE
2,2,12,83,2,12,297,1,2,TRUE
3,0,5,1,1,2,47,0,1,TRUE
2,0,13,189,2,20,232,1,1,TRUE
2,0,23,161,14,20,295,6,3,TRUE
1,0,24,78,15,12,218,0,2,TRUE
1,0,10,1,6,1,23,0,1,TRUE
1,0,6,112,4,14,301,0,1,TRUE
1,1,7,3,1,2,96,0,3,TRUE
1,0,9,122,3,16,275,0,9,TRUE
1,0,14,66,1,11,74,0,1,TRUE
1,0,26,136,14,16,275,0,4,TRUE
1,0,26,136,14,16,275,0,4,TRUE
2,2,12,83,2,12,297,1,2,TRUE
1,0,7,4,5,5,57,0,1,TRUE
3,0,4,3,1,7,73,2,3,TRUE
4,0,4,5,0,1,99,2,2,TRUE
4,0,2,0,1,2,20,0,1,TRUE
2,12,22,17,13,7,90,1,2,TRUE
2,0,22,44,6,10,248,1,2,TRUE
1,0,6,112,4,14,301,0,1,TRUE
2,36,53,256,38,16,301,1,3,TRUE
2,1,7,0,1,7,66,1,1,TRUE
4,0,14,72,3,7,396,1,10,TRUE
3,0,8,1,2,2,31,0,2,TRUE
5,0,5,6,3,3,67,0,2,TRUE
3,0,5,318,1,29,342,3,1,TRUE
1,0,31,100,5,7,741,0,10,TRUE
1,1,4,1,2,2,5,0,1,TRUE
1,0,127,36,122,9,9,0,1,TRUE
3,0,8,1,2,2,31,0,2,TRUE
1,0,7,4,5,5,57,0,1,TRUE
1,0,10,1,6,1,23,0,1,TRUE
2,0,5,3,2,3,10,0,1,TRUE
2,0,11,25,3,8,73,0,1,TRUE
1,0,26,136,14,16,275,0,4,TRUE
1,0,4,10,1,4,56,0,1,TRUE
2,0,5,318,1,29,304,4,1,TRUE
1,0,14,66,1,11,74,0,1,TRUE
2,0,5,318,1,29,304,4,1,TRUE
2,0,5,318,1,29,304,4,1,TRUE
2,1,7,0,1,7,66,1,1,TRUE
1,0,4,0,2,2,33,0,2,TRUE
1,0,26,136,14,16,275,0,4,TRUE
2,0,13,5,2,3,85,1,1,TRUE
1,2,10,39,4,8,108,0,2,TRUE
3,0,3,13,0,4,34,1,2,TRUE
1,0,126,0,125,1,1,0,1,TRUE
1,11,23,687,13,31,405,0,4,TRUE
2,0,6,62,1,15,190,4,2,TRUE
2,0,13,189,2,20,232,1,1,TRUE
3,0,2,1,1,3,15,0,1,TRUE
5,0,5,6,3,3,67,0,2,TRUE
1,1,13,12,2,2,388,0,11,TRUE
1,0,11,105,10,14,214,0,4,TRUE
2,0,23,161,14,20,295,6,3,TRUE
1,0,9,15,8,5,102,0,5,TRUE
2,0,9,10,3,5,30,1,1,TRUE
1,0,109,697,105,36,923,0,8,TRUE
1,0,31,100,5,7,741,0,10,TRUE
3,0,8,37,1,10,212,14,6,TRUE
2,12,22,17,13,7,90,1,2,TRUE
1,0,126,0,125,1,1,0,1,TRUE
2,0,1,0,1,7,83,0,1,TRUE
5,0,3,0,1,2,25,0,1,TRUE
3,0,13,37,3,14,154,0,1,TRUE
1,0,126,0,125,1,1,0,1,TRUE
1,0,2,1,1,2,121,0,13,TRUE
1,0,3,105,3,13,519,0,5,TRUE
2,12,22,17,13,7,90,1,2,TRUE
1,0,10,1,6,1,23,0,1,TRUE
2,0,7,0,3,1,12,0,0,TRUE
1,0,3,105,3,13,519,0,5,TRUE
1,0,15,3,3,2,431,0,4,TRUE
2,1,50,1723,12,48,1182,1,7,TRUE
1,0,2,1,1,2,121,0,13,TRUE
1,0,24,78,15,12,218,0,2,TRUE
1,0,24,78,15,12,218,0,2,TRUE
1,0,12,3,11,3,3,0,1,TRUE
2,36,53,256,38,16,301,1,3,TRUE
2,0,9,6,3,4,28,1,1,TRUE
3,0,6,0,1,4,50,6,2,TRUE
1,0,3,66,2,11,112,0,1,TRUE
3,0,4,3,1,7,73,2,3,TRUE
3,0,6,0,1,4,50,6,2,TRUE
1,0,7,28,2,7,507,0,6,TRUE
1,0,19,3,17,3,3,0,1,TRUE
4,0,6,0,1,4,85,2,1,TRUE
4,0,14,72,3,7,396,1,10,TRUE
2,2,12,83,2,12,297,1,2,TRUE
1,1,14,8,2,2,380,0,11,TRUE
1,0,7,4,5,5,57,0,1,TRUE
1,0,4,0,1,4,35,0,1,TRUE
1,4,4,1,4,3,14,0,1,TRUE
1,0,9,122,3,16,275,0,9,TRUE
2,36,53,256,38,16,301,1,3,TRUE
1,0,18,0,18,1,1,0,1,TRUE
1,0,7,28,2,7,507,0,6,TRUE
2,0,11,1,2,3,88,2,2,TRUE
2,12,22,17,13,7,90,1,2,TRUE
1,2,10,39,4,8,108,0,2,TRUE
2,0,22,44,6,10,248,1,2,TRUE
2,0,6,62,1,15,190,4,2,TRUE
1,0,31,100,5,7,741,0,10,TRUE
1,0,5,1,2,3,28,0,1,TRUE
1,0,3,66,2,11,112,0,1,TRUE
1,0,17,105,2,15,123,0,1,TRUE
4,0,6,0,1,4,85,2,1,TRUE
2,0,8,14,1,7,105,0,1,TRUE
1,0,12,3,11,3,3,0,1,TRUE
1,0,9,85,1,10,242,0,5,TRUE
1,0,3,66,2,11,112,0,1,TRUE
2,1,50,1723,12,48,1182,1,7,TRUE
2,0,23,161,14,20,295,6,3,TRUE
4,0,4,5,0,1,99,2,2,TRUE
1,0,7,28,2,7,507,0,6,TRUE
1,0,9,122,3,16,275,0,9,TRUE
3,0,8,1,2,2,31,0,2,TRUE
2,0,6,62,1,15,190,4,2,TRUE
1,0,31,100,5,7,741,0,10,TRUE
1,0,3,66,2,11,112,0,1,TRUE
3,0,7,0,1,8,86,2,1,TRUE
1,0,18,0,18,1,1,0,1,TRUE
2,0,13,189,2,20,232,1,1,TRUE
1,0,4,10,1,4,56,0,1,TRUE
2,1,7,0,1,7,66,1,1,TRUE
5,0,8,0,7,2,21,0,1,TRUE
3,0,6,0,1,4,50,6,2,TRUE
1,0,14,66,1,11,74,0,1,TRUE
1,0,109,697,105,36,923,0,8,TRUE
3,0,5,318,1,29,342,3,1,TRUE
2,2,12,83,2,12,297,1,2,TRUE
3,0,8,4,1,9,92,2,2,TRUE
1,1,15,46,7,16,444,0,8,TRUE
1,0,4,0,1,4,35,0,1,TRUE
2,0,11,15,4,6,44,0,1,TRUE
1,1,4,1,2,2,5,0,1,TRUE
1,11,23,687,13,31,405,0,4,TRUE
1,4,4,1,4,3,14,0,1,TRUE
3,0,7,0,1,8,86,2,1,TRUE
3,0,2,1,1,3,15,0,1,TRUE
4,0,7,13,1,10,82,1,2,TRUE
5,0,3,0,1,2,25,0,1,TRUE
2,0,7,0,3,1,12,0,0,TRUE
3,0,5,318,1,29,342,3,1,TRUE
1,2,10,39,4,8,108,0,2,TRUE
2,2,18,42,7,8,340,1,2,TRUE
4,0,14,72,3,7,396,1,10,TRUE
5,0,5,6,3,3,67,0,2,TRUE
1,0,4,0,1,4,35,0,1,TRUE
3,0,2,1,1,3,15,0,1,TRUE
2,1,50,1723,12,48,1182,1,7,TRUE
3,0,6,0,1,4,50,6,2,TRUE
5,0,5,6,3,3,67,0,2,TRUE
1,0,15,3,3,2,431,0,4,TRUE
1,0,15,3,3,2,431,0,4,TRUE
1,0,4,10,4,5,5,0,1,TRUE
1,0,24,78,15,12,218,0,2,TRUE
1,1,14,8,2,2,380,0,11,TRUE
2,0,8,14,1,7,105,0,1,TRUE
3,0,6,0,1,4,50,6,2,TRUE
2,0,9,10,3,5,30,1,1,TRUE
1,0,6,112,4,14,301,0,1,TRUE
2,2,12,83,2,12,297,1,2,TRUE
1,0,2,1,2,2,2,0,1,TRUE
2,0,5,3,2,3,10,0,1,TRUE
1,0,109,697,105,36,923,0,8,TRUE
1,0,109,697,105,36,923,0,8,TRUE
1,0,9,15,8,5,102,0,5,TRUE
1,1,14,8,2,2,380,0,11,TRUE
2,2,12,83,2,12,297,1,2,TRUE
1,0,11,105,10,14,214,0,4,TRUE
