@relation Keymind-AA-weka.filters.supervised.instance.Resample-B1.0-S1-Z143.9

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
9,25,25,TRUE
0,-19,51,TRUE
0,-24,39,TRUE
0,-7,61,TRUE
0,-25,61,TRUE
0,-6,12,TRUE
9,6,79,TRUE
0,-28,52,TRUE
87,10,86,TRUE
0,-7,55,TRUE
0,0,48,TRUE
41,24,38,TRUE
0,0,44,TRUE
28,26,16,TRUE
0,0,25,TRUE
6,7,28,TRUE
52,9,9,TRUE
0,27,38,TRUE
38,18,25,TRUE
0,-6,46,TRUE
35,45,13,TRUE
0,0,25,TRUE
29,7,47,TRUE
0,-28,38,TRUE
0,-21,42,TRUE
95,17,39,TRUE
0,-7,20,TRUE
41,24,38,TRUE
0,-6,28,TRUE
41,24,38,TRUE
0,0,48,TRUE
19,6,22,TRUE
39,26,49,TRUE
2,25,28,TRUE
35,7,43,TRUE
87,10,86,TRUE
0,0,192,TRUE
0,-10,121,TRUE
0,-6,60,TRUE
0,-28,48,TRUE
0,-7,120,TRUE
9,6,59,TRUE
49,24,33,TRUE
0,-5,19,TRUE
0,-28,35,TRUE
8,23,41,TRUE
0,-28,111,TRUE
11,7,48,TRUE
0,-21,35,TRUE
29,6,29,TRUE
0,-28,55,TRUE
2,25,28,TRUE
6,7,28,TRUE
0,-8,57,TRUE
95,17,39,TRUE
8,23,41,TRUE
0,-10,38,TRUE
0,-7,55,TRUE
9,6,59,TRUE
0,-8,57,TRUE
0,-39,42,TRUE
0,-41,28,TRUE
52,9,9,TRUE
0,-1,38,TRUE
0,-10,81,TRUE
0,-6,46,TRUE
0,-25,88,TRUE
0,-10,81,TRUE
12,9,28,TRUE
0,-28,121,TRUE
9,6,59,TRUE
0,-7,20,TRUE
64,6,84,TRUE
0,-4,25,TRUE
20,9,38,TRUE
0,-19,51,TRUE
0,0,48,TRUE
0,0,395,TRUE
0,-7,55,TRUE
46,9,75,TRUE
0,-25,88,TRUE
3,45,21,TRUE
0,-72,105,TRUE
0,-8,57,TRUE
3,6,55,TRUE
8,23,41,TRUE
0,-4,25,TRUE
0,-28,145,TRUE
0,-6,19,TRUE
12,9,28,TRUE
0,-28,121,TRUE
0,-10,121,TRUE
0,-10,48,TRUE
0,-7,88,TRUE
18,12,47,TRUE
2,25,28,TRUE
28,26,16,TRUE
0,-7,20,TRUE
35,7,43,TRUE
0,-7,40,TRUE
64,6,84,TRUE
0,-10,121,TRUE
0,-6,44,TRUE
20,9,56,TRUE
0,-6,28,TRUE
52,9,9,TRUE
0,-7,88,TRUE
0,-10,48,TRUE
41,24,38,TRUE
23,27,23,TRUE
0,-7,55,TRUE
29,7,47,TRUE
0,-28,145,TRUE
0,-8,126,TRUE
0,-24,44,TRUE
9,6,79,TRUE
0,-25,120,TRUE
0,-37,59,TRUE
0,-10,111,TRUE
0,-10,35,TRUE
0,-21,35,TRUE
29,7,47,TRUE
0,-10,38,TRUE
0,-7,40,TRUE
0,-7,55,TRUE
11,7,48,TRUE
0,-6,54,TRUE
28,26,16,TRUE
0,-37,59,TRUE
8,23,41,TRUE
9,25,25,TRUE
41,24,38,TRUE
10,45,78,TRUE
0,-24,44,TRUE
0,-90,105,TRUE
0,-6,90,TRUE
0,-1,27,TRUE
0,45,38,TRUE
0,-7,46,TRUE
13,26,137,TRUE
2,25,28,TRUE
38,18,25,TRUE
35,7,43,TRUE
0,-10,55,TRUE
37,26,155,TRUE
0,-24,44,TRUE
29,7,47,TRUE
3,45,21,TRUE
49,24,33,TRUE
13,26,137,TRUE
0,-72,105,TRUE
0,27,38,TRUE
46,9,75,TRUE
0,0,35,TRUE
0,-28,81,TRUE
87,10,86,TRUE
0,-25,22,TRUE
47,7,34,TRUE
0,-7,88,TRUE
0,0,192,TRUE
52,8,44,TRUE
0,-6,44,TRUE
0,-7,88,TRUE
0,27,56,TRUE
20,9,56,TRUE
0,0,44,TRUE
0,-7,40,TRUE
47,7,34,TRUE
0,-28,35,TRUE
0,-25,61,TRUE
0,-28,55,TRUE
0,-28,55,TRUE
0,-21,35,TRUE
0,-28,52,TRUE
2,2,51,TRUE
0,-19,59,TRUE
0,-24,44,TRUE
87,10,86,TRUE
0,-7,20,TRUE
0,-10,34,TRUE
0,0,25,TRUE
0,-19,51,TRUE
0,44,137,TRUE
0,-10,35,TRUE
0,0,192,TRUE
52,9,9,TRUE
0,-6,28,TRUE
39,26,49,TRUE
0,-6,90,TRUE
0,-37,51,TRUE
20,9,38,TRUE
0,-28,81,TRUE
31,25,50,TRUE
0,0,395,TRUE
0,-44,669,FALSE
0,-62,650,FALSE
19,18,13,FALSE
0,-44,1279,FALSE
0,-11,65,FALSE
0,-6,29,FALSE
10,13,16,FALSE
0,-10,29,FALSE
29,24,15,FALSE
0,-3,36,FALSE
2,9,7,FALSE
0,-6,28,FALSE
0,-23,2,FALSE
0,-11,94,FALSE
0,-25,61,FALSE
0,-44,1279,FALSE
0,-44,1279,FALSE
0,-21,14,FALSE
0,-62,1279,FALSE
6,25,25,FALSE
0,-62,1279,FALSE
23,45,91,FALSE
18,27,21,FALSE
21,25,39,FALSE
0,-39,14,FALSE
0,-20,21,FALSE
33,10,51,FALSE
0,-21,35,FALSE
0,-16,50,FALSE
0,-35,10,FALSE
32,44,18,FALSE
14,25,20,FALSE
0,-39,35,FALSE
0,-39,3,FALSE
0,-6,20,FALSE
0,-62,1279,FALSE
0,-5,23,FALSE
0,-9,24,FALSE
28,27,9,FALSE
0,-62,1279,FALSE
0,-44,1279,FALSE
0,-24,28,FALSE
0,-62,649,FALSE
0,-2,27,FALSE
0,-45,23,FALSE
18,9,21,FALSE
4,27,7,FALSE
0,-6,73,FALSE
0,-62,1279,FALSE
0,-41,2,FALSE
0,-39,20,FALSE
0,-6,39,FALSE
18,27,21,FALSE
0,-39,346,FALSE
2,8,18,FALSE
10,9,19,FALSE
0,-2,27,FALSE
0,-16,50,FALSE
21,12,30,FALSE
0,-63,20,FALSE
0,45,7,FALSE
0,-6,89,FALSE
0,-25,22,FALSE
5,8,31,FALSE
7,8,115,FALSE
0,-6,89,FALSE
0,-24,43,FALSE
0,45,7,FALSE
0,45,7,FALSE
0,-62,1279,FALSE
34,18,3,FALSE
0,-10,29,FALSE
0,45,7,FALSE
0,-24,43,FALSE
0,-45,44,FALSE
0,-62,1279,FALSE
0,-44,689,FALSE
0,-44,1279,FALSE
0,-28,62,FALSE
0,-62,693,FALSE
0,-3,53,FALSE
0,-53,82,FALSE
19,18,2,FALSE
0,-44,1279,FALSE
0,-21,140,FALSE
16,26,15,FALSE
2,27,16,FALSE
0,-62,649,FALSE
0,45,7,FALSE
0,-45,44,FALSE
0,-44,1279,FALSE
21,12,30,FALSE
0,-62,1279,FALSE
0,-29,83,FALSE
0,-26,56,FALSE
0,-44,650,FALSE
0,-7,48,FALSE
0,-11,83,FALSE
20,11,12,FALSE
0,-39,35,FALSE
0,-25,25,FALSE
0,-28,62,FALSE
12,9,23,FALSE
6,7,29,FALSE
0,-6,102,FALSE
2,8,58,FALSE
4,9,16,FALSE
0,-63,35,FALSE
0,-7,48,FALSE
0,-24,21,FALSE
15,44,9,FALSE
0,0,44,FALSE
0,-62,1279,FALSE
18,9,42,FALSE
18,9,42,FALSE
0,0,35,FALSE
8,9,16,FALSE
0,25,29,FALSE
0,-6,16,FALSE
0,-37,31,FALSE
0,-44,1279,FALSE
0,-5,103,FALSE
0,-6,73,FALSE
0,-39,14,FALSE
0,-28,29,FALSE
0,-11,83,FALSE
6,13,34,FALSE
0,-6,102,FALSE
0,-7,21,FALSE
0,-10,37,FALSE
0,-21,17,FALSE
0,-29,94,FALSE
0,-6,60,FALSE
0,0,29,FALSE
0,-40,22,FALSE
18,9,7,FALSE
0,-44,1279,FALSE
0,-6,28,FALSE
52,45,79,FALSE
0,-63,20,FALSE
0,-39,35,FALSE
27,9,12,FALSE
0,27,7,FALSE
8,18,13,FALSE
0,0,35,FALSE
0,-44,693,FALSE
0,-28,36,FALSE
0,-7,22,FALSE
0,-25,35,FALSE
21,15,9,FALSE
1,44,131,FALSE
0,-22,5,FALSE
0,-35,94,FALSE
0,-1,35,FALSE
0,-53,82,FALSE
0,-45,20,FALSE
0,-4,15,FALSE
0,-2,27,FALSE
0,-7,40,FALSE
4,45,12,FALSE
0,-38,21,FALSE
0,-3,53,FALSE
36,13,13,FALSE
0,-38,92,FALSE
14,25,20,FALSE
0,-62,669,FALSE
27,9,12,FALSE
0,-1,51,FALSE
0,-28,62,FALSE
6,44,19,FALSE
0,-39,53,FALSE
0,-7,40,FALSE
0,-10,53,FALSE
0,-62,1279,FALSE
7,45,26,FALSE
0,-62,1279,FALSE
0,-25,19,FALSE
0,-44,1279,FALSE
0,-25,48,FALSE
0,-10,37,FALSE
0,-44,1279,FALSE
0,-38,149,FALSE
0,-39,17,FALSE
0,-20,149,FALSE
6,18,40,FALSE
0,-28,36,FALSE
0,-62,669,FALSE
0,-44,1279,FALSE
3,27,15,FALSE
0,-63,20,FALSE
0,-10,29,FALSE
0,-25,40,FALSE
0,-62,669,FALSE
0,-25,22,FALSE
0,-28,29,FALSE
0,27,7,FALSE
0,-44,1279,FALSE
0,-20,149,FALSE
4,27,7,FALSE
0,-44,1279,FALSE
1,44,67,FALSE
31,27,32,FALSE
16,27,9,FALSE
0,0,35,FALSE
2,8,18,FALSE
21,15,9,FALSE
4,7,21,FALSE
0,-38,21,FALSE
7,45,7,FALSE
0,-10,99,FALSE
3,27,15,FALSE
0,-25,101,FALSE
31,9,12,FALSE
0,-7,35,FALSE
33,10,51,FALSE
31,27,59,FALSE
0,0,44,FALSE
0,-5,103,FALSE
0,-21,14,FALSE
4,45,12,FALSE
0,-6,60,FALSE
0,-7,22,FALSE
0,-24,39,FALSE
0,-3,36,FALSE
7,7,12,FALSE
0,-62,689,FALSE
0,-7,35,FALSE
0,-16,50,FALSE
0,-3,36,FALSE
0,-62,669,FALSE
29,24,15,FALSE
0,-39,3,FALSE
0,-20,21,FALSE
0,-23,2,FALSE
11,26,87,FALSE
18,9,11,FALSE
0,-62,1279,FALSE
7,8,115,FALSE
0,-39,14,FALSE
27,27,10,FALSE
0,-44,650,FALSE
0,-22,22,FALSE
0,-39,140,FALSE
0,-6,44,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
6,25,25,FALSE
31,27,59,FALSE
0,-35,94,FALSE
0,-62,693,FALSE
20,11,12,FALSE
2,9,7,FALSE
0,-23,2,FALSE
0,-7,61,FALSE
5,5,14,FALSE
0,-62,1279,FALSE
13,8,21,FALSE
0,-24,29,FALSE
0,-11,49,FALSE
0,-39,140,FALSE
0,0,116,FALSE
0,-6,29,FALSE
0,-28,29,FALSE
0,-44,669,FALSE
0,-38,149,FALSE
5,8,31,FALSE
0,-21,20,FALSE
0,-10,55,FALSE
0,-39,14,FALSE
0,-21,14,FALSE
0,-44,1279,FALSE
23,9,18,FALSE
1,8,9,FALSE
0,-39,140,FALSE
0,-39,346,FALSE
0,0,20,FALSE
0,-39,35,FALSE
0,-7,61,FALSE
39,18,9,FALSE
0,-6,21,FALSE
39,18,9,FALSE
0,-62,680,FALSE
0,-62,1279,FALSE
0,-6,16,FALSE
23,9,18,FALSE
7,24,16,FALSE
0,-16,24,FALSE
0,-44,652,FALSE
0,-7,48,FALSE
0,-39,95,FALSE
0,-7,35,FALSE
0,-16,50,FALSE
0,-10,36,FALSE
0,-44,1279,FALSE
4,27,7,FALSE
0,-62,652,FALSE
0,-4,15,FALSE
0,-39,14,FALSE
0,-63,20,FALSE
0,-21,100,FALSE
0,-7,19,FALSE
34,18,3,FALSE
0,-62,1279,FALSE
0,-11,49,FALSE
0,-62,1279,FALSE
0,-62,689,FALSE
18,9,22,FALSE
16,26,15,FALSE
0,0,44,FALSE
0,-6,28,FALSE
19,18,13,FALSE
0,-10,55,FALSE
0,-44,1279,FALSE
0,-16,50,FALSE
0,-44,1279,FALSE
0,-7,61,FALSE
9,27,12,FALSE
0,-62,1279,FALSE
0,-25,35,FALSE
0,-53,10,FALSE
0,-62,1279,FALSE
0,-39,17,FALSE
1,44,131,FALSE
14,25,20,FALSE
0,-62,1279,FALSE
0,-25,35,FALSE
0,-7,53,FALSE
0,-16,24,FALSE
0,-39,53,FALSE
0,-44,689,FALSE
0,-44,1279,FALSE
0,0,57,FALSE
0,-7,25,FALSE
0,-6,39,FALSE
0,-62,1279,FALSE
7,12,49,FALSE
