@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z38.571425-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,5,0,1,4,0.333333,24,0,0.875,4.75,FALSE
8,32,15,6,10,0.666667,166,1,0.3,15.3,FALSE
8,26,0,4,7,0.666667,261,0,0.342857,35.714286,FALSE
4,12,0,3,4,0.333333,70,0,0.5,16,FALSE
8,20,3,7,2,1,151,0,0.5,48.333333,FALSE
10,44,0,10,14,0.730769,199,1,0.255102,12.928571,FALSE
10,5,10,0,5,2,5,0,0.533333,0,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
5,68,181,3,17,0.806818,462,0,0.140909,18.73913,FALSE
3,24,11,3,4,0.8,151,0,0.5,23.833333,FALSE
9,20,1,8,2,2,132,0,1,65,FALSE
4,13,0,4,5,0.5,65,0,0.8,11.6,FALSE
12,5,0,4,3,0.333333,18,1,0.4375,3.25,FALSE
3,7,1,3,2,2,23,0,1,10.5,FALSE
12,41,19,9,9,0.816667,240,0,0.290909,20.272727,FALSE
17,36,3,12,10,0.583333,253,2,0.266667,23.9,FALSE
9,33,0,9,6,0.68,205,1,0.416667,32.333333,FALSE
5,22,1,5,6,0.7,137,0,0.416667,21.166667,FALSE
6,26,0,5,5,0.571429,173,0,0.375,20.25,FALSE
6,46,10,6,7,0.771429,394,0,0.375,47.625,FALSE
10,26,6,9,2,1,195,0,0.5,47.5,FALSE
0,6,1,0,2,2,63,0,0.666667,30.5,FALSE
10,29,43,3,8,0.833333,91,1,0.2,7.9,FALSE
9,50,21,9,1,2,686,0,0.714286,97,FALSE
13,23,6,12,1,2,195,0,0.333333,47.75,FALSE
30,46,65,3,17,0.416667,448,0,0.289474,22.473684,FALSE
1,11,7,0,7,0.333333,98,0,0.714286,12.571429,FALSE
9,26,0,4,7,0.666667,263,0,0.342857,36,FALSE
13,48,58,13,12,0.786667,480,2,0.25,28.375,FALSE
1,9,0,1,1,0,58,1,0.666667,17.333333,FALSE
21,155,1670,21,59,0.917188,1504,5,0.244141,21.830769,FALSE
4,0,0,2,0,2,0,0,0,0,FALSE
4,4,1,4,1,2,11,0,0.666667,4.5,FALSE
9,23,1,8,2,2,204,0,1,101,FALSE
13,59,248,4,20,0.875,290,1,0.173333,10.36,FALSE
2,2,1,1,2,2,2,0,1,0,FALSE
8,6,15,1,6,2,6,0,0.444444,0,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
9,26,3,8,2,2,147,0,1,48,FALSE
3,9,0,2,5,0.666667,64,0,0.533333,11.2,FALSE
33,80,201,8,20,0.573333,719,2,0.152727,26.538462,FALSE
10,52,27,10,17,0.777778,699,0,0.298246,35.368421,FALSE
9,5,0,4,3,0.333333,18,1,0.4375,3.25,FALSE
25,52,181,2,14,0.731405,1489,0,0.290909,63.26087,FALSE
9,29,0,8,5,0.571429,179,0,0.375,21,FALSE
4,15,6,0,7,0.571429,286,0,0.541667,34.5,FALSE
4,19,3,4,2,2,136,0,0.666667,44.333333,FALSE
11,61,0,11,8,0.913333,517,1,0.8,44.636364,FALSE
51,10,8,0,3,0.3125,69,1,0.583333,12,FALSE
1,10,0,1,1,0,67,1,0.666667,20.333333,FALSE
5,68,407,3,13,0.904762,624,2,0.316129,18.451613,FALSE
15,39,19,12,8,0.888889,344,1,0.228571,32.6,FALSE
6,25,0,1,7,0.6,169,0,0.416667,19.5,FALSE
15,65,76,15,13,0.92,483,0,0.311111,28.25,TRUE
4,40,130,4,18,0.736842,345,1,0.284211,15.9,TRUE
8,23,67,2,9,0.714286,170,0,0.516667,9.933333,TRUE
14,35,11,13,8,0.711111,216,1,0.32,20.1,TRUE
7,39,0,6,7,0.712963,424,0,0.292308,30.923077,TRUE
20,103,209,20,25,0.82,673,2,0.16129,20.387097,TRUE
61,144,1603,10,31,0.874288,2303,2,0.21371,35.015873,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
12,68,133,6,16,0.571429,677,0,0.266234,29.590909,TRUE
16,78,69,16,10,0.826531,502,0,0.233333,32,TRUE
25,138,421,22,17,0.863636,1740,0,0.142045,49.647059,TRUE
18,69,163,14,14,0.846154,514,2,0.198864,20.782609,TRUE
15,67,295,11,29,0.842975,586,1,0.173203,15.911765,TRUE
25,77,162,16,14,0.7375,566,4,0.135,25.380952,TRUE
7,18,10,6,4,1,95,0,0.5,17.8,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
29,100,420,25,22,0.902778,1585,0,0.28125,46.212121,TRUE
23,98,112,15,4,0.730435,951,9,0.242857,43.190476,TRUE
10,92,39,10,29,0.723485,710,2,0.148485,19.647059,TRUE
202,247,4576,23,87,0.979501,2015,4,0.09087,18.81,TRUE
10,78,8,9,9,0.75,502,1,0.384615,37.076923,TRUE
11,71,124,6,15,0.782895,698,0,0.3,33.5,TRUE
3,25,0,2,7,0.541667,211,0,0.47619,28.571429,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
31,210,844,30,28,0.877404,2937,2,0.127315,58.408163,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
8,34,0,8,6,0.6,493,0,0.555556,80.5,TRUE
11,18,0,10,9,0.583333,78,1,0.161538,4.846154,TRUE
18,47,97,5,16,0.833333,273,1,0.305263,13,TRUE
3,38,6,3,8,0.619048,233,0,0.375,27.75,TRUE
138,52,361,7,20,0.866379,318,4,0.195833,9.333333,TRUE
17,87,20,17,9,0.916667,687,2,0.260417,55.25,TRUE
16,42,17,9,10,0.7,291,2,0.287879,25,TRUE
5,57,34,3,2,1.083333,566,0,0.303571,60.888889,TRUE
7,14,3,6,1,2,88,0,0.444444,28.333333,TRUE
7,33,65,7,14,0.910256,404,1,0.595238,27,TRUE
13,97,116,13,16,0.868421,895,0,0.19,42.85,TRUE
8,27,55,7,9,1.1,218,0,0.284091,18.636364,TRUE
13,28,10,12,1,1,225,0,0.333333,43.6,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
27,78,158,17,15,0.735714,659,5,0.145,29.714286,TRUE
11,91,108,10,15,0.776316,962,0,0.2125,46.3,TRUE
4,34,11,4,5,0.6,236,1,0.666667,37.833333,TRUE
9,28,1,8,2,2,268,0,1,133,TRUE
13,55,26,13,14,0.577778,275,1,0.390625,16,TRUE
17,48,41,16,11,0.769231,384,2,0.261905,25.928571,TRUE
3,14,1,3,3,0.5,84,0,0.666667,26.666667,TRUE
6,80,272,6,12,0.928105,777,1,0.290123,26.142857,TRUE
11,83,291,9,20,0.889423,658,2,0.185185,23.074074,TRUE
6,4,6,4,4,2,4,0,0.625,0,TRUE
5,11,1,4,1,0.5,41,1,0.75,12.333333,TRUE
35,213,2518,35,74,0.94,2199,10,0.1375,25.777778,TRUE
10,47,11,9,10,0.75,329,3,0.2125,31.1,TRUE
