@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,45,4,311,0.513514,0.315789,FALSE
19,107,0,659,0.650485,0.32973,FALSE
3,11,2,48,0.727273,0.666667,FALSE
6,28,6,110,0.923913,0.458333,FALSE
16,81,0,504,0.683673,0.3,FALSE
2,13,1,86,0,0.571429,FALSE
8,20,6,155,0,0.444444,FALSE
6,1,1,1,0,1,FALSE
6,31,0,133,0,0.333333,FALSE
9,9,9,27,0.961538,0.666667,FALSE
17,91,17,620,0.628866,0.412162,FALSE
11,24,4,107,0,0.393939,FALSE
20,71,20,476,0.631579,0.296296,FALSE
2,13,0,69,0,0.625,FALSE
2,12,1,53,0,0.7,FALSE
8,7,7,37,0.933333,0.6,FALSE
72,47,0,382,0,0.1375,FALSE
4,16,1,130,0,0.45,FALSE
15,85,0,542,0.783019,0.192308,FALSE
5,14,0,43,0.636364,0.666667,FALSE
2,18,1,102,0.983871,0.666667,FALSE
9,4,0,32,0,0.75,FALSE
3,6,0,15,0.777778,0.833333,FALSE
4,18,0,53,0.933333,1,FALSE
10,2,1,2,0,0.666667,FALSE
26,8,3,8,0,1,FALSE
7,36,7,243,0.743902,0.363636,FALSE
10,38,0,207,0.881579,0.65,FALSE
8,15,7,78,0.875,0.444444,FALSE
7,1,1,1,0,1,FALSE
5,1,2,1,0,1,FALSE
3,13,2,48,0,0.4,FALSE
3,22,0,68,0.967568,0.857143,FALSE
4,3,4,17,0.928571,0.6,FALSE
9,51,3,297,0,0.346154,FALSE
6,1,1,1,0,1,FALSE
4,11,1,60,0,0.481481,FALSE
6,4,3,8,0,0.625,FALSE
11,4,0,20,0,0.555556,FALSE
10,41,10,214,0.5,0.4,FALSE
11,40,0,212,0,0.416667,FALSE
6,28,0,95,0.924812,0.431818,FALSE
11,28,8,127,0.125,0.25,FALSE
3,8,0,51,0,0.535714,FALSE
2,17,2,103,0,0.466667,FALSE
7,12,3,40,0,0.428571,FALSE
7,52,5,420,0,0.25,TRUE
14,58,13,478,0,0.307692,TRUE
16,31,12,146,0,0.183824,TRUE
15,68,14,472,0.676471,0.180124,TRUE
10,44,7,305,0.833333,0.6,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
8,6,2,6,0,1,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
6,63,6,435,0.809524,0.4,TRUE
6,26,5,125,0,0.3,TRUE
7,15,3,83,0.3,0.34375,TRUE
3,17,0,136,0,0.375,TRUE
10,36,10,159,0.454545,0.377778,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
12,51,10,451,0.717647,0.35,TRUE
13,88,13,531,0.597561,0.375,TRUE
13,6,3,6,0,1,TRUE
10,31,5,182,0,0.266667,TRUE
6,33,0,179,0,0.444444,TRUE
6,39,3,193,0,0.35,TRUE
6,14,1,105,0,0.311111,TRUE
8,10,2,10,0,0.5,TRUE
4,30,4,170,0.790323,0.357143,TRUE
12,29,0,99,0.142857,0.238095,TRUE
150,67,5,653,0.28,0.280303,TRUE
18,52,18,489,0,0.25,TRUE
12,52,12,288,0.753846,0.470588,TRUE
14,65,13,402,0.671233,0.37,TRUE
29,96,0,669,0.861789,0.205882,TRUE
4,14,3,89,0.714286,0.444444,TRUE
20,12,9,12,0,0.2,TRUE
5,5,3,9,0,0.666667,TRUE
5,18,0,125,0.538462,0.464286,TRUE
16,103,0,824,0.663366,0.314286,TRUE
42,27,1,164,0,0.340909,TRUE
19,81,17,681,0,0.285714,TRUE
72,318,48,3982,0,0.087369,TRUE
30,173,21,2020,0,0.122201,TRUE
8,42,7,329,0,0.263158,TRUE
5,3,0,3,0,0.666667,TRUE
3,35,1,303,0,0.357143,TRUE
11,78,10,564,0.642105,0.371429,TRUE
7,31,6,166,0.64,0.363636,TRUE
19,39,13,178,0.3,0.328125,TRUE
7,21,4,88,0,0.625,TRUE
