@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,3,1,3,0,1,FALSE
19,107,0,659,0.650485,0.32973,FALSE
9,23,8,125,0,0.444444,FALSE
2,19,1,97,0,0.285714,FALSE
11,3,1,3,0,0.666667,FALSE
8,15,6,67,0,0.65,FALSE
3,4,2,10,0.833333,0.666667,FALSE
7,12,3,40,0,0.428571,FALSE
27,6,2,6,0,0.541667,FALSE
4,2,0,2,0,0.666667,FALSE
11,51,8,349,0,0.383333,FALSE
15,34,14,326,0,0.6,FALSE
8,31,8,108,0.956044,0.466667,FALSE
6,31,0,133,0,0.333333,FALSE
13,34,11,152,0.977011,1,FALSE
4,16,1,130,0,0.45,FALSE
3,9,0,27,0.777778,0.833333,FALSE
9,4,0,4,0,0.666667,FALSE
7,26,6,158,0,0.525,FALSE
5,21,0,83,0.968254,0.5,FALSE
3,16,1,98,0,0.5,FALSE
4,3,4,17,0.928571,0.6,FALSE
14,103,14,642,0.592233,0.372093,FALSE
9,51,3,297,0,0.346154,FALSE
5,5,4,22,0.933333,0.625,FALSE
4,13,0,41,0.8125,0.583333,FALSE
5,6,4,21,0.5,0.5,FALSE
3,4,2,10,0.833333,0.666667,FALSE
4,1,1,1,0,1,FALSE
7,45,4,311,0.513514,0.315789,FALSE
6,6,1,32,0,0.466667,FALSE
7,29,5,171,0.388889,0.25,FALSE
6,1,1,1,0,1,FALSE
28,37,6,172,0,0.201923,FALSE
15,78,15,413,0.792208,0.254902,FALSE
7,27,0,85,0.944134,0.345455,FALSE
15,108,0,896,0.59292,0.221884,FALSE
22,1,0,1,0,1,FALSE
8,9,4,29,0,0.5,FALSE
7,31,0,303,0.5,0.393939,FALSE
11,17,3,77,0,0.333333,FALSE
9,12,8,59,0,0.5,FALSE
5,32,5,222,0.416667,0.4,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
7,34,4,217,0,0.202614,FALSE
15,15,3,57,0,0.272727,FALSE
12,4,3,4,0,0.5,TRUE
72,318,48,3982,0,0.087369,TRUE
7,31,6,166,0.64,0.363636,TRUE
13,6,3,6,0,1,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
8,10,2,10,0,0.5,TRUE
4,14,3,89,0.714286,0.444444,TRUE
5,18,0,125,0.538462,0.464286,TRUE
3,8,1,34,0,0.6,TRUE
16,31,12,146,0,0.183824,TRUE
11,78,10,564,0.642105,0.371429,TRUE
13,13,2,47,0,0.333333,TRUE
5,5,3,9,0,0.666667,TRUE
10,31,5,182,0,0.266667,TRUE
30,20,7,21,0,0.225,TRUE
8,5,5,15,0,0.625,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
5,79,0,948,0,0.292857,TRUE
7,52,5,420,0,0.25,TRUE
14,58,13,478,0,0.307692,TRUE
5,18,2,109,0,0.416667,TRUE
154,583,98,8095,0,0.068627,TRUE
6,37,4,172,0,0.666667,TRUE
10,44,9,432,0,0.357143,TRUE
19,81,17,681,0,0.285714,TRUE
10,44,7,305,0.833333,0.6,TRUE
8,51,8,255,0.777778,0.366667,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
7,21,4,108,0,0.5625,TRUE
6,33,0,179,0,0.444444,TRUE
6,14,1,105,0,0.311111,TRUE
8,6,2,6,0,1,TRUE
12,29,0,99,0.142857,0.238095,TRUE
32,87,15,691,0.606557,0.285,TRUE
13,88,13,531,0.597561,0.375,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
9,44,9,230,0.777778,0.366667,TRUE
12,32,4,152,0,0.309524,TRUE
3,35,1,303,0,0.357143,TRUE
8,39,7,193,0.695652,0.375,TRUE
12,52,12,288,0.753846,0.470588,TRUE
6,26,5,125,0,0.3,TRUE
18,73,0,666,0.736264,0.38,TRUE
13,64,0,411,0.82716,0.306667,TRUE
7,17,4,69,0,0.28,TRUE
6,33,4,229,0,0.48,TRUE
