@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,60,10,515,0,0.166667,FALSE
6,25,2,167,0,0.256579,FALSE
23,83,5,638,0,0.194118,FALSE
10,38,0,207,0.881579,0.65,FALSE
27,19,2,138,0,0.233333,FALSE
5,24,5,140,0.880435,0.25,FALSE
3,7,0,17,0.98895,1,FALSE
4,21,0,68,0,0.340909,FALSE
10,50,10,267,0.428571,0.323077,FALSE
4,9,3,61,0.777778,0.333333,FALSE
5,6,1,20,0,0.5,FALSE
22,2,0,2,0,0.75,FALSE
13,30,10,149,0,0.5,FALSE
16,38,0,159,0.981132,1,FALSE
2,18,1,102,0.983871,0.666667,FALSE
3,6,2,26,0,0.666667,FALSE
7,70,6,1102,0,0.320313,FALSE
9,39,7,228,0.826087,0.6,FALSE
10,51,9,205,0,0.28125,FALSE
2,17,2,103,0,0.466667,FALSE
7,63,0,939,0,0.345238,FALSE
6,19,2,67,0,0.318182,FALSE
9,8,2,30,0,0.466667,FALSE
5,5,4,22,0.933333,0.625,FALSE
5,1,2,1,0,1,FALSE
4,19,3,57,0.714286,0.5,FALSE
6,32,6,221,0.461538,0.4,FALSE
4,44,2,208,0,0.5625,FALSE
3,13,2,48,0,0.4,FALSE
15,108,0,896,0.59292,0.221884,FALSE
15,86,15,570,0.753086,0.17619,FALSE
2,13,1,86,0,0.571429,FALSE
31,148,31,895,0,0.190862,FALSE
26,111,23,957,0,0.3,FALSE
19,107,0,659,0.650485,0.32973,FALSE
10,2,1,2,0,0.666667,FALSE
6,11,2,41,0,0.466667,FALSE
7,12,3,40,0,0.428571,FALSE
4,3,4,17,0.928571,0.6,FALSE
6,28,0,95,0.924812,0.431818,FALSE
2,8,0,24,0,0.5,FALSE
8,1,0,1,0,1,FALSE
2,22,1,97,0,0.4,FALSE
6,10,5,27,0.5,0.5,FALSE
10,41,10,214,0.5,0.4,FALSE
2,6,1,35,0,0.5,FALSE
16,31,12,146,0,0.183824,TRUE
8,6,2,6,0,1,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
20,12,9,12,0,0.2,TRUE
6,63,6,435,0.809524,0.4,TRUE
150,67,5,653,0.28,0.280303,TRUE
12,29,0,99,0.142857,0.238095,TRUE
7,31,6,166,0.64,0.363636,TRUE
30,173,21,2020,0,0.122201,TRUE
8,42,7,329,0,0.263158,TRUE
4,30,4,170,0.790323,0.357143,TRUE
6,26,5,125,0,0.3,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
11,78,10,564,0.642105,0.371429,TRUE
3,35,1,303,0,0.357143,TRUE
12,52,12,288,0.753846,0.470588,TRUE
12,51,10,451,0.717647,0.35,TRUE
3,17,0,136,0,0.375,TRUE
4,14,3,89,0.714286,0.444444,TRUE
15,68,14,472,0.676471,0.180124,TRUE
6,39,3,193,0,0.35,TRUE
5,18,0,125,0.538462,0.464286,TRUE
5,5,3,9,0,0.666667,TRUE
72,318,48,3982,0,0.087369,TRUE
7,15,3,83,0.3,0.34375,TRUE
5,3,0,3,0,0.666667,TRUE
19,81,17,681,0,0.285714,TRUE
19,39,13,178,0.3,0.328125,TRUE
16,103,0,824,0.663366,0.314286,TRUE
14,58,13,478,0,0.307692,TRUE
14,65,13,402,0.671233,0.37,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
13,6,3,6,0,1,TRUE
10,36,10,159,0.454545,0.377778,TRUE
10,31,5,182,0,0.266667,TRUE
13,88,13,531,0.597561,0.375,TRUE
6,14,1,105,0,0.311111,TRUE
42,27,1,164,0,0.340909,TRUE
8,10,2,10,0,0.5,TRUE
6,33,0,179,0,0.444444,TRUE
29,96,0,669,0.861789,0.205882,TRUE
10,44,7,305,0.833333,0.6,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
7,52,5,420,0,0.25,TRUE
18,52,18,489,0,0.25,TRUE
7,21,4,88,0,0.625,TRUE
