@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,9,3,61,0.777778,0.333333,FALSE
6,10,5,27,0.5,0.5,FALSE
6,28,6,110,0.923913,0.458333,FALSE
4,13,0,41,0.8125,0.583333,FALSE
2,6,1,20,0,0.5,FALSE
3,20,0,61,0.963768,0.833333,FALSE
7,1,1,1,0,1,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
2,20,0,67,0.910448,0.571429,FALSE
6,19,2,67,0,0.318182,FALSE
20,71,20,476,0.631579,0.296296,FALSE
15,108,0,896,0.59292,0.221884,FALSE
10,50,10,267,0.428571,0.323077,FALSE
33,146,23,1086,0,0.079545,FALSE
10,36,10,166,0.454545,0.377778,FALSE
3,8,0,51,0,0.535714,FALSE
10,51,9,205,0,0.28125,FALSE
11,12,0,45,0,0.333333,FALSE
3,24,3,222,0,0.316667,FALSE
4,2,3,9,1,1,FALSE
7,23,0,148,0,0.4,FALSE
4,18,0,53,0.933333,1,FALSE
3,7,0,17,0.98895,1,FALSE
10,2,1,2,0,0.666667,FALSE
9,8,2,30,0,0.466667,FALSE
3,4,1,16,0,0.666667,FALSE
2,6,1,35,0,0.5,FALSE
2,8,0,21,1,0.666667,FALSE
9,12,3,40,0,0.428571,FALSE
4,3,4,17,0.928571,0.6,FALSE
9,4,0,4,0,0.666667,FALSE
9,40,7,286,0.606061,0.5,FALSE
26,111,23,957,0,0.3,FALSE
12,5,1,24,0,0.5,FALSE
6,25,2,167,0,0.256579,FALSE
4,16,2,79,0,0.466667,FALSE
11,28,8,127,0.125,0.25,FALSE
26,11,2,41,0,0.466667,FALSE
13,30,10,149,0,0.5,FALSE
9,12,8,59,0,0.5,FALSE
14,10,3,10,0,0.366667,FALSE
8,7,7,37,0.933333,0.6,FALSE
27,19,2,138,0,0.233333,FALSE
19,113,11,1006,0,0.141608,FALSE
9,51,3,297,0,0.346154,FALSE
7,34,6,288,0,0.333333,FALSE
19,81,17,681,0,0.285714,TRUE
16,31,12,146,0,0.183824,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
13,6,3,6,0,1,TRUE
8,10,2,10,0,0.5,TRUE
5,5,3,9,0,0.666667,TRUE
8,42,7,329,0,0.263158,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
5,18,0,125,0.538462,0.464286,TRUE
6,39,3,193,0,0.35,TRUE
10,36,10,159,0.454545,0.377778,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
14,65,13,402,0.671233,0.37,TRUE
3,17,0,136,0,0.375,TRUE
42,27,1,164,0,0.340909,TRUE
12,51,10,451,0.717647,0.35,TRUE
15,68,14,472,0.676471,0.180124,TRUE
6,26,5,125,0,0.3,TRUE
7,21,4,88,0,0.625,TRUE
7,15,3,83,0.3,0.34375,TRUE
19,39,13,178,0.3,0.328125,TRUE
12,52,12,288,0.753846,0.470588,TRUE
6,14,1,105,0,0.311111,TRUE
18,52,18,489,0,0.25,TRUE
12,29,0,99,0.142857,0.238095,TRUE
72,318,48,3982,0,0.087369,TRUE
4,14,3,89,0.714286,0.444444,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
4,30,4,170,0.790323,0.357143,TRUE
20,12,9,12,0,0.2,TRUE
6,63,6,435,0.809524,0.4,TRUE
8,6,2,6,0,1,TRUE
6,33,0,179,0,0.444444,TRUE
11,78,10,564,0.642105,0.371429,TRUE
13,88,13,531,0.597561,0.375,TRUE
30,173,21,2020,0,0.122201,TRUE
10,44,7,305,0.833333,0.6,TRUE
5,3,0,3,0,0.666667,TRUE
29,96,0,669,0.861789,0.205882,TRUE
16,103,0,824,0.663366,0.314286,TRUE
7,52,5,420,0,0.25,TRUE
14,58,13,478,0,0.307692,TRUE
10,31,5,182,0,0.266667,TRUE
7,31,6,166,0.64,0.363636,TRUE
3,35,1,303,0,0.357143,TRUE
150,67,5,653,0.28,0.280303,TRUE
