@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.3981043

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,1,0,1,0,1,FALSE
14,1,0,3,0,1,FALSE
9,23,3,9,0,2.3333,FALSE
10,20,0,7,1,0.8333,FALSE
22,33,7,5,1,2.3333,FALSE
11,24,6,11,1,1.75,FALSE
16,30,1,14,0,12.5,FALSE
8,19,3,8,0,3,FALSE
10,35,3,9,1,1,FALSE
10,20,13,10,0.8,0.6667,FALSE
4,2,0,0,0,0,FALSE
0,2,0,0,0,0,FALSE
23,77,34,19,0.714286,3.4118,FALSE
17,31,245,4,0.666667,1.3462,FALSE
11,41,6,11,0.923077,3.8,FALSE
11,41,6,11,0.923077,3.8,FALSE
16,30,1,14,0,12.5,FALSE
15,26,29,7,1,1.5714,FALSE
8,20,8,8,0.857143,1.8,FALSE
6,8,1,4,0,1.5,FALSE
15,26,29,7,1,1.5714,FALSE
13,26,6,12,0.8,1.6,FALSE
12,14,0,12,1,2,FALSE
5,9,4,5,1,0.5,FALSE
13,14,5,10,0.75,0.6667,FALSE
5,9,4,5,1,0.5,FALSE
14,22,15,9,0,2.3333,FALSE
4,8,28,0,0,1,FALSE
18,15,1,15,0,3.5,FALSE
12,30,7,12,0.666667,1,FALSE
2,25,87,1,1,0.9444,FALSE
29,76,172,17,0.714286,1.875,FALSE
8,31,3,6,0.181818,1.1429,FALSE
8,17,9,5,1,1.8571,FALSE
13,39,28,13,0.666667,1.4444,FALSE
11,6,15,1,0,1,FALSE
8,4,6,2,0,1,FALSE
8,31,3,6,0.181818,1.1429,FALSE
29,76,172,17,0.714286,1.875,FALSE
71,48,1128,10,0,1,FALSE
5,9,4,5,1,0.5,FALSE
8,24,3,8,0,2.6667,FALSE
10,28,9,9,0.5,0.6667,FALSE
9,32,0,7,1,2.625,FALSE
14,35,13,14,0.333333,1.5,FALSE
9,29,4,9,1,1.75,FALSE
14,35,13,14,0.333333,1.5,FALSE
22,66,4,20,1,0.6,FALSE
11,24,6,11,1,1.75,FALSE
12,14,0,12,1,2,FALSE
13,28,2,13,1,1.5,FALSE
8,2,1,2,0,1,FALSE
7,4,6,1,0,1,FALSE
10,23,13,10,0.333333,1.1667,FALSE
14,1,0,3,0,1,FALSE
19,70,53,13,0.666667,1.4286,FALSE
10,30,2,10,1,4.25,FALSE
9,21,20,8,0.666667,0.875,FALSE
22,33,7,5,1,2.3333,FALSE
18,44,781,0,1,0.9767,FALSE
10,37,14,8,0.714286,3.3333,FALSE
15,22,8,8,0.5,1,FALSE
2,25,87,1,1,0.9444,FALSE
7,14,0,5,0,3,FALSE
10,21,0,9,1,1.6,FALSE
10,23,13,10,0.333333,1.1667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
4,71,1025,3,1,1.2157,FALSE
14,35,13,14,0.333333,1.5,FALSE
5,15,1,3,0,1,FALSE
14,1,0,3,0,1,FALSE
18,70,143,17,0,2.2174,FALSE
22,66,4,20,1,0.6,FALSE
9,29,4,9,1,1.75,FALSE
8,4,6,2,0,1,FALSE
11,23,2,10,1,1.25,FALSE
10,27,4,10,1,2.75,FALSE
7,4,6,1,0,1,FALSE
12,28,3,12,0,3,FALSE
71,48,1128,10,0,1,FALSE
13,44,7,10,0.181818,1.5455,FALSE
7,4,6,1,0,1,FALSE
10,21,0,9,1,1.6,FALSE
13,28,2,13,1,1.5,FALSE
6,34,19,5,0.5,2,FALSE
6,10,22,3,0.666667,0.8889,FALSE
19,70,53,13,0.666667,1.4286,FALSE
4,8,28,0,0,1,FALSE
22,66,4,20,1,0.6,FALSE
9,26,3,9,0,3.6667,FALSE
13,60,34,9,0.375,2.4375,FALSE
6,8,1,4,0,1.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
5,8,1,5,1,0.3333,FALSE
20,59,2,20,0.75,0.6,FALSE
6,34,19,5,0.5,2,FALSE
12,29,3,12,0,3.3333,FALSE
0,2,0,0,0,0,FALSE
8,2,1,2,0,1,FALSE
12,28,3,12,0,3,FALSE
15,22,8,8,0.5,1,FALSE
8,24,3,8,0,2.6667,FALSE
71,48,1128,10,0,1,FALSE
10,3,3,1,0,1,FALSE
11,31,3,11,0,3.6667,FALSE
25,79,66,24,0.5,2.7692,FALSE
0,2,0,0,0,0,FALSE
2,1,0,0,0,1,FALSE
10,35,3,9,1,1,FALSE
7,42,9,4,1,3.2857,FALSE
18,70,143,17,0,2.2174,FALSE
5,9,4,5,1,0.5,FALSE
10,16,3,10,0,1.6667,TRUE
11,6,1,3,0,0,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
11,6,1,3,0,0,TRUE
71,45,13,21,1,2.1667,TRUE
31,96,28,27,0,2.875,TRUE
11,28,6,11,0.666667,3.2,TRUE
11,56,20,10,1,5.125,TRUE
25,9,36,4,0,1,TRUE
5,8,1,5,1,0.3333,TRUE
30,103,48,28,0.833333,4.0625,TRUE
45,147,490,29,0.909091,1.4667,TRUE
12,38,27,9,1,2,TRUE
11,2,1,3,0,1,TRUE
11,6,1,3,0,0,TRUE
10,16,3,10,0,1.6667,TRUE
10,29,20,10,1,1.25,TRUE
14,53,78,10,1,2.5882,TRUE
31,36,22,14,1,1.75,TRUE
14,53,78,10,1,2.5882,TRUE
25,9,36,4,0,1,TRUE
34,96,9,32,0.75,4.2857,TRUE
26,63,20,26,1,1,TRUE
16,46,87,12,1,1.5,TRUE
26,63,20,26,1,1,TRUE
13,1,0,2,0,1,TRUE
11,38,81,10,1,0.8667,TRUE
7,19,4,7,1,1.5,TRUE
14,74,299,12,1,2.0333,TRUE
15,53,25,7,1,2.9,TRUE
18,71,1,16,0.857143,2.7273,TRUE
15,53,25,7,1,2.9,TRUE
15,37,2,14,1,5.4,TRUE
20,33,8,18,1,2,TRUE
29,64,38,28,1,2.0833,TRUE
18,71,1,16,0.857143,2.7273,TRUE
13,26,2,11,1,3.5,TRUE
10,16,3,10,0,1.6667,TRUE
15,38,7,14,0.666667,4,TRUE
6,6,3,5,0,0.3333,TRUE
15,53,25,7,1,2.9,TRUE
14,53,78,10,1,2.5882,TRUE
15,38,7,14,0.666667,4,TRUE
11,38,81,10,1,0.8667,TRUE
20,33,8,18,1,2,TRUE
31,96,28,27,0,2.875,TRUE
14,74,299,12,1,2.0333,TRUE
31,36,22,14,1,1.75,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
11,6,1,3,0,0,TRUE
6,6,3,5,0,0.3333,TRUE
14,53,78,10,1,2.5882,TRUE
13,35,20,13,1,1.5,TRUE
15,37,2,14,1,5.4,TRUE
15,58,100,13,1,2.0588,TRUE
11,6,1,3,0,0,TRUE
11,38,81,10,1,0.8667,TRUE
14,53,78,10,1,2.5882,TRUE
20,33,8,18,1,2,TRUE
11,38,81,10,1,0.8667,TRUE
29,64,38,28,1,2.0833,TRUE
15,58,100,13,1,2.0588,TRUE
11,38,81,10,1,0.8667,TRUE
15,58,100,13,1,2.0588,TRUE
20,33,8,18,1,2,TRUE
15,37,2,14,1,5.4,TRUE
15,37,2,14,1,5.4,TRUE
16,46,87,12,1,1.5,TRUE
13,1,0,2,0,1,TRUE
6,6,3,5,0,0.3333,TRUE
11,2,1,3,0,1,TRUE
6,6,3,5,0,0.3333,TRUE
15,1,0,3,0,1,TRUE
12,36,3,12,0.666667,3.7143,TRUE
14,53,78,10,1,2.5882,TRUE
11,8,0,10,1,1.5,TRUE
31,36,22,14,1,1.75,TRUE
13,1,0,2,0,1,TRUE
31,96,28,27,0,2.875,TRUE
11,56,20,10,1,5.125,TRUE
14,74,299,12,1,2.0333,TRUE
13,35,20,13,1,1.5,TRUE
10,29,20,10,1,1.25,TRUE
20,33,8,18,1,2,TRUE
15,53,25,7,1,2.9,TRUE
20,33,8,18,1,2,TRUE
7,16,4,6,1,1.5,TRUE
8,27,35,5,1,1.5714,TRUE
20,51,0,16,1,6.4,TRUE
12,37,2,7,1,2.5833,TRUE
34,96,9,32,0.75,4.2857,TRUE
11,8,0,10,1,1.5,TRUE
7,16,4,6,1,1.5,TRUE
13,26,2,11,1,3.5,TRUE
13,35,20,13,1,1.5,TRUE
25,9,36,4,0,1,TRUE
26,63,20,26,1,1,TRUE
12,37,2,7,1,2.5833,TRUE
16,46,87,12,1,1.5,TRUE
34,96,9,32,0.75,4.2857,TRUE
18,71,1,16,0.857143,2.7273,TRUE
26,63,20,26,1,1,TRUE
31,96,28,27,0,2.875,TRUE
25,9,36,4,0,1,TRUE
71,45,13,21,1,2.1667,TRUE
7,16,4,6,1,1.5,TRUE
11,8,0,10,1,1.5,TRUE
71,45,13,21,1,2.1667,TRUE
10,36,2,10,1,4.5,TRUE
26,63,20,26,1,1,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
15,58,100,13,1,2.0588,TRUE
10,29,20,10,1,1.25,TRUE
11,38,81,10,1,0.8667,TRUE
26,63,20,26,1,1,TRUE
10,29,20,10,1,1.25,TRUE
28,87,150,26,0.727273,2.9167,TRUE
15,53,25,7,1,2.9,TRUE
13,26,2,11,1,3.5,TRUE
11,56,20,10,1,5.125,TRUE
11,8,0,10,1,1.5,TRUE
20,51,0,16,1,6.4,TRUE
7,16,4,6,1,1.5,TRUE
15,58,100,13,1,2.0588,TRUE
31,96,28,27,0,2.875,TRUE
11,8,0,10,1,1.5,TRUE
11,2,1,3,0,1,TRUE
20,51,0,16,1,6.4,TRUE
13,35,20,13,1,1.5,TRUE
13,35,20,13,1,1.5,TRUE
20,33,8,18,1,2,TRUE
10,32,3,10,1,4.3333,TRUE
45,147,490,29,0.909091,1.4667,TRUE
6,6,3,5,0,0.3333,TRUE
15,58,100,13,1,2.0588,TRUE
71,45,13,21,1,2.1667,TRUE
12,37,2,7,1,2.5833,TRUE
20,33,8,18,1,2,TRUE
20,33,8,18,1,2,TRUE
31,36,22,14,1,1.75,TRUE
13,35,20,13,1,1.5,TRUE
30,103,48,28,0.833333,4.0625,TRUE
28,87,150,26,0.727273,2.9167,TRUE
13,26,2,11,1,3.5,TRUE
18,71,1,16,0.857143,2.7273,TRUE
7,16,4,6,1,1.5,TRUE
11,28,6,11,0.666667,3.2,TRUE
71,45,13,21,1,2.1667,TRUE
14,74,299,12,1,2.0333,TRUE
7,16,4,6,1,1.5,TRUE
34,96,9,32,0.75,4.2857,TRUE
14,53,78,10,1,2.5882,TRUE
7,16,4,6,1,1.5,TRUE
14,53,78,10,1,2.5882,TRUE
25,9,36,4,0,1,TRUE
13,26,2,11,1,3.5,TRUE
15,58,100,13,1,2.0588,TRUE
10,32,3,10,1,4.3333,TRUE
12,36,3,12,0.666667,3.7143,TRUE
15,38,7,14,0.666667,4,TRUE
15,58,100,13,1,2.0588,TRUE
11,56,20,10,1,5.125,TRUE
13,35,20,13,1,1.5,TRUE
12,38,27,9,1,2,TRUE
6,6,3,5,0,0.3333,TRUE
