@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,26,13,11,0.333333,1.3333,FALSE
12,1,0,2,0,1,FALSE
10,3,3,1,0,1,FALSE
12,30,13,12,0.333333,2.5,FALSE
43,7,21,1,0,1,FALSE
7,23,16,4,0.75,1,FALSE
11,24,4,8,0,4.25,FALSE
1,8,0,0,1,1.4286,FALSE
10,37,14,8,0.714286,3.3333,FALSE
11,28,8,10,1,1.8,FALSE
12,31,6,12,0.666667,2.4,FALSE
7,11,6,6,0.5,0.5,FALSE
16,31,245,4,0.666667,1.3462,FALSE
11,24,3,11,0,3,FALSE
71,48,1128,10,0,1,FALSE
5,9,4,5,1,0.5,FALSE
8,8,4,7,1,0.75,FALSE
13,31,4,9,0.5,3,FALSE
15,32,9,14,0.777778,2.8333,FALSE
14,30,1,12,0,12.5,FALSE
2,1,0,0,0,1,FALSE
11,18,10,9,1,0.6,FALSE
18,70,143,17,0,2.2174,FALSE
4,13,1,4,0,0.6667,TRUE
25,44,32,25,1,1.8889,TRUE
15,38,2,14,1,5.6,TRUE
38,108,39,37,0.5,2.2,TRUE
31,107,104,29,0.833333,3.5,TRUE
9,27,3,9,0,2.6667,TRUE
23,33,7,5,1,2.3333,TRUE
11,56,20,10,1,5.125,TRUE
20,25,2,20,1,2.25,TRUE
13,26,2,11,1,3.5,TRUE
30,103,48,28,0.833333,4.0625,TRUE
10,30,4,10,1,1.75,TRUE
14,35,0,7,1,1.5,TRUE
14,65,20,13,1,5.875,TRUE
6,6,3,5,0,0.3333,TRUE
13,36,493,0,1,0.9714,TRUE
4,22,2,3,1,1.75,TRUE
7,16,4,6,1,1.5,TRUE
31,36,22,14,1,1.75,TRUE
16,46,87,12,1,1.5,TRUE
15,61,234,11,1,2.08,TRUE
71,45,13,21,1,2.1667,TRUE
38,102,30,37,1,2.2222,TRUE
