@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
12,31,13,12,0.333333,1.6667,FALSE
13,22,2,12,1,1.75,FALSE
11,38,0,11,0.75,5.2857,FALSE
13,14,0,2,1,1.4286,FALSE
23,77,34,19,0.714286,3.4118,FALSE
9,44,5,9,0.75,3.4286,FALSE
21,64,0,21,1,1.625,FALSE
18,44,781,0,1,0.9767,FALSE
15,22,8,8,0.5,1,FALSE
11,28,8,10,1,1.8,FALSE
14,33,6,14,0.8,1.4,FALSE
11,25,3,11,0,4.3333,FALSE
10,67,52,10,0.666667,2.25,FALSE
10,2,1,2,0,1,FALSE
2,7,1,1,0,1.3333,FALSE
12,19,6,8,1,3.2,FALSE
0,2,0,0,0,0,FALSE
10,20,0,7,1,0.8333,FALSE
10,13,1,6,0.666667,0.6667,FALSE
7,26,5,6,0.25,1.3333,FALSE
10,33,28,10,0.666667,1.2222,FALSE
5,9,4,5,1,0.5,FALSE
56,47,1081,9,0,1,FALSE
10,29,20,10,1,1.25,TRUE
25,9,36,4,0,1,TRUE
10,36,2,10,1,4.5,TRUE
31,107,104,29,0.833333,3.5,TRUE
6,6,3,5,0,0.3333,TRUE
12,37,2,7,1,2.5833,TRUE
15,38,7,14,0.666667,4,TRUE
10,32,3,10,1,4.3333,TRUE
28,87,150,26,0.727273,2.9167,TRUE
13,35,20,13,1,1.5,TRUE
18,71,1,16,0.857143,2.7273,TRUE
7,16,4,6,1,1.5,TRUE
8,47,13,8,0.5,1.5,TRUE
17,39,30,16,0.75,1.3333,TRUE
29,64,38,28,1,2.0833,TRUE
34,52,60,12,1,2.8125,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
8,8,4,7,1,0.75,TRUE
26,63,20,26,1,1,TRUE
12,60,0,11,1,8.2,TRUE
12,36,3,12,0.666667,3.7143,TRUE
13,26,2,11,1,3.5,TRUE
11,56,20,10,1,5.125,TRUE
