@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,16,2,79,0,0.466667,FALSE
9,9,9,27,0.961538,0.666667,FALSE
5,14,0,43,0.636364,0.666667,FALSE
14,60,10,515,0,0.166667,FALSE
5,16,4,60,0.833333,0.666667,FALSE
8,20,6,155,0,0.444444,FALSE
6,11,4,42,0,0.6,FALSE
5,17,1,121,0,0.34375,FALSE
10,50,10,267,0.428571,0.323077,FALSE
5,8,0,51,0,0.535714,FALSE
10,4,1,20,0,0.555556,FALSE
5,1,2,1,0,1,FALSE
10,47,9,258,0,0.416667,FALSE
5,5,4,22,0.933333,0.625,FALSE
1,7,0,34,0,0.555556,FALSE
9,21,5,150,0.473684,0.316667,FALSE
12,5,1,24,0,0.5,FALSE
6,7,3,28,0,0.444444,FALSE
16,81,0,504,0.683673,0.3,FALSE
4,5,2,19,0.923077,0.625,FALSE
3,6,3,24,0,0.466667,FALSE
9,4,0,4,0,0.666667,FALSE
5,20,4,110,0.583333,0.333333,FALSE
7,52,5,420,0,0.25,TRUE
11,34,11,184,0.571429,0.240385,TRUE
8,10,2,10,0,0.5,TRUE
32,87,15,691,0.606557,0.285,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
13,6,3,6,0,1,TRUE
10,46,2,431,0,0.219048,TRUE
6,39,3,193,0,0.35,TRUE
42,27,1,164,0,0.340909,TRUE
12,32,4,152,0,0.309524,TRUE
6,63,6,435,0.809524,0.4,TRUE
40,190,30,1443,0,0.067568,TRUE
10,44,7,305,0.833333,0.6,TRUE
29,96,0,669,0.861789,0.205882,TRUE
3,35,1,303,0,0.357143,TRUE
14,44,7,255,0,0.177273,TRUE
7,15,3,83,0.3,0.34375,TRUE
20,12,9,12,0,0.2,TRUE
12,64,12,464,0.7,0.345455,TRUE
8,51,8,255,0.777778,0.366667,TRUE
12,52,12,288,0.753846,0.470588,TRUE
5,3,0,3,0,0.666667,TRUE
10,4,1,4,0,0.55,TRUE
