@relation Keymind-AA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z144.2060086

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-4,25,TRUE
0,-28,121,TRUE
38,27,63,TRUE
0,-8,47,TRUE
0,-8,47,TRUE
0,-37,59,TRUE
0,-10,52,TRUE
0,-7,88,TRUE
0,-7,88,TRUE
52,9,9,TRUE
0,-6,46,TRUE
28,26,16,TRUE
2,2,51,TRUE
9,25,25,TRUE
19,6,22,TRUE
39,26,49,TRUE
0,-6,46,TRUE
0,-10,38,TRUE
0,-28,34,TRUE
0,-1,38,TRUE
0,-8,57,TRUE
0,-24,39,TRUE
49,24,33,TRUE
0,0,25,TRUE
87,10,86,TRUE
0,-37,59,TRUE
26,6,33,TRUE
0,-21,35,TRUE
2,2,51,TRUE
0,-19,59,TRUE
20,9,56,TRUE
0,-28,34,TRUE
28,26,16,TRUE
0,-7,22,TRUE
0,27,38,TRUE
39,26,49,TRUE
9,6,59,TRUE
0,-7,61,TRUE
20,9,38,TRUE
0,-6,46,TRUE
38,18,25,TRUE
0,-10,38,TRUE
49,24,33,TRUE
0,-25,22,TRUE
0,0,25,TRUE
0,-4,25,TRUE
0,-24,39,TRUE
0,-6,46,TRUE
0,0,48,TRUE
0,-6,60,TRUE
6,7,28,TRUE
28,26,16,TRUE
0,-24,39,TRUE
9,6,59,TRUE
0,-8,126,TRUE
0,-7,46,TRUE
0,0,25,TRUE
2,2,51,TRUE
31,25,50,TRUE
0,0,192,TRUE
26,6,33,TRUE
0,-10,52,TRUE
0,-8,57,TRUE
0,0,48,TRUE
38,18,25,TRUE
0,-1,38,TRUE
28,26,16,TRUE
0,-10,55,TRUE
0,-19,51,TRUE
0,-28,81,TRUE
31,25,50,TRUE
0,-28,81,TRUE
0,-5,84,TRUE
0,-7,61,TRUE
20,9,56,TRUE
0,-6,46,TRUE
91,24,70,TRUE
0,-8,57,TRUE
8,23,41,TRUE
0,-10,34,TRUE
0,-23,28,TRUE
0,-10,36,FALSE
0,-39,35,FALSE
4,25,10,FALSE
0,-4,53,FALSE
0,-21,14,FALSE
0,-21,35,FALSE
27,27,10,FALSE
0,-62,1279,FALSE
0,-89,9,FALSE
0,-39,17,FALSE
0,-7,35,FALSE
0,-44,1279,FALSE
0,-38,149,FALSE
0,-19,31,FALSE
15,44,9,FALSE
0,-62,1279,FALSE
0,-7,35,FALSE
9,26,17,FALSE
0,-21,14,FALSE
0,-23,42,FALSE
0,-11,57,FALSE
0,-62,1279,FALSE
0,0,44,FALSE
0,-62,1279,FALSE
0,-89,9,FALSE
1,9,7,FALSE
16,26,15,FALSE
0,-45,35,FALSE
0,-62,1279,FALSE
0,-6,39,FALSE
0,-45,35,FALSE
0,-62,1279,FALSE
0,-41,2,FALSE
0,-4,53,FALSE
0,-22,22,FALSE
13,8,21,FALSE
0,-1,35,FALSE
0,-39,14,FALSE
0,0,25,FALSE
0,-28,62,FALSE
20,10,23,FALSE
16,26,15,FALSE
0,-28,36,FALSE
4,9,16,FALSE
0,-62,1279,FALSE
0,-38,149,FALSE
0,-6,89,FALSE
0,27,7,FALSE
0,-28,62,FALSE
20,10,23,FALSE
0,-62,1279,FALSE
0,-24,21,FALSE
0,-45,41,FALSE
0,-62,1279,FALSE
0,-41,42,FALSE
0,-7,40,FALSE
0,-4,53,FALSE
0,-25,35,FALSE
21,25,39,FALSE
0,-3,20,FALSE
0,0,12,FALSE
0,-25,35,FALSE
0,-10,53,FALSE
0,-62,1279,FALSE
27,27,10,FALSE
0,-7,40,FALSE
0,-44,649,FALSE
7,45,16,FALSE
0,-62,1279,FALSE
0,-23,42,FALSE
7,24,16,FALSE
15,44,9,FALSE
0,45,7,FALSE
0,-25,35,FALSE
7,18,64,FALSE
0,-6,16,FALSE
21,12,30,FALSE
0,-39,14,FALSE
0,-21,35,FALSE
0,-45,35,FALSE
0,-41,35,FALSE
0,-39,35,FALSE
27,9,12,FALSE
0,-45,45,FALSE
0,-45,45,FALSE
0,-26,56,FALSE
0,-22,5,FALSE
0,-10,53,FALSE
7,8,115,FALSE
0,-3,53,FALSE
0,-23,42,FALSE
0,-6,39,FALSE
0,0,25,FALSE
7,12,49,FALSE
0,-62,680,FALSE
0,-22,5,FALSE
0,-24,28,FALSE
0,27,11,FALSE
0,-44,669,FALSE
32,44,18,FALSE
0,0,12,FALSE
0,-39,346,FALSE
0,-39,14,FALSE
28,27,9,FALSE
2,27,16,FALSE
21,15,9,FALSE
10,13,16,FALSE
0,-62,1279,FALSE
0,-10,53,FALSE
0,-23,42,FALSE
0,-39,95,FALSE
0,-44,1279,FALSE
4,9,16,FALSE
0,-44,1279,FALSE
3,23,8,FALSE
0,-45,41,FALSE
23,9,18,FALSE
0,-44,1279,FALSE
1,9,7,FALSE
0,-44,669,FALSE
0,-35,94,FALSE
33,10,51,FALSE
27,9,12,FALSE
13,8,21,FALSE
0,0,25,FALSE
0,-35,94,FALSE
7,18,64,FALSE
0,-6,39,FALSE
0,-7,25,FALSE
0,27,42,FALSE
1,44,131,FALSE
0,-44,1279,FALSE
0,-21,100,FALSE
0,-6,29,FALSE
7,7,12,FALSE
0,-21,14,FALSE
8,18,13,FALSE
31,27,59,FALSE
12,9,23,FALSE
0,-6,39,FALSE
0,-44,1279,FALSE
0,-44,1279,FALSE
0,27,21,FALSE
0,-45,35,FALSE
7,18,64,FALSE
0,-39,17,FALSE
0,-16,50,FALSE
7,7,12,FALSE
16,26,15,FALSE
0,-21,14,FALSE
0,-44,1279,FALSE
0,-6,46,FALSE
0,-44,1279,FALSE
0,-25,61,FALSE
0,-39,53,FALSE
0,-62,1279,FALSE
18,9,21,FALSE
0,-10,36,FALSE
0,-62,689,FALSE
0,-62,1279,FALSE
28,27,9,FALSE
23,9,18,FALSE
0,-7,61,FALSE
0,-44,1279,FALSE
0,-10,62,FALSE
10,13,16,FALSE
0,-41,38,FALSE
10,13,16,FALSE
