@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z36.363636-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,26,0,5,5,0.571429,164,0,0.375,19.125,FALSE
10,26,6,9,2,1,195,0,0.5,47.5,FALSE
35,11,4,2,5,0.25,54,0,0.533333,9.6,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
6,26,0,5,5,0.571429,172,0,0.375,20.125,FALSE
19,3,3,0,3,2,3,0,1,0,FALSE
15,36,3,9,10,0.583333,249,2,0.266667,23.5,FALSE
4,12,0,3,4,0.333333,70,0,0.5,16,FALSE
14,47,124,4,18,0.7,575,0,0.325397,26.047619,FALSE
19,93,317,19,23,0.912972,949,5,0.238095,29.933333,TRUE
8,26,0,8,3,0.333333,125,1,0.4,30,TRUE
27,121,2541,18,68,0.964768,918,6,0.205714,10.866667,TRUE
12,84,83,12,11,0.960152,1202,1,0.181818,64.055556,TRUE
138,52,361,7,20,0.866379,318,4,0.195833,9.333333,TRUE
8,69,91,8,13,0.777778,632,2,0.368421,31.894737,TRUE
27,78,158,17,15,0.735714,659,5,0.145,29.714286,TRUE
4,34,11,4,5,0.6,236,1,0.666667,37.833333,TRUE
18,89,219,18,18,0.896842,881,4,0.221154,32.153846,TRUE
