@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z36.363636-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,6,15,1,6,2,6,0,0.444444,0,FALSE
1,4,1,0,3,0.5,14,0,0.666667,3.333333,FALSE
5,19,0,5,5,0.666667,100,0,0.533333,18.4,FALSE
3,23,4,2,1,0.333333,174,0,0.583333,42,FALSE
2,21,26,1,5,0.714286,89,0,0.142857,10,FALSE
6,8,0,0,7,0,89,0,0.428571,11.571429,FALSE
1,14,28,0,8,2,271,0,0.45,32.875,FALSE
3,22,44,2,5,0.805195,156,1,0.261905,11.416667,FALSE
8,22,15,5,3,0.8,163,0,0.305556,25.833333,FALSE
8,49,33,8,9,0.428571,463,1,0.25,29.8,TRUE
9,34,47,5,12,0.824176,279,0,0.307692,18.428571,TRUE
9,62,119,8,24,0.68,437,4,0.317308,15.538462,TRUE
10,33,0,8,5,0.466667,198,1,0.333333,31.5,TRUE
29,100,420,25,22,0.902778,1585,0,0.28125,46.212121,TRUE
25,120,451,16,30,0.893375,920,5,0.146825,19.860465,TRUE
5,20,0,2,9,0.5,141,0,0.416667,14.222222,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
25,77,162,16,14,0.7375,566,4,0.135,25.380952,TRUE
