@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z163.636364

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,6,1,1,1,2,20,0,0.75,9,FALSE
2,7,4,0,0,0.5,39,0,0.7,6.2,FALSE
7,14,0,3,2,0.25,92,1,0.555556,29,FALSE
8,25,0,8,7,0.625,141,0,0.857143,18.571429,FALSE
7,24,29,5,6,0.555556,162,0,0.5,15,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
5,32,70,2,9,0.833333,158,1,0.083333,10.846154,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
5,19,0,5,5,0.666667,100,0,0.533333,18.4,FALSE
4,13,0,3,4,0,87,0,0.75,20.5,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
2,5,0,1,3,0,34,1,0.5,10,FALSE
1,19,0,0,3,0.5,108,0,0.533333,20.2,FALSE
4,13,0,3,4,0,87,0,0.75,20.5,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
12,38,1,7,11,0.84,394,0,0.215909,33.909091,FALSE
3,17,4,3,3,0.666667,152,0,0.75,36.75,FALSE
25,44,45,10,13,0.619048,311,3,0.216667,19.333333,FALSE
14,26,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
16,21,23,2,5,0.666667,149,1,0.228571,13.7,FALSE
5,24,3,5,1,1.5,163,0,1,53,FALSE
10,61,135,10,16,0.888889,504,0,0.378947,24.789474,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
8,25,0,8,7,0.625,141,0,0.857143,18.571429,FALSE
9,7,21,1,7,2,7,0,1,0,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
7,24,29,5,6,0.555556,162,0,0.5,15,FALSE
6,26,0,2,11,0.58,181,0,0.409091,15,FALSE
2,15,0,0,3,0.166667,100,0,0.666667,31.333333,FALSE
4,13,0,3,4,0,87,0,0.75,20.5,FALSE
12,38,1,7,11,0.84,394,0,0.215909,33.909091,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
7,24,29,5,6,0.555556,162,0,0.5,15,FALSE
5,32,70,2,9,0.833333,158,1,0.083333,10.846154,FALSE
9,19,1,8,2,2,120,0,1,59,FALSE
4,9,3,3,3,2,27,0,0.555556,8,FALSE
7,14,0,3,2,0.25,92,1,0.555556,29,FALSE
19,10,3,5,3,2,38,0,0.583333,11.666667,FALSE
3,20,4,2,4,0.833333,168,0,0.466667,32,FALSE
5,19,0,5,5,0.666667,100,0,0.533333,18.4,FALSE
6,11,3,3,3,2,37,0,1,11.333333,FALSE
