@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z163.636364

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,13,78,0,13,2,13,0,0.326923,0,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
4,34,0,1,1,0.785714,312,0,0.85,26.090909,FALSE
1,0,0,0,0,2,48,0,0,0,FALSE
3,7,1,3,2,2,23,0,1,10.5,FALSE
4,1,0,1,1,2,1,0,1,0,FALSE
3,7,1,3,2,2,23,0,1,10.5,FALSE
23,69,81,12,14,0.856481,517,4,0.183333,25.578947,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
10,43,15,10,12,0.615385,168,1,0.392857,10.857143,FALSE
3,18,4,3,3,1,111,0,0.75,26.25,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
10,43,15,10,12,0.615385,168,1,0.392857,10.857143,FALSE
23,69,81,12,14,0.856481,517,4,0.183333,25.578947,FALSE
157,212,3687,17,77,0.970476,2452,4,0.105495,25.56044,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
2,5,0,1,3,0,34,1,0.5,10,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
157,212,3687,17,77,0.970476,2452,4,0.105495,25.56044,FALSE
14,7,4,3,3,0.666667,22,1,0.5,4.25,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
15,23,5,8,6,0.444444,148,2,0.52381,19.714286,FALSE
1,7,0,1,1,2,40,0,1,37,FALSE
10,18,3,9,1,1.1,106,0,0.444444,32.666667,FALSE
14,24,19,4,5,0.666667,146,1,0.266667,13.3,FALSE
4,39,22,3,6,0.785714,377,0,0.166667,45.875,FALSE
32,38,0,27,25,0,189,0,0.08,6.52,FALSE
3,11,1,2,6,0.7,74,0,0.555556,10.666667,FALSE
10,43,15,10,12,0.615385,168,1,0.392857,10.857143,FALSE
3,13,31,2,10,0.703704,76,1,0.375,6.3,FALSE
7,28,1,6,6,0.6,173,3,0.305556,27.333333,FALSE
19,10,3,5,3,2,38,0,0.583333,11.666667,FALSE
7,28,1,6,6,0.6,173,3,0.305556,27.333333,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
20,25,0,18,18,0,122,0,0.102778,5.05,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
3,13,31,2,10,0.703704,76,1,0.375,6.3,FALSE
3,18,10,1,8,0.535714,108,0,0.541667,12,FALSE
10,56,119,10,15,0.882353,460,0,0.377778,23.833333,FALSE
7,28,1,6,6,0.6,173,3,0.305556,27.333333,FALSE
3,11,1,2,6,0.7,74,0,0.555556,10.666667,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
17,99,664,15,31,0.918193,855,2,0.194444,19.85,TRUE
11,71,124,6,15,0.782895,698,0,0.3,33.5,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
9,90,129,9,16,0.849817,826,3,0.318182,35.954545,TRUE
9,90,129,9,16,0.849817,826,3,0.318182,35.954545,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
7,34,0,7,8,0.75,298,0,0.592593,31.666667,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
19,67,112,13,14,0.770833,468,1,0.183007,26.176471,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
11,71,124,6,15,0.782895,698,0,0.3,33.5,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
11,71,124,6,15,0.782895,698,0,0.3,33.5,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
11,71,124,6,15,0.782895,698,0,0.3,33.5,TRUE
7,34,0,7,8,0.75,298,0,0.592593,31.666667,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
19,67,112,13,14,0.770833,468,1,0.183007,26.176471,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
19,67,112,13,14,0.770833,468,1,0.183007,26.176471,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
12,103,133,12,3,0.813725,1720,0,0.141414,88.631579,TRUE
17,99,664,15,31,0.918193,855,2,0.194444,19.85,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
14,58,0,14,11,0.606061,303,1,0.22619,24,TRUE
13,30,5,9,9,0.65,168,0,0.327273,13.909091,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
13,30,5,9,9,0.65,168,0,0.327273,13.909091,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
19,67,112,13,14,0.770833,468,1,0.183007,26.176471,TRUE
4,58,130,4,5,0.921875,630,0,0.129412,35.823529,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
